from,to,flow,cost
1217,2420,1.0,8.0
1217,3074,1.0,34.0
1217,4236,1.0,122.0
1219,1786,1.0,21.0
1219,1969,1.0,24.0
1219,4013,1.0,1.0
1220,1420,2.0,7.0
1224,1972,1.0,118.0
1224,2193,1.0,7.0
1224,4006,1.0,104.0
1226,215,1.0,13.0
1228,329,1.0,118.0
1228,4223,1.0,3.0
1228,4450,1.0,7.0
1229,215,1.0,115.0
1229,219,1.0,13.0
1230,55,1.0,24.0
1239,329,1.0,25.0
1239,1630,1.0,13.0
1240,329,1.0,32.0
1246,2589,1.0,7.0
1247,1248,1.0,12.0
1247,2693,1.0,100.0
1248,2696,1.0,29.0
1250,2283,2.0,29.0
1251,1250,1.0,35.0
1257,1711,3.0,11.0
1258,1286,1.0,122.0
1260,754,2.0,37.0
1261,88,1.0,148.0
1261,1736,1.0,58.0
1266,339,1.0,9.0
1266,626,1.0,7.0
1266,693,1.0,49.0
1266,695,1.0,34.0
1266,2548,1.0,27.0
1266,2847,1.0,69.0
1266,4505,1.0,14.0
1266,4506,1.0,17.0
1267,215,1.0,102.0
1267,700,1.0,88.0
1267,1948,1.0,43.0
1268,700,1.0,98.0
1274,1276,1.0,6.0
1276,2712,1.0,11.0
1276,3024,1.0,7.0
1278,2588,1.0,60.0
1282,1556,1.0,7.0
1282,2696,1.0,49.0
1283,2891,2.0,22.0
1286,343,6.0,32.0
1286,345,1.0,52.0
1286,696,1.0,78.0
1286,699,2.0,42.0
1286,702,3.0,35.0
1286,704,1.0,49.0
1286,1679,1.0,102.0
1286,1810,1.0,102.0
1286,2356,1.0,22.0
1286,2370,1.0,57.0
1286,2552,1.0,42.0
1286,2553,1.0,36.0
1286,2640,1.0,15.0
1286,2907,1.0,29.0
1287,2553,1.0,7.0
1287,2555,1.0,21.0
1288,2553,1.0,21.0
1290,2834,1.0,14.0
1291,2474,2.0,14.0
1291,4341,1.0,19.0
1292,1291,2.0,12.0
1293,1292,1.0,6.0
1294,2969,2.0,35.0
1294,3570,2.0,18.0
1295,978,1.0,26.0
1307,1909,1.0,41.0
1308,406,1.0,18.0
1311,414,1.0,53.0
1311,1314,1.0,30.0
1314,3795,1.0,128.0
1316,2165,1.0,49.0
1317,1318,2.0,7.0
1318,1319,2.0,7.0
1318,2320,2.0,55.0
1319,108,1.0,15.0
1319,2316,1.0,39.0
1322,4565,1.0,7.0
1325,1396,1.0,24.0
1328,2179,1.0,24.0
1328,3481,1.0,55.0
1328,3827,1.0,87.0
1328,3828,1.0,67.0
1340,248,1.0,59.0
1340,251,1.0,7.0
1340,252,1.0,31.0
1341,251,2.0,14.0
1341,343,1.0,72.0
1341,696,2.0,31.0
1341,1267,1.0,28.0
1341,1340,2.0,7.0
1341,2805,1.0,129.0
1341,3439,1.0,63.0
1341,4120,1.0,92.0
1341,4250,3.0,24.0
1344,4351,1.0,44.0
1345,963,1.0,16.0
1348,533,1.0,111.0
1348,2871,1.0,143.0
1349,527,1.0,29.0
1349,2619,1.0,109.0
1351,1895,1.0,14.0
1352,2868,1.0,22.0
1354,2270,1.0,27.0
1355,298,1.0,49.0
1359,2929,1.0,28.0
1361,75,1.0,27.0
1364,1365,6.0,7.0
1365,4313,1.0,98.0
1365,4466,5.0,0.0
1366,215,1.0,110.0
1366,3425,1.0,24.0
1367,329,1.0,111.0
1369,1370,1.0,27.0
1370,225,1.0,32.0
1370,226,1.0,7.0
1370,580,1.0,59.0
1370,740,1.0,73.0
1370,1268,1.0,28.0
1370,1717,1.0,126.0
1370,2430,1.0,39.0
1370,2468,1.0,70.0
1370,3276,1.0,104.0
1370,3425,1.0,80.0
1371,1735,1.0,53.0
1372,1810,1.0,38.0
1373,253,2.0,31.0
1373,2774,1.0,199.0
1374,700,1.0,56.0
1374,1375,2.0,7.0
1375,701,1.0,56.0
1375,1384,1.0,86.0
1375,1386,1.0,100.0
1375,1710,2.0,24.0
1375,1711,9.0,24.0
1375,4322,1.0,41.0
1376,1160,1.0,21.0
1376,1378,1.0,14.0
1376,1382,1.0,50.0
1377,1382,1.0,43.0
1378,700,1.0,84.0
1379,708,1.0,71.0
1379,710,1.0,86.0
1381,715,1.0,107.0
1381,1382,1.0,7.0
1381,1680,1.0,32.0
1382,125,1.0,91.0
1382,348,1.0,44.0
1382,352,1.0,69.0
1382,353,1.0,62.0
1382,708,1.0,49.0
1382,709,2.0,56.0
1382,752,1.0,84.0
1382,993,1.0,84.0
1382,1386,1.0,43.0
1382,1387,1.0,57.0
1382,1679,1.0,24.0
1382,2338,1.0,63.0
1382,2435,1.0,46.0
1382,3308,1.0,105.0
1382,3433,1.0,86.0
1382,3435,1.0,97.0
1384,1007,1.0,21.0
1386,1007,3.0,7.0
1387,355,1.0,17.0
1388,359,3.0,36.0
1389,359,1.0,29.0
1390,359,2.0,22.0
1392,883,4.0,7.0
1393,3795,1.0,38.0
1394,363,2.0,5.0
1394,3938,7.0,3.0
1396,1397,1.0,7.0
1397,1657,1.0,24.0
1400,1848,1.0,58.0
1400,2003,1.0,32.0
1402,601,1.0,19.0
1407,1049,3.0,12.0
1407,1409,1.0,22.0
1407,2007,1.0,46.0
1409,1407,1.0,22.0
1411,1412,1.0,7.0
1412,1411,1.0,7.0
1412,1413,1.0,7.0
1412,1414,1.0,15.0
1412,1927,1.0,12.0
1413,1412,1.0,7.0
1414,1059,1.0,30.0
1418,1419,1.0,7.0
1419,1167,1.0,70.0
1419,1418,1.0,7.0
1419,4002,1.0,68.0
1419,4028,1.0,62.0
1419,4043,1.0,138.0
1420,1419,3.0,7.0
1423,1420,1.0,30.0
1424,1423,1.0,10.0
1429,2800,1.0,32.0
1429,3579,1.0,7.0
1430,929,2.0,13.0
1430,1648,3.0,7.0
1436,2036,1.0,23.0
1439,2193,1.0,61.0
1441,4004,1.0,15.0
1450,1459,1.0,18.0
1454,1502,1.0,18.0
1455,2996,1.0,28.0
1456,1455,1.0,13.0
1456,3163,1.0,131.0
1459,4226,1.0,31.0
1462,1508,1.0,26.0
1466,1888,1.0,51.0
1471,1472,1.0,7.0
1471,1474,1.0,21.0
1471,1475,2.0,28.0
1471,2945,1.0,17.0
1472,3163,1.0,17.0
1474,3163,1.0,33.0
1475,1364,3.0,19.0
1478,1364,1.0,31.0
1479,3090,1.0,12.0
1482,1684,2.0,16.0
1485,3133,1.0,7.0
1496,618,1.0,35.0
1496,739,1.0,7.0
1500,2971,1.0,19.0
1502,1752,1.0,161.0
1503,114,1.0,11.0
1503,4201,1.0,10.0
1507,1888,1.0,28.0
1508,1509,2.0,7.0
1508,1515,1.0,50.0
1508,2762,1.0,33.0
1508,3968,1.0,42.0
1509,1737,1.0,186.0
1509,2998,1.0,55.0
1515,543,1.0,69.0
1515,914,1.0,52.0
1515,1471,1.0,16.0
1515,1478,1.0,58.0
1515,1517,1.0,13.0
1515,2998,1.0,34.0
1515,4299,1.0,72.0
1517,4231,1.0,11.0
1522,975,1.0,30.0
1523,1522,1.0,5.0
1526,1822,1.0,21.0
1526,1823,9.0,7.0
1529,657,1.0,36.0
1529,899,1.0,77.0
1529,1825,3.0,21.0
1529,1921,13.0,14.0
1530,166,1.0,84.0
1530,292,1.0,48.0
1530,587,1.0,48.0
1530,1828,1.0,28.0
1530,2262,1.0,43.0
1530,2264,1.0,7.0
1530,2681,1.0,77.0
1530,2862,1.0,98.0
1530,3607,1.0,102.0
1530,3686,1.0,63.0
1531,285,1.0,64.0
1531,291,1.0,19.0
1531,660,1.0,22.0
1531,1828,2.0,7.0
1531,1918,1.0,97.0
1531,1922,1.0,50.0
1531,2620,1.0,36.0
1531,3695,1.0,76.0
1533,2569,3.0,7.0
1535,1035,1.0,29.0
1535,3181,1.0,20.0
1536,2861,1.0,7.0
1536,4424,1.0,40.0
1538,282,1.0,33.0
1538,3103,9.0,56.0
1539,2315,1.0,136.0
1539,2463,1.0,102.0
1541,2871,1.0,77.0
1541,3707,2.0,1.0
1542,2583,1.0,79.0
1544,532,3.0,21.0
1544,2415,1.0,26.0
1545,307,1.0,41.0
1545,1544,3.0,20.0
1545,2416,1.0,7.0
1545,2779,1.0,21.0
1546,307,1.0,27.0
1549,4284,1.0,49.0
1550,1551,1.0,13.0
1550,3138,1.0,7.0
1550,4287,1.0,22.0
1551,2774,1.0,61.0
1552,2608,1.0,67.0
1556,2586,1.0,7.0
1556,3724,1.0,12.0
1560,2278,1.0,57.0
1569,719,1.0,28.0
1569,1988,1.0,75.0
1569,2611,11.0,7.0
1570,2336,1.0,79.0
1570,2564,1.0,7.0
1571,3672,2.0,1.0
1572,2781,1.0,50.0
1576,1037,1.0,66.0
1577,157,1.0,60.0
1577,3117,1.0,61.0
1583,248,1.0,13.0
1584,248,1.0,28.0
1584,2237,1.0,76.0
1584,4169,1.0,35.0
1586,2240,1.0,26.0
1586,2243,1.0,62.0
1586,2246,1.0,104.0
1586,2477,1.0,75.0
1586,3160,1.0,157.0
1587,2239,2.0,7.0
1589,1153,1.0,13.0
1590,1888,2.0,58.0
1591,956,3.0,14.0
1591,957,1.0,20.0
1591,958,1.0,27.0
1591,1154,1.0,13.0
1592,673,1.0,16.0
1592,1888,1.0,32.0
1595,1615,1.0,97.0
1595,3129,2.0,20.0
1600,3968,1.0,67.0
1605,1526,1.0,59.0
1606,532,1.0,121.0
1606,2267,1.0,69.0
1606,3119,1.0,90.0
1607,1605,1.0,45.0
1608,2267,1.0,41.0
1609,659,1.0,41.0
1609,1803,16.0,15.0
1609,2267,1.0,27.0
1609,2865,2.0,8.0
1610,2266,1.0,7.0
1611,3119,7.0,7.0
1612,634,1.0,14.0
1614,538,1.0,16.0
1614,540,1.0,68.0
1615,396,1.0,45.0
1615,1614,2.0,20.0
1615,1945,1.0,104.0
1615,2626,1.0,42.0
1615,3094,1.0,65.0
1615,3648,1.0,67.0
1615,4182,1.0,66.0
1616,1615,2.0,18.0
1616,2063,1.0,7.0
1616,2626,6.0,7.0
1617,863,1.0,34.0
1617,2627,2.0,27.0
1617,4182,1.0,50.0
1618,1617,1.0,20.0
1618,2065,1.0,8.0
1619,1617,1.0,44.0
1619,1861,1.0,10.0
1620,2629,1.0,9.0
1624,1723,1.0,44.0
1626,1318,1.0,32.0
1626,2316,1.0,14.0
1626,2317,1.0,7.0
1629,2774,1.0,114.0
1630,2774,1.0,108.0
1631,17,1.0,44.0
1632,39,1.0,31.0
1633,428,1.0,26.0
1639,934,1.0,29.0
1642,4513,1.0,28.0
1644,3949,1.0,24.0
1645,943,1.0,12.0
1645,3949,1.0,31.0
1647,612,1.0,25.0
1647,614,1.0,11.0
1647,4354,1.0,5.0
1648,554,1.0,228.0
1648,3365,1.0,123.0
1648,4194,1.0,18.0
1650,1850,1.0,51.0
1651,2591,1.0,14.0
1652,2982,2.0,7.0
1652,4095,1.0,1.0
1657,3997,1.0,21.0
1657,4026,1.0,8.0
1661,329,1.0,32.0
1663,2234,1.0,6.0
1666,422,1.0,22.0
1666,3804,1.0,27.0
1672,2225,6.0,15.0
1672,2328,1.0,46.0
1674,962,1.0,143.0
1674,2977,1.0,37.0
1674,3076,1.0,19.0
1675,2843,1.0,58.0
1676,2979,1.0,42.0
1676,3373,2.0,128.0
1676,4153,1.0,26.0
1676,4353,1.0,65.0
1678,2640,1.0,66.0
1679,1381,3.0,32.0
1679,1382,5.0,24.0
1679,1976,3.0,21.0
1679,1977,1.0,14.0
1679,1978,1.0,7.0
1680,1382,5.0,24.0
1680,1681,1.0,24.0
1680,2435,2.0,21.0
1680,2622,1.0,53.0
1680,3053,1.0,32.0
1680,3107,1.0,53.0
1680,3614,1.0,57.0
1681,2333,1.0,68.0
1681,3265,1.0,48.0
1683,2307,2.0,14.0
1684,1685,3.0,12.0
1685,2059,9.0,7.0
1690,4370,1.0,38.0
1691,587,1.0,21.0
1692,899,1.0,21.0
1692,4371,1.0,8.0
1693,286,1.0,33.0
1693,899,1.0,42.0
1697,2772,2.0,40.0
1699,552,1.0,7.0
1702,2925,2.0,20.0
1702,4110,1.0,52.0
1705,2816,1.0,131.0
1705,2923,1.0,85.0
1705,3170,1.0,7.0
1705,3948,1.0,46.0
1707,2328,1.0,46.0
1710,1341,1.0,21.0
1710,1375,10.0,24.0
1710,2640,1.0,60.0
1711,227,1.0,71.0
1711,252,1.0,76.0
1711,1257,2.0,11.0
1711,1373,2.0,69.0
1711,1736,1.0,78.0
1711,3439,1.0,36.0
1711,3446,1.0,41.0
1711,3448,1.0,27.0
1711,3451,1.0,22.0
1711,3453,1.0,24.0
1711,3454,1.0,61.0
1711,3614,1.0,57.0
1711,4249,1.0,53.0
1711,4457,1.0,35.0
1711,4468,1.0,43.0
1712,1257,1.0,13.0
1712,1341,1.0,95.0
1712,2371,1.0,21.0
1712,3265,1.0,89.0
1713,254,1.0,94.0
1714,2479,2.0,13.0
1716,1261,1.0,15.0
1716,3875,1.0,1.0
1717,2784,1.0,50.0
1718,1345,1.0,87.0
1718,1430,1.0,29.0
1718,1496,1.0,123.0
1718,1705,1.0,120.0
1718,2070,1.0,62.0
1718,2357,1.0,187.0
1718,3912,1.0,33.0
1718,4416,1.0,66.0
1718,4495,1.0,30.0
1723,4160,1.0,89.0
1724,2223,1.0,119.0
1727,2059,1.0,27.0
1730,3887,1.0,251.0
1733,1792,1.0,7.0
1734,335,3.0,3.0
1734,685,1.0,83.0
1734,869,1.0,55.0
1735,691,1.0,24.0
1735,1370,5.0,24.0
1735,1734,1.0,52.0
1735,1948,2.0,14.0
1735,4287,1.0,79.0
1735,4401,1.0,39.0
1736,218,1.0,46.0
1736,220,1.0,58.0
1736,221,1.0,78.0
1736,1228,1.0,32.0
1736,1523,1.0,90.0
1736,2353,1.0,14.0
1736,2429,1.0,27.0
1737,229,1.0,46.0
1737,1229,1.0,31.0
1737,2468,1.0,21.0
1737,3360,1.0,37.0
1737,3447,1.0,63.0
1737,4450,1.0,48.0
1738,2,1.0,20.0
1740,3637,1.0,39.0
1743,517,1.0,10.0
1743,2513,1.0,37.0
1747,4166,1.0,30.0
1750,538,1.0,64.0
1750,1122,3.0,24.0
1752,952,1.0,9.0
1752,953,1.0,24.0
1752,954,1.0,25.0
1752,985,1.0,56.0
1752,1590,1.0,122.0
1752,1753,1.0,41.0
1752,2508,1.0,70.0
1752,2921,1.0,126.0
1752,3466,1.0,34.0
1753,1752,1.0,12.0
1761,1202,1.0,31.0
1762,2165,1.0,21.0
1763,2107,2.0,23.0
1765,52,1.0,24.0
1775,503,1.0,68.0
1781,1187,1.0,32.0
1786,1439,1.0,112.0
1786,1931,1.0,43.0
1792,414,1.0,79.0
1792,1830,2.0,13.0
1792,1832,1.0,29.0
1795,1796,1.0,20.0
1795,3745,1.0,1.0
1796,1795,1.0,20.0
1796,1871,1.0,27.0
1796,3744,1.0,1.0
1796,4342,1.0,42.0
1799,1805,2.0,96.0
1799,3762,1.0,173.0
1803,274,1.0,144.0
1803,1896,3.0,14.0
1803,2619,1.0,61.0
1803,2685,5.0,15.0
1803,2960,7.0,23.0
1804,1805,2.0,20.0
1804,2267,1.0,7.0
1805,533,1.0,43.0
1805,1354,1.0,28.0
1805,1806,1.0,40.0
1805,2739,1.0,46.0
1805,2741,1.0,61.0
1805,2961,1.0,7.0
1805,3120,1.0,36.0
1805,3175,1.0,78.0
1805,3820,1.0,70.0
1805,4431,1.0,60.0
1806,282,1.0,72.0
1809,626,8.0,13.0
1810,693,1.0,38.0
1810,695,1.0,24.0
1810,1267,1.0,7.0
1810,1950,2.0,14.0
1811,544,1.0,107.0
1811,1736,1.0,35.0
1811,2431,1.0,14.0
1814,52,1.0,77.0
1814,560,1.0,56.0
1815,2398,3.0,8.0
1818,2401,1.0,7.0
1821,538,1.0,24.0
1821,1615,1.0,78.0
1822,899,1.0,141.0
1822,1892,1.0,126.0
1823,654,1.0,28.0
1823,655,7.0,14.0
1823,1919,1.0,22.0
1825,654,2.0,56.0
1825,1526,1.0,36.0
1827,1530,1.0,7.0
1828,3065,3.0,21.0
1829,167,1.0,3.0
1829,282,2.0,40.0
1830,416,1.0,85.0
1830,800,1.0,24.0
1831,3779,1.0,77.0
1832,1792,1.0,29.0
1832,3245,1.0,30.0
1837,312,1.0,31.0
1837,3786,1.0,12.0
1841,1842,1.0,28.0
1841,3668,3.0,15.0
1842,1841,4.0,14.0
1842,2255,1.0,40.0
1842,2748,1.0,42.0
1843,2040,1.0,61.0
1843,2560,1.0,76.0
1843,2672,1.0,41.0
1843,2857,1.0,26.0
1844,3618,1.0,14.0
1845,2140,1.0,7.0
1846,4099,1.0,23.0
1848,1400,1.0,62.0
1850,3826,1.0,67.0
1850,4443,1.0,54.0
1854,1282,1.0,56.0
1854,2693,1.0,35.0
1855,3712,1.0,48.0
1856,1855,1.0,13.0
1857,2279,1.0,28.0
1858,1857,1.0,20.0
1858,2278,1.0,57.0
1860,2628,1.0,39.0
1860,3073,1.0,28.0
1861,1860,2.0,20.0
1861,4347,1.0,71.0
1862,538,1.0,38.0
1862,2795,12.0,7.0
1865,3163,1.0,41.0
1866,3286,2.0,8.0
1868,1796,1.0,58.0
1868,1869,3.0,19.0
1868,3427,1.0,6.0
1869,394,1.0,136.0
1869,1663,1.0,13.0
1869,2497,1.0,106.0
1869,2915,1.0,27.0
1869,3109,1.0,40.0
1871,1795,1.0,7.0
1871,4344,1.0,4.0
1874,3542,1.0,144.0
1881,538,1.0,29.0
1881,687,13.0,27.0
1882,215,1.0,85.0
1882,540,1.0,29.0
1882,579,2.0,31.0
1882,4283,1.0,106.0
1883,215,1.0,135.0
1886,2064,1.0,35.0
1886,3093,2.0,13.0
1887,1888,1.0,18.0
1887,3009,1.0,148.0
1888,79,4.0,34.0
1888,673,5.0,42.0
1888,1462,1.0,47.0
1888,1507,1.0,13.0
1888,1912,7.0,33.0
1888,3293,1.0,125.0
1888,4295,1.0,74.0
1889,179,1.0,79.0
1890,1407,1.0,25.0
1891,1897,1.0,90.0
1892,1529,1.0,131.0
1892,2619,1.0,108.0
1893,1349,2.0,14.0
1893,1892,1.0,28.0
1895,1529,1.0,89.0
1895,1897,1.0,33.0
1896,532,1.0,49.0
1896,1897,1.0,19.0
1896,2865,1.0,61.0
1897,296,1.0,77.0
1897,1530,1.0,73.0
1897,1804,1.0,14.0
1897,2740,1.0,27.0
1897,2911,1.0,83.0
1897,2959,1.0,53.0
1897,3698,1.0,44.0
1897,3820,1.0,77.0
1898,2740,1.0,7.0
1899,299,1.0,27.0
1901,1341,6.0,6.0
1909,2294,1.0,71.0
1912,1591,5.0,6.0
1912,1887,2.0,21.0
1912,1888,1.0,40.0
1914,2756,2.0,6.0
1915,329,1.0,155.0
1917,1526,1.0,29.0
1917,3701,1.0,132.0
1918,654,1.0,21.0
1919,654,1.0,36.0
1920,1529,1.0,29.0
1921,658,4.0,7.0
1921,2619,11.0,21.0
1922,660,2.0,27.0
1922,1530,1.0,15.0
1923,660,1.0,7.0
1926,668,1.0,37.0
1927,1059,1.0,30.0
1927,1412,1.0,12.0
1931,1061,1.0,8.0
1935,273,1.0,1.0
1935,2137,1.0,116.0
1935,3404,1.0,63.0
1935,3413,1.0,149.0
1939,2204,1.0,31.0
1945,540,10.0,15.0
1946,1945,1.0,7.0
1947,1369,1.0,24.0
1948,217,5.0,6.0
1948,1228,1.0,31.0
1949,225,1.0,7.0
1950,225,2.0,14.0
1950,1735,1.0,21.0
1953,1652,1.0,47.0
1955,3988,1.0,1.0
1956,1957,1.0,10.0
1957,1402,1.0,67.0
1957,1407,1.0,23.0
1957,1956,1.0,7.0
1959,3991,1.0,43.0
1962,1927,1.0,36.0
1966,1441,1.0,21.0
1968,1419,1.0,31.0
1969,3992,1.0,8.0
1972,3404,1.0,29.0
1973,1341,1.0,29.0
1973,1375,2.0,31.0
1973,1376,3.0,24.0
1973,1377,1.0,31.0
1973,1379,1.0,52.0
1974,700,1.0,39.0
1974,1286,1.0,60.0
1975,1341,1.0,43.0
1975,1382,1.0,61.0
1975,1974,1.0,6.0
1976,708,1.0,60.0
1976,710,1.0,76.0
1976,1161,1.0,56.0
1976,1375,1.0,60.0
1976,1379,1.0,24.0
1976,1901,1.0,50.0
1976,1973,1.0,28.0
1976,1974,1.0,21.0
1976,1975,1.0,14.0
1976,2517,1.0,81.0
1976,4251,1.0,43.0
1977,2621,1.0,52.0
1978,2621,1.0,59.0
1979,710,1.0,47.0
1979,1679,9.0,7.0
1981,351,1.0,7.0
1982,351,1.0,14.0
1982,716,1.0,61.0
1982,1015,1.0,67.0
1983,351,3.0,21.0
1984,351,1.0,36.0
1984,354,1.0,14.0
1984,705,1.0,111.0
1984,1982,1.0,21.0
1984,2039,1.0,75.0
1984,4402,1.0,75.0
1985,1984,3.0,7.0
1986,719,1.0,31.0
1987,1286,1.0,171.0
1988,358,1.0,16.0
1988,717,1.0,61.0
1988,722,1.0,39.0
1988,1390,1.0,32.0
1988,1981,1.0,58.0
1988,1983,1.0,43.0
1988,2565,1.0,75.0
1989,1991,1.0,72.0
1990,362,1.0,16.0
1990,882,1.0,7.0
1991,362,7.0,24.0
2003,2004,1.0,7.0
2003,2721,1.0,28.0
2004,2009,1.0,51.0
2006,2008,1.0,21.0
2007,1850,1.0,32.0
2008,1049,1.0,20.0
2009,1890,1.0,12.0
2009,4000,1.0,49.0
2009,4532,1.0,10.0
2010,2009,1.0,7.0
2011,993,1.0,66.0
2012,354,1.0,50.0
2012,1386,1.0,39.0
2012,2440,1.0,21.0
2013,3035,1.0,7.0
2021,1550,1.0,42.0
2023,335,1.0,92.0
2023,2064,1.0,55.0
2023,3426,1.0,20.0
2023,3873,1.0,6.0
2025,3069,1.0,35.0
2027,4191,1.0,19.0
2028,3069,1.0,10.0
2029,2028,1.0,5.0
2031,106,1.0,49.0
2035,2631,1.0,130.0
2036,208,1.0,20.0
2037,4256,1.0,32.0
2038,719,1.0,42.0
2038,1005,1.0,14.0
2038,2011,1.0,7.0
2039,1569,1.0,28.0
2039,2611,1.0,35.0
2040,3670,2.0,1.0
2041,1032,1.0,86.0
2041,2040,1.0,13.0
2041,2781,1.0,35.0
2045,2041,1.0,65.0
2052,3863,1.0,15.0
2054,1576,1.0,9.0
2054,2749,1.0,26.0
2056,1038,1.0,7.0
2056,2256,1.0,54.0
2059,223,6.0,10.0
2059,564,1.0,74.0
2059,1684,1.0,20.0
2059,1727,1.0,27.0
2059,2635,1.0,52.0
2059,2649,1.0,80.0
2059,2996,1.0,87.0
2059,4127,1.0,61.0
2059,4396,1.0,19.0
2063,1616,9.0,7.0
2063,1861,1.0,58.0
2063,4276,1.0,82.0
2064,866,1.0,41.0
2064,1212,1.0,64.0
2064,1619,2.0,49.0
2064,3426,1.0,75.0
2065,1617,1.0,28.0
2065,1886,3.0,14.0
2066,2630,1.0,19.0
2070,984,2.0,6.0
2071,200,1.0,33.0
2071,1752,1.0,81.0
2071,4379,1.0,12.0
2074,2996,1.0,110.0
2075,668,1.0,11.0
2079,2151,1.0,2.0
2079,2354,1.0,168.0
2080,1888,1.0,74.0
2080,4199,1.0,7.0
2081,1456,1.0,25.0
2081,2080,1.0,28.0
2083,2084,2.0,24.0
2084,3315,2.0,71.0
2086,1364,1.0,32.0
2087,1866,1.0,11.0
2088,2611,1.0,21.0
2089,1260,1.0,103.0
2089,2440,1.0,56.0
2089,3937,1.0,14.0
2089,3978,1.0,86.0
2090,3097,3.0,14.0
2091,100,1.0,4.0
2091,762,1.0,45.0
2091,3265,1.0,70.0
2106,825,2.0,42.0
2106,3974,1.0,22.0
2107,3640,3.0,0.0
2110,63,1.0,35.0
2110,3803,1.0,31.0
2111,416,1.0,30.0
2117,473,1.0,31.0
2118,2120,1.0,18.0
2120,3510,1.0,48.0
2124,2129,2.0,58.0
2129,2932,2.0,11.0
2129,4564,2.0,7.0
2133,3497,1.0,46.0
2137,2117,1.0,21.0
2139,925,1.0,33.0
2140,52,1.0,134.0
2141,2986,1.0,21.0
2147,1592,1.0,20.0
2151,1508,1.0,47.0
2153,2154,2.0,7.0
2154,800,1.0,47.0
2154,1733,1.0,63.0
2156,413,1.0,3.0
2156,803,1.0,38.0
2157,3786,1.0,41.0
2157,3793,1.0,12.0
2159,414,1.0,33.0
2159,2312,1.0,31.0
2160,1837,1.0,7.0
2161,2162,3.0,14.0
2161,4480,1.0,0.0
2162,274,2.0,50.0
2162,654,1.0,167.0
2162,812,1.0,24.0
2162,2110,1.0,35.0
2162,2302,1.0,25.0
2162,2616,1.0,152.0
2162,3803,1.0,20.0
2163,2164,1.0,7.0
2164,1203,1.0,49.0
2164,3780,1.0,19.0
2165,41,1.0,27.0
2165,425,1.0,49.0
2165,818,1.0,46.0
2165,821,1.0,32.0
2167,2106,1.0,59.0
2167,3805,2.0,18.0
2168,2169,2.0,7.0
2169,434,2.0,13.0
2169,2318,1.0,32.0
2171,3790,1.0,11.0
2173,2124,1.0,46.0
2173,3778,1.0,11.0
2176,2,1.0,39.0
2179,4399,1.0,37.0
2184,2010,1.0,34.0
2184,4552,1.0,57.0
2193,1224,3.0,7.0
2198,270,1.0,31.0
2203,2204,1.0,7.0
2204,1889,1.0,60.0
2204,1939,1.0,31.0
2204,2203,1.0,7.0
2208,2204,1.0,38.0
2211,1295,1.0,7.0
2211,2212,1.0,14.0
2212,2211,1.0,14.0
2220,3088,1.0,26.0
2223,2843,1.0,36.0
2224,921,1.0,28.0
2224,3949,1.0,32.0
2225,2224,2.0,4.0
2225,3949,5.0,12.0
2231,1199,1.0,6.0
2232,790,1.0,27.0
2234,2653,1.0,19.0
2236,2023,4.0,7.0
2236,3378,1.0,125.0
2237,630,4.0,26.0
2237,4197,2.0,19.0
2239,2774,1.0,56.0
2239,4287,1.0,82.0
2240,1586,1.0,26.0
2240,2237,1.0,35.0
2242,1587,1.0,21.0
2243,2240,1.0,20.0
2245,66,4.0,13.0
2245,4174,1.0,39.0
2246,66,1.0,20.0
2248,998,1.0,7.0
2248,1292,1.0,49.0
2248,2376,3.0,41.0
2248,2522,1.0,33.0
2248,2552,1.0,125.0
2248,2556,1.0,90.0
2248,2667,1.0,48.0
2248,2668,2.0,33.0
2248,2967,1.0,40.0
2248,3112,1.0,19.0
2248,3876,1.0,41.0
2248,4176,1.0,99.0
2251,2376,3.0,19.0
2254,1842,1.0,26.0
2254,2045,1.0,39.0
2254,3617,1.0,33.0
2255,2041,1.0,40.0
2255,2254,1.0,14.0
2256,2674,1.0,47.0
2256,2749,1.0,28.0
2258,2747,1.0,53.0
2259,3117,1.0,20.0
2260,641,1.0,23.0
2260,900,1.0,34.0
2261,3100,1.0,20.0
2262,899,2.0,14.0
2262,2261,1.0,7.0
2263,907,1.0,7.0
2264,586,1.0,40.0
2264,589,1.0,27.0
2265,1530,1.0,29.0
2266,1530,1.0,36.0
2266,1805,1.0,57.0
2267,659,1.0,29.0
2267,1610,1.0,7.0
2267,1922,1.0,36.0
2267,2266,1.0,15.0
2267,2865,1.0,19.0
2268,1804,2.0,7.0
2269,1897,1.0,7.0
2270,1805,1.0,56.0
2271,532,2.0,7.0
2273,2871,1.0,77.0
2274,1545,1.0,49.0
2275,282,1.0,118.0
2276,2689,1.0,48.0
2276,2870,3.0,19.0
2276,2953,1.0,34.0
2276,3715,1.0,55.0
2277,2275,1.0,14.0
2278,309,1.0,74.0
2278,532,1.0,72.0
2278,1209,2.0,7.0
2278,1858,1.0,57.0
2278,2409,1.0,35.0
2278,3602,1.0,51.0
2279,1210,1.0,50.0
2279,4155,1.0,90.0
2280,2279,1.0,14.0
2283,1560,1.0,15.0
2283,2698,1.0,69.0
2283,2875,1.0,19.0
2288,2878,2.0,19.0
2294,1197,1.0,33.0
2294,1307,1.0,84.0
2294,4161,3.0,7.0
2298,3022,1.0,21.0
2301,2787,1.0,104.0
2302,7,1.0,7.0
2303,2653,1.0,60.0
2304,397,1.0,25.0
