passenger,line,mod_cost
871,95,104.0
872,41,88.0
873,75,79.0
874,99,124.0
875,37,24.0
876,no_MT,138.0
877,29,116.0
878,63,97.0
879,9,113.0
880,6,128.0
881,no_MT,43.0
882,70,148.0
883,14,71.0
884,35,136.0
885,no_MT,39.0
886,88,148.0
887,31,98.0
888,70,176.0
889,82,231.0
890,76,66.0
891,94,111.0
892,60,36.0
893,42,66.0
894,85,82.0
895,6,222.0
896,19,87.0
897,70,140.0
898,99,52.0
899,41,124.0
900,87,81.0
901,0,31.0
902,26,224.0
903,29,119.0
904,97,69.0
905,63,156.0
906,5,55.0
907,89,84.0
908,75,111.0
909,75,49.0
910,6,156.0
911,18,7.0
912,35,275.0
913,53,151.0
914,40,55.0
915,53,49.0
916,94,81.0
917,76,160.0
918,6,85.0
919,67,80.0
920,97,58.0
921,76,29.0
922,9,179.0
923,35,244.0
924,36,62.0
925,87,91.0
926,14,98.0
927,82,74.0
928,82,30.0
929,52,114.0
930,9,96.0
931,22,54.0
932,77,42.0
933,75,82.0
934,32,125.0
935,75,108.0
936,83,78.0
937,66,26.0
938,no_MT,146.0
939,no_MT,56.0
940,69,111.0
941,83,161.0
942,64,91.0
943,89,70.0
944,29,108.0
945,97,127.0
946,84,90.0
947,94,78.0
948,87,41.0
949,87,42.0
950,82,86.0
951,32,59.0
952,33,29.0
953,no_MT,75.0
954,18,210.0
955,40,63.0
956,no_MT,103.0
957,75,149.0
958,26,76.0
959,79,93.0
960,15,153.0
961,62,142.0
962,33,219.0
963,68,40.0
964,87,133.0
965,no_MT,127.0
966,78,58.0
967,79,86.0
968,82,46.0
969,30,91.0
970,72,91.0
971,18,84.0
972,32,138.0
973,79,69.0
974,85,74.0
975,75,50.0
976,69,46.0
977,98,139.0
978,no_MT,115.0
979,75,115.0
980,95,69.0
981,9,93.0
982,82,97.0
983,64,160.0
984,98,52.0
985,26,151.0
986,14,95.0
987,26,115.0
988,no_MT,52.0
989,63,95.0
990,38,301.0
991,29,181.0
992,82,62.0
993,64,17.0
994,40,103.0
995,28,115.0
996,18,79.0
997,70,94.0
998,99,55.0
999,95,180.0
1000,32,182.0
1001,88,108.0
1002,80,52.0
1003,18,114.0
1004,52,83.0
1005,9,77.0
1006,21,62.0
1007,32,99.0
1008,77,58.0
1009,74,129.0
1010,32,175.0
1011,no_MT,80.0
1012,79,100.0
1013,71,102.0
1014,87,96.0
1015,63,235.0
1016,64,68.0
1017,80,51.0
1018,46,147.0
1019,70,154.0
1020,94,132.0
1021,27,85.0
1022,76,124.0
1023,13,70.0
1024,99,76.0
1025,75,113.0
1026,35,169.0
1027,98,192.0
1028,0,94.0
1029,21,118.0
1030,29,81.0
1031,98,117.0
1032,9,65.0
1033,6,74.0
1034,15,54.0
1035,77,34.0
1036,62,132.0
1037,41,77.0
1038,87,167.0
1039,64,91.0
1040,26,57.0
1041,6,184.0
1042,63,59.0
1043,28,81.0
1044,6,177.0
1045,16,144.0
1046,35,81.0
1047,87,101.0
1048,33,98.0
1049,15,89.0
1050,62,132.0
1051,no_MT,112.0
1052,21,166.0
1053,32,40.0
1054,82,92.0
1055,55,179.0
1056,41,168.0
1057,75,100.0
1058,no_MT,106.0
1059,18,99.0
1060,26,83.0
1061,84,61.0
1062,22,44.0
1063,no_MT,29.0
1064,48,79.0
1065,75,136.0
1066,70,74.0
1067,17,79.0
1068,6,103.0
1069,86,145.0
1070,9,148.0
1071,80,129.0
1072,18,166.0
1073,0,142.0
1074,58,151.0
1075,89,54.0
1076,85,72.0
1077,26,145.0
1078,90,80.0
1079,96,40.0
1080,85,51.0
1081,11,129.0
1082,94,138.0
1083,76,93.0
1084,88,107.0
1085,6,143.0
1086,94,79.0
1087,95,92.0
1088,33,109.0
1089,84,44.0
1090,19,45.0
1091,90,8.0
1092,no_MT,139.0
1093,62,65.0
1094,40,38.0
1095,8,207.0
1096,42,64.0
1097,25,57.0
1098,24,55.0
1099,6,312.0
1100,28,60.0
1101,47,97.0
1102,37,76.0
1103,85,62.0
1104,6,117.0
1105,99,152.0
1106,6,81.0
1107,49,62.0
1108,82,165.0
1109,no_MT,98.0
1110,40,129.0
1111,94,144.0
1112,10,77.0
1113,83,98.0
1114,79,27.0
1115,28,58.0
1116,26,83.0
1117,no_MT,69.0
1118,64,93.0
1119,33,141.0
1120,36,113.0
1121,84,69.0
1122,no_MT,38.0
1123,79,97.0
1124,82,90.0
1125,26,141.0
1126,66,171.0
1127,63,103.0
1128,89,83.0
1129,53,134.0
1130,17,68.0
1131,95,177.0
1132,42,34.0
1133,92,141.0
1134,no_MT,36.0
1135,82,67.0
1136,55,104.0
1137,6,150.0
1138,91,124.0
1139,no_MT,46.0
1140,29,72.0
1141,0,75.0
1142,1,146.0
1143,no_MT,71.0
1144,5,84.0
1145,14,123.0
1146,56,33.0
1147,29,237.0
1148,82,93.0
1149,93,92.0
1150,59,93.0
1151,27,100.0
1152,32,81.0
1153,86,80.0
1154,19,208.0
1155,79,36.0
1156,75,187.0
1157,56,208.0
1158,0,95.0
1159,9,76.0
1160,14,73.0
1161,90,120.0
1162,49,83.0
1163,2,206.0
1164,69,135.0
1165,94,104.0
1166,35,129.0
1167,9,123.0
1168,no_MT,41.0
1169,33,29.0
1170,94,214.0
1171,33,211.0
1172,18,147.0
1173,70,48.0
1174,97,80.0
1175,53,105.0
1176,69,83.0
1177,72,51.0
1178,77,84.0
1179,79,165.0
1180,89,62.0
1181,82,61.0
1182,99,122.0
1183,50,77.0
1184,89,216.0
1185,56,108.0
1186,26,145.0
1187,94,52.0
1188,22,37.0
1189,25,49.0
1190,32,87.0
1191,29,61.0
1192,64,85.0
1193,9,175.0
1194,95,101.0
1195,76,124.0
1196,75,42.0
1197,26,90.0
1198,95,153.0
1199,83,219.0
1200,99,166.0
1201,0,151.0
1202,32,120.0
1203,75,131.0
1204,56,139.0
1205,83,94.0
1206,33,136.0
1207,35,195.0
1208,62,125.0
1209,33,109.0
1210,68,42.0
1211,57,148.0
1212,5,58.0
1213,14,86.0
1214,38,386.0
1215,56,55.0
1216,82,107.0
1217,28,152.0
1218,9,139.0
1219,42,39.0
1220,57,139.0
1221,44,139.0
1222,32,203.0
1223,56,44.0
1224,75,100.0
1225,27,172.0
1226,2,195.0
1227,no_MT,64.0
1228,13,59.0
1229,32,71.0
1230,99,121.0
1231,52,134.0
1232,35,110.0
1233,55,139.0
1234,81,78.0
1235,62,72.0
1236,26,87.0
1237,92,102.0
1238,70,156.0
1239,21,116.0
1240,42,76.0
1241,94,111.0
1242,35,214.0
1243,50,116.0
1244,56,44.0
1245,81,73.0
1246,52,59.0
1247,72,37.0
1248,40,98.0
1249,32,60.0
1250,98,46.0
1251,83,144.0
1252,9,202.0
1253,36,15.0
1254,28,55.0
1255,2,104.0
1256,no_MT,56.0
1257,85,78.0
1258,87,94.0
1259,61,0.0
1260,52,61.0
1261,89,142.0
1262,no_MT,69.0
1263,77,136.0
1264,75,190.0
1265,59,75.0
1266,64,24.0
1267,42,161.0
1268,5,98.0
1269,82,99.0
1270,32,163.0
1271,9,196.0
1272,33,95.0
1273,57,64.0
1274,30,141.0
1275,no_MT,0.0
1276,49,139.0
1277,28,45.0
1278,no_MT,24.0
1279,81,8.0
1280,6,101.0
1281,13,160.0
1282,81,171.0
1283,no_MT,56.0
1284,no_MT,90.0
1285,26,113.0
1286,28,88.0
1287,95,168.0
1288,87,117.0
1289,63,136.0
1290,18,76.0
1291,53,93.0
1292,no_MT,24.0
1293,9,133.0
1294,89,124.0
1295,14,97.0
1296,62,136.0
1297,26,41.0
1298,98,233.0
1299,74,126.0
