from,to,flow,cost
1617,1881,1.0,98.0
1645,2225,1.0,71.0
1683,3793,1.0,43.0
1710,1809,1.0,86.0
1710,4251,1.0,7.0
1711,1974,1.0,64.0
1716,2431,1.0,52.0
1734,576,1.0,34.0
1734,869,1.0,55.0
1734,4240,1.0,154.0
1750,1125,1.0,35.0
1763,1792,1.0,171.0
1792,2154,1.0,56.0
1795,4467,1.0,104.0
1804,587,1.0,108.0
1809,248,1.0,34.0
1810,250,1.0,31.0
1815,3736,1.0,20.0
1822,4377,1.0,102.0
1842,660,1.0,226.0
1842,2460,1.0,171.0
1843,1842,1.0,19.0
1843,2251,2.0,28.0
1881,1882,1.0,52.0
1882,2035,1.0,289.0
1895,1683,1.0,235.0
1896,2787,1.0,149.0
1901,1341,3.0,6.0
1915,1734,1.0,180.0
1974,1983,1.0,150.0
1983,350,1.0,48.0
1983,714,1.0,24.0
1988,528,1.0,305.0
2008,1167,1.0,187.0
2011,1286,1.0,109.0
2035,2629,1.0,93.0
2054,2565,1.0,109.0
2083,1394,1.0,31.0
2084,3795,1.0,69.0
2091,769,1.0,45.0
2154,4423,1.0,24.0
2168,3797,1.0,59.0
2225,1645,1.0,30.0
2232,3093,1.0,85.0
2248,2834,1.0,55.0
2248,4341,1.0,57.0
2251,2248,2.0,21.0
2261,3931,1.0,38.0
2263,2261,1.0,28.0
2274,2168,1.0,290.0
2279,2274,1.0,44.0
2333,1161,1.0,71.0
2363,2698,1.0,80.0
2428,4401,1.0,58.0
2429,4251,1.0,176.0
2431,3265,1.0,167.0
2441,3097,1.0,68.0
2443,2441,1.0,21.0
2459,2686,1.0,118.0
2459,4451,1.0,246.0
2460,2459,1.0,13.0
2461,1531,2.0,48.0
2466,1134,1.0,27.0
2466,1815,1.0,262.0
2473,2474,1.0,14.0
2474,2668,1.0,71.0
2476,1212,1.0,211.0
2477,3185,1.0,129.0
2546,4507,1.0,53.0
2554,2962,1.0,21.0
2561,2937,1.0,36.0
2562,2011,1.0,28.0
2565,1983,1.0,117.0
2565,2263,1.0,176.0
2566,4431,1.0,301.0
2587,3665,1.0,20.0
2611,2443,1.0,145.0
2629,4287,1.0,188.0
2646,1414,1.0,187.0
2668,995,1.0,8.0
2668,2473,1.0,58.0
2668,3052,1.0,49.0
2668,3531,2.0,70.0
2681,3099,1.0,24.0
2681,4370,1.0,30.0
2683,1896,1.0,58.0
2686,1895,1.0,7.0
2698,2683,1.0,259.0
2725,2646,1.0,70.0
2780,897,1.0,130.0
2780,1542,1.0,332.0
2781,1842,1.0,7.0
2781,2780,2.0,45.0
2787,2279,1.0,20.0
2787,2466,2.0,14.0
2790,652,1.0,182.0
2815,1592,1.0,27.0
2834,2054,1.0,179.0
2836,180,1.0,30.0
2837,2836,1.0,14.0
2908,1378,1.0,90.0
2922,2923,1.0,21.0
2923,3818,1.0,107.0
2937,2781,1.0,78.0
2946,4466,1.0,68.0
2962,1286,1.0,7.0
2962,2554,1.0,21.0
2996,670,1.0,108.0
2996,3024,1.0,76.0
2996,4201,1.0,64.0
2996,4226,1.0,44.0
2998,1750,1.0,124.0
2998,2946,1.0,5.0
3024,2996,1.0,78.0
3052,2668,1.0,49.0
3093,4287,1.0,102.0
3097,362,1.0,57.0
3099,2459,1.0,43.0
3118,281,1.0,19.0
3129,2428,1.0,189.0
3151,802,1.0,32.0
3158,1716,1.0,211.0
3170,3950,1.0,35.0
3185,2565,1.0,133.0
3209,1088,1.0,33.0
3249,769,1.0,43.0
3260,545,1.0,229.0
3265,1711,1.0,118.0
3265,2908,1.0,121.0
3265,3260,1.0,42.0
3312,3249,1.0,30.0
3378,3431,1.0,109.0
3431,1795,1.0,105.0
3431,3378,1.0,146.0
3524,2561,1.0,115.0
3524,2962,1.0,56.0
3524,4168,1.0,22.0
3531,3524,1.0,42.0
3531,4144,1.0,0.0
3543,179,1.0,136.0
3614,1161,1.0,37.0
3618,3118,1.0,93.0
3665,4076,1.0,215.0
3668,2781,1.0,36.0
3670,3668,1.0,14.0
3691,3703,1.0,78.0
3703,2787,1.0,164.0
3707,1822,1.0,136.0
3736,71,1.0,378.0
3783,820,1.0,20.0
3787,409,1.0,2.0
3793,4423,1.0,68.0
3795,34,1.0,18.0
3797,4423,1.0,215.0
3804,1763,1.0,51.0
3818,1344,1.0,145.0
3931,2477,1.0,211.0
3950,2998,1.0,154.0
3992,4006,1.0,14.0
4004,41,1.0,440.0
4006,4193,1.0,304.0
4028,1407,1.0,205.0
4076,2587,1.0,174.0
4144,2668,1.0,57.0
4168,3524,1.0,9.0
4174,3431,1.0,72.0
4193,1325,1.0,23.0
4201,1485,1.0,216.0
4226,2922,1.0,89.0
4240,3129,1.0,71.0
4251,1901,2.0,6.0
4251,2232,1.0,256.0
4279,1584,1.0,29.0
4283,1617,1.0,77.0
4287,2546,1.0,13.0
4287,3170,1.0,211.0
4287,4279,1.0,30.0
4287,4283,1.0,41.0
4341,2476,1.0,5.0
4370,1843,1.0,137.0
4375,405,1.0,15.0
4377,881,2.0,23.0
4401,1734,1.0,91.0
4403,1843,2.0,20.0
4423,584,1.0,157.0
4423,897,1.0,155.0
4423,2681,1.0,184.0
4423,3691,1.0,215.0
4431,298,1.0,41.0
4451,534,1.0,69.0
4466,2996,1.0,80.0
4467,1901,1.0,183.0
4507,3524,1.0,119.0
4509,938,1.0,126.0
