from,to,flow,cost
1125,45,1.0,287.0
1125,394,6.0,7.0
1125,591,1.0,115.0
1125,801,1.0,510.0
1125,1267,1.0,234.0
1125,2747,1.0,403.0
1125,2817,5.0,6.0
1125,3452,1.0,316.0
1125,4279,1.0,195.0
1126,963,1.0,137.0
1126,1125,9.0,6.0
1126,1242,1.0,138.0
1126,1662,1.0,117.0
1126,2492,1.0,109.0
1126,2818,1.0,17.0
1126,2924,1.0,143.0
1126,4344,1.0,215.0
1127,337,1.0,203.0
1127,343,1.0,244.0
1127,412,1.0,527.0
1127,614,1.0,240.0
1127,1126,6.0,6.0
1127,1227,1.0,186.0
1127,1642,1.0,170.0
1127,1658,1.0,769.0
1127,1987,1.0,396.0
1127,4135,3.0,12.0
1127,4273,1.0,234.0
1127,4387,1.0,532.0
1128,4194,1.0,11.0
1129,1649,3.0,5.0
1129,3559,1.0,2.0
1130,536,1.0,10.0
1130,1148,1.0,750.0
1130,2027,1.0,6.0
1130,2924,1.0,163.0
1133,554,1.0,722.0
1133,3171,1.0,332.0
1133,3639,1.0,281.0
1134,1815,1.0,282.0
1135,1136,101.0,4.0
1136,99,185.0,25.0
1136,344,1.0,335.0
1136,702,1.0,337.0
1136,1540,1.0,266.0
1136,2266,1.0,152.0
1136,3177,1.0,393.0
1137,4142,84.0,0.0
1138,1139,1.0,692.0
1138,2363,1.0,187.0
1138,3098,1.0,378.0
1138,3123,1.0,28.0
1138,3124,1.0,41.0
1139,3556,2.0,6.0
1139,4511,1.0,29.0
1139,4524,1.0,30.0
1140,1139,2.0,20.0
1141,733,1.0,183.0
1142,1141,1.0,7.0
1142,4340,1.0,999999999999.0
1144,897,1.0,549.0
1144,4516,1.0,11.0
1145,1144,1.0,11.0
1145,1452,1.0,246.0
1146,1144,1.0,25.0
1146,1704,1.0,137.0
1146,3552,1.0,6.0
1147,1145,1.0,18.0
1147,3553,2.0,10.0
1148,274,5.0,7.0
1148,2088,1.0,272.0
1148,2339,1.0,298.0
1148,2739,1.0,181.0
1149,1114,1.0,219.0
1150,37,1.0,194.0
1150,3835,1.0,310.0
1150,4482,1.0,7.0
1151,410,1.0,137.0
1151,2020,1.0,522.0
1151,2907,1.0,461.0
1151,3872,1.0,543.0
1152,104,1.0,999999999999.0
1152,870,1.0,199.0
1152,1286,1.0,374.0
1152,1913,1.0,66.0
1152,2418,1.0,219.0
1152,3291,1.0,131.0
1152,4170,4.0,14.0
1152,4392,1.0,199.0
1153,75,1.0,211.0
1153,692,1.0,269.0
1153,1152,2.0,13.0
1153,1230,1.0,261.0
1153,2922,1.0,6.0
1153,3780,1.0,617.0
1154,957,10.0,21.0
1154,1006,1.0,449.0
1154,2475,1.0,320.0
1154,3326,1.0,237.0
1155,400,1.0,130.0
1155,573,1.0,108.0
1155,1154,3.0,14.0
1155,1592,1.0,13.0
1155,1678,1.0,372.0
1155,1679,1.0,369.0
1155,2835,1.0,365.0
1155,3455,1.0,269.0
1155,4274,1.0,186.0
1156,666,1.0,121.0
1156,1274,1.0,110.0
1156,3864,1.0,12.0
1156,3966,5.0,1.0
1157,1378,1.0,291.0
1157,1901,1.0,270.0
1157,2652,1.0,278.0
1157,3129,6.0,6.0
1157,3454,1.0,343.0
1158,5,1.0,560.0
1158,1238,1.0,185.0
1158,1370,1.0,184.0
1158,1871,1.0,226.0
1158,1872,1.0,148.0
1158,1979,1.0,104.0
1158,2370,2.0,7.0
1158,2435,1.0,124.0
1158,2491,1.0,360.0
1158,2803,1.0,376.0
1158,3121,1.0,382.0
1158,3667,1.0,86.0
1158,3764,1.0,557.0
1158,4251,1.0,88.0
1159,217,1.0,128.0
1159,352,1.0,119.0
1159,582,1.0,235.0
1159,708,1.0,53.0
1159,882,1.0,193.0
1159,998,1.0,149.0
1159,1349,1.0,406.0
1159,1387,1.0,125.0
1159,1536,1.0,273.0
1159,1916,1.0,267.0
1159,2054,1.0,280.0
1159,2106,1.0,448.0
1159,3033,1.0,135.0
1159,3045,1.0,242.0
1159,3053,1.0,125.0
1159,3383,1.0,291.0
1159,3427,1.0,211.0
1159,3574,1.0,343.0
1160,356,1.0,124.0
1160,897,1.0,307.0
1160,1287,1.0,124.0
1160,1771,1.0,222.0
1160,1975,1.0,31.0
1160,2548,1.0,169.0
1160,3100,1.0,365.0
1160,4250,1.0,99.0
1161,321,1.0,770.0
1161,667,1.0,406.0
1161,1125,1.0,336.0
1161,2089,1.0,171.0
1161,2316,1.0,451.0
1161,2937,1.0,182.0
1161,3170,1.0,422.0
1161,3879,1.0,867.0
1161,4259,2.0,7.0
1162,686,1.0,253.0
1162,1681,1.0,28.0
1162,3308,1.0,73.0
1162,4288,1.0,232.0
1162,4289,1.0,213.0
1163,397,1.0,381.0
1163,1164,3.0,7.0
1164,1862,1.0,357.0
1164,3356,3.0,3.0
1164,4568,1.0,677.0
1165,378,1.0,179.0
1165,971,1.0,303.0
1165,1727,2.0,2.0
1166,453,1.0,201.0
1166,3996,5.0,1.0
1167,907,1.0,429.0
1167,2032,1.0,9.0
1168,1957,1.0,107.0
1168,1966,2.0,9.0
1169,3795,1.0,604.0
1169,4178,1.0,200.0
1170,1845,1.0,225.0
1170,1930,1.0,7.0
1171,103,1.0,999999999999.0
1172,3023,1.0,7.0
1173,762,1.0,492.0
1174,679,1.0,11.0
1174,694,1.0,161.0
1175,777,10.0,3.0
1175,2917,4.0,6.0
1176,87,1.0,482.0
1176,152,2.0,5.0
1176,926,1.0,5.0
1176,1351,1.0,768.0
1176,2024,1.0,85.0
1176,3310,1.0,544.0
1176,3572,1.0,400.0
1176,3633,1.0,911.0
1176,3739,1.0,652.0
1177,424,1.0,137.0
1177,832,1.0,262.0
1177,1348,67.0,16.0
1177,1686,1.0,805.0
1177,1739,1.0,230.0
1177,1980,1.0,363.0
1177,2272,1.0,122.0
1177,3788,1.0,281.0
1177,3932,1.0,275.0
1177,4159,1.0,289.0
1177,4203,1.0,768.0
1178,0,2.0,519.0
1178,8,1.0,353.0
1178,94,1.0,169.0
1178,691,1.0,194.0
1178,693,1.0,186.0
1178,702,1.0,115.0
1178,759,1.0,172.0
1178,1017,1.0,111.0
1178,1810,1.0,182.0
1178,2035,1.0,434.0
1178,2042,1.0,92.0
1178,2056,1.0,185.0
1178,2155,1.0,277.0
1178,2246,1.0,126.0
1178,2277,1.0,307.0
1178,2427,1.0,330.0
1178,3436,1.0,189.0
1178,4352,1.0,207.0
1179,8,1.0,351.0
1179,249,1.0,167.0
1179,345,1.0,133.0
1179,349,1.0,113.0
1179,354,1.0,95.0
1179,359,1.0,150.0
1179,398,1.0,280.0
1179,426,1.0,410.0
1179,578,1.0,280.0
1179,718,1.0,85.0
1179,814,1.0,385.0
1179,1175,1.0,348.0
1179,1206,1.0,333.0
1179,1267,1.0,216.0
1179,1381,1.0,142.0
1179,1394,1.0,178.0
1179,1545,1.0,328.0
1179,1631,1.0,449.0
1179,1792,1.0,313.0
1179,2156,1.0,285.0
1179,2305,1.0,227.0
1179,2437,1.0,165.0
1179,2466,1.0,279.0
1179,2475,1.0,137.0
1179,2476,1.0,154.0
1179,2478,1.0,180.0
1179,2560,1.0,7.0
1179,2659,1.0,194.0
1179,2806,1.0,242.0
1179,3112,2.0,110.0
1179,3166,1.0,285.0
1179,3395,1.0,402.0
1179,3533,1.0,92.0
1179,3629,1.0,312.0
1179,4218,1.0,334.0
1179,4397,1.0,360.0
1180,0,2.0,497.0
1180,33,1.0,206.0
1180,283,1.0,192.0
1180,460,1.0,659.0
1180,709,1.0,71.0
1180,715,1.0,71.0
1180,772,1.0,386.0
1180,812,1.0,378.0
1180,1352,1.0,309.0
1180,1394,1.0,186.0
1180,1452,1.0,483.0
1180,1710,1.0,160.0
1180,1725,1.0,390.0
1180,1792,1.0,321.0
1180,1803,1.0,280.0
1180,1825,1.0,234.0
1180,2155,1.0,283.0
1180,2495,1.0,321.0
1180,2775,1.0,235.0
1180,3571,1.0,257.0
1180,3615,1.0,230.0
1180,3779,1.0,327.0
1180,3944,1.0,364.0
1180,4568,1.0,243.0
1181,541,1.0,349.0
1181,865,1.0,253.0
1181,1373,1.0,262.0
1181,1384,1.0,135.0
1181,2274,1.0,286.0
1181,2867,1.0,296.0
1181,4504,1.0,179.0
1182,1042,1.0,507.0
1182,1290,1.0,118.0
1182,1593,1.0,411.0
1182,2065,1.0,268.0
1182,2083,1.0,261.0
1182,4162,1.0,408.0
1183,1793,1.0,401.0
1183,1982,1.0,149.0
1183,1988,1.0,214.0
1183,2567,1.0,169.0
1183,4066,1.0,434.0
1183,4368,1.0,176.0
1183,4447,1.0,221.0
1184,251,1.0,282.0
1184,347,1.0,201.0
1184,700,1.0,222.0
1184,918,1.0,453.0
1184,1394,1.0,257.0
1184,1714,1.0,222.0
1184,1915,1.0,418.0
1184,2320,1.0,380.0
1184,3073,1.0,337.0
1184,3113,6.0,6.0
1184,3621,8.0,6.0
1186,1187,1.0,18.0
1187,231,1.0,508.0
1187,2595,1.0,217.0
1187,3836,1.0,88.0
1189,1429,1.0,201.0
1189,2542,1.0,265.0
1189,4188,1.0,167.0
1190,557,1.0,7.0
1191,557,1.0,31.0
1192,4532,1.0,119.0
1193,1957,1.0,74.0
1193,2008,1.0,130.0
1194,2294,1.0,40.0
1196,2294,3.0,7.0
1197,3397,11.0,7.0
1198,2303,4.0,3.0
1198,2390,1.0,244.0
1199,1698,1.0,131.0
1199,2742,1.0,594.0
1199,2915,1.0,111.0
1199,3066,1.0,188.0
1200,63,1.0,599.0
1200,2075,1.0,241.0
1200,2553,1.0,291.0
1200,2790,3.0,8.0
1201,2315,51.0,7.0
1201,2893,1.0,291.0
1202,1348,1.0,154.0
1202,2124,1.0,146.0
1202,4057,1.0,416.0
1203,2108,12.0,7.0
1203,2938,1.0,292.0
1203,4165,1.0,517.0
1205,1206,1.0,45.0
1205,3524,1.0,417.0
1205,3715,1.0,50.0
1205,3763,1.0,330.0
1206,1354,1.0,151.0
1206,1828,1.0,222.0
1206,2262,1.0,254.0
1206,2678,1.0,276.0
1206,2684,1.0,135.0
1206,3944,1.0,573.0
1206,4133,1.0,336.0
1207,1206,1.0,13.0
1207,2407,2.0,7.0
1207,3098,1.0,249.0
1207,4570,1.0,330.0
1208,717,1.0,356.0
1208,1166,1.0,221.0
1208,2530,1.0,713.0
1208,3638,1.0,242.0
1208,3670,1.0,300.0
1209,1135,1.0,64.0
1209,2275,2.0,21.0
1209,2277,1.0,7.0
1209,2868,1.0,76.0
1210,2865,1.0,156.0
1210,3674,1.0,253.0
1210,4307,8.0,7.0
1211,575,1.0,127.0
1211,1154,1.0,131.0
1211,3155,1.0,76.0
1211,3572,1.0,187.0
1212,700,1.0,264.0
1212,1198,3.0,11.0
1212,1211,2.0,4.0
1212,2328,1.0,88.0
1213,710,1.0,351.0
1213,881,1.0,427.0
1213,1212,1.0,14.0
1213,1586,1.0,174.0
1213,3958,1.0,94.0
1213,4273,1.0,236.0
1214,1511,1.0,214.0
1214,2431,1.0,353.0
1214,2621,1.0,344.0
1214,2789,22.0,13.0
1215,690,1.0,237.0
1215,874,1.0,276.0
1215,920,1.0,229.0
1215,1214,10.0,23.0
1215,3010,1.0,43.0
1215,3131,1.0,155.0
1216,254,1.0,405.0
1216,962,1.0,194.0
1216,1215,2.0,25.0
1216,1753,1.0,183.0
1216,2902,1.0,136.0
1217,3081,12.0,8.0
1218,1152,1.0,279.0
1219,3993,3.0,8.0
1219,4013,1.0,1.0
1220,1011,1.0,49.0
1221,1062,2.0,16.0
1221,1787,1.0,32.0
1223,3023,1.0,58.0
1224,847,1.0,268.0
1224,2194,3.0,7.0
1224,4224,1.0,894.0
1226,334,3.0,6.0
1226,685,1.0,75.0
1226,1501,1.0,311.0
1226,1539,1.0,550.0
1226,1916,1.0,143.0
1226,2353,1.0,109.0
1226,2420,1.0,269.0
1226,2833,1.0,135.0
1226,3010,1.0,249.0
1226,3011,1.0,274.0
1226,3450,1.0,241.0
1226,3864,1.0,185.0
1227,690,7.0,24.0
1227,699,1.0,103.0
1227,915,1.0,130.0
1227,1617,1.0,183.0
1227,4284,1.0,96.0
1228,159,1.0,217.0
1228,329,1.0,118.0
1228,543,1.0,134.0
1228,699,1.0,127.0
1228,906,1.0,461.0
1228,2356,1.0,148.0
1228,2390,1.0,439.0
1228,2924,1.0,327.0
1228,3074,1.0,304.0
1228,3527,1.0,204.0
1228,4322,1.0,127.0
1228,4369,1.0,450.0
1229,55,2.0,62.0
1229,219,3.0,13.0
1229,330,1.0,136.0
1229,565,1.0,281.0
1229,1181,1.0,317.0
1229,1230,2.0,38.0
1230,562,1.0,327.0
1230,1161,1.0,139.0
1230,1378,1.0,154.0
1230,1737,14.0,7.0
1230,1840,1.0,340.0
1230,1921,1.0,545.0
1230,1976,1.0,200.0
1230,2158,1.0,374.0
1231,1012,1.0,46.0
1231,3440,1.0,771.0
1231,4058,1.0,201.0
1232,1423,1.0,7.0
1232,1426,1.0,14.0
1234,1297,1.0,214.0
1234,3923,1.0,871.0
1235,2197,1.0,14.0
1235,3508,1.0,45.0
1236,471,1.0,19.0
1236,2117,2.0,7.0
1236,2118,3.0,14.0
1237,862,3.0,7.0
1237,1610,1.0,490.0
1237,2308,1.0,552.0
1237,4136,1.0,344.0
1238,1630,5.0,19.0
1238,4045,1.0,910.0
1239,329,1.0,25.0
1239,1386,1.0,338.0
1239,1630,1.0,13.0
1239,2334,1.0,385.0
1239,2845,1.0,20.0
1240,680,1.0,150.0
1240,746,1.0,297.0
1240,1241,3.0,6.0
1240,2674,1.0,276.0
1240,2792,1.0,186.0
1240,4350,1.0,221.0
1241,791,1.0,141.0
1241,1823,1.0,421.0
1241,2913,1.0,485.0
1241,3137,4.0,13.0
1241,3468,1.0,223.0
1241,4284,1.0,14.0
1241,4286,1.0,49.0
1242,704,1.0,209.0
1242,1211,1.0,104.0
1242,1373,1.0,187.0
1242,1698,5.0,12.0
1242,2498,1.0,100.0
1243,2783,1.0,101.0
1243,4178,1.0,141.0
1246,659,1.0,316.0
1246,2041,1.0,405.0
1246,4297,1.0,547.0
1246,4370,1.0,364.0
1247,415,1.0,445.0
1247,1390,1.0,497.0
1247,1857,2.0,111.0
1248,255,1.0,679.0
1248,336,1.0,559.0
1248,1858,1.0,134.0
1248,2697,4.0,7.0
1249,1545,1.0,206.0
1250,1544,1.0,152.0
1250,1546,1.0,203.0
1250,1567,2.0,14.0
1250,2724,1.0,225.0
1251,1567,1.0,49.0
1252,1346,1.0,242.0
1252,1700,1.0,145.0
1252,2864,1.0,710.0
1252,2947,1.0,83.0
1252,3143,1.0,624.0
1252,4371,1.0,620.0
1253,714,2.0,550.0
1253,942,1.0,259.0
1253,1254,9.0,7.0
1254,1113,1.0,719.0
1254,1483,7.0,5.0
1254,1484,1.0,3.0
1255,941,1.0,296.0
1255,1256,6.0,14.0
1255,2574,1.0,749.0
1256,50,2.0,4.0
1256,340,1.0,451.0
1256,959,1.0,187.0
1256,987,1.0,223.0
1256,1115,1.0,296.0
1256,1639,1.0,248.0
1257,41,1.0,381.0
1257,1589,1.0,362.0
1257,1990,1.0,223.0
1257,2493,1.0,365.0
1257,2838,1.0,326.0
1257,3878,1.0,264.0
1257,4274,1.0,241.0
1258,337,1.0,167.0
1258,1990,1.0,212.0
1258,2075,1.0,370.0
1258,3427,1.0,253.0
1258,3438,1.0,50.0
1259,741,1.0,144.0
1259,1260,2.0,7.0
1259,1281,1.0,563.0
1259,1804,1.0,469.0
1259,2738,1.0,449.0
1259,3106,1.0,13.0
1260,66,1.0,222.0
1260,342,1.0,168.0
1260,421,1.0,282.0
1260,694,1.0,205.0
1260,710,1.0,99.0
1260,921,1.0,420.0
1261,88,1.0,148.0
1261,735,1.0,370.0
1261,785,1.0,243.0
1261,869,1.0,205.0
1261,1162,1.0,104.0
1261,1809,1.0,119.0
1261,2856,1.0,287.0
1261,3251,1.0,456.0
1261,3319,1.0,329.0
1262,3424,1.0,58.0
1263,707,1.0,941.0
1263,2277,1.0,698.0
1264,1263,1.0,32.0
1265,1545,1.0,773.0
1266,9,2.0,465.0
1266,406,1.0,345.0
1266,712,1.0,165.0
1266,1729,1.0,209.0
1266,3075,1.0,142.0
1266,3100,1.0,357.0
1266,4507,8.0,11.0
1267,693,1.0,31.0
1267,699,1.0,80.0
1267,1385,1.0,168.0
1267,1811,1.0,70.0
1267,1844,1.0,327.0
1267,1948,1.0,43.0
1267,1979,1.0,178.0
1267,1982,2.0,207.0
1267,2344,1.0,305.0
1267,2422,1.0,385.0
1267,3387,1.0,478.0
1267,3623,1.0,363.0
1267,3738,1.0,459.0
1267,4144,1.0,186.0
1267,4285,1.0,118.0
1267,4288,1.0,93.0
1268,404,1.0,247.0
1268,574,1.0,380.0
1268,654,1.0,453.0
1268,985,1.0,384.0
1268,1373,3.0,7.0
1268,1545,1.0,522.0
1268,1771,1.0,166.0
1268,1913,1.0,283.0
1268,2675,1.0,312.0
1268,3368,1.0,509.0
1268,3669,1.0,270.0
1268,3705,1.0,531.0
1268,4266,7.0,52.0
1269,537,1.0,417.0
1269,957,1.0,315.0
1269,1812,25.0,6.0
1269,1989,1.0,278.0
1269,2315,1.0,415.0
1269,3274,1.0,100.0
1269,4300,1.0,163.0
1270,256,4.0,10.0
1270,748,1.0,67.0
1270,1813,4.0,5.0
1270,2353,1.0,125.0
1270,2551,1.0,218.0
1270,2869,1.0,585.0
1270,2973,1.0,312.0
1270,3052,1.0,267.0
1272,2015,1.0,180.0
1272,4520,1.0,230.0
1273,544,1.0,220.0
1273,2866,1.0,712.0
1273,3964,1.0,200.0
1273,4277,1.0,303.0
1274,1273,1.0,3.0
1274,1276,1.0,6.0
1274,1702,1.0,100.0
1274,1980,1.0,444.0
1275,2530,14.0,6.0
1275,4470,1.0,543.0
1276,2529,1.0,4.0
1276,2530,1.0,10.0
1276,3361,1.0,366.0
1276,4420,1.0,999999999999.0
1277,626,1.0,350.0
1277,1014,1.0,215.0
1277,1591,1.0,120.0
1277,3619,1.0,509.0
1278,430,1.0,249.0
1278,1968,1.0,380.0
1278,2961,1.0,247.0
1279,2100,1.0,275.0
1279,2464,2.0,41.0
1279,3836,1.0,314.0
1279,4366,1.0,280.0
1280,3367,1.0,539.0
1281,907,1.0,321.0
1281,1081,1.0,627.0
1281,1855,3.0,14.0
1282,2275,1.0,155.0
1282,3602,1.0,177.0
1282,4089,1.0,287.0
1282,4576,1.0,254.0
1283,731,1.0,27.0
1283,1561,1.0,7.0
1283,2683,1.0,238.0
1283,4545,1.0,302.0
1284,3941,1.0,399.0
1285,3402,1.0,191.0
1286,6,2.0,577.0
1286,93,1.0,394.0
1286,312,1.0,427.0
1286,700,1.0,35.0
1286,985,1.0,357.0
1286,1586,1.0,112.0
1286,1646,1.0,314.0
1286,1664,1.0,204.0
1286,3081,1.0,306.0
1286,4421,1.0,109.0
1286,4431,1.0,436.0
1287,6,1.0,591.0
1287,435,1.0,528.0
1287,1678,1.0,64.0
1287,2538,1.0,280.0
1287,2556,3.0,35.0
1287,2866,1.0,374.0
1288,1901,1.0,102.0
1288,2412,1.0,421.0
1288,2435,1.0,159.0
1288,2519,6.0,28.0
1288,3031,11.0,21.0
1289,1010,1.0,303.0
1289,1373,1.0,182.0
1289,1763,1.0,516.0
1289,2275,1.0,341.0
1289,2427,1.0,292.0
1289,2654,1.0,166.0
1289,2708,1.0,245.0
1289,3010,1.0,313.0
1289,3634,1.0,688.0
1289,4497,1.0,120.0
1290,301,1.0,343.0
1290,1018,1.0,253.0
1290,1553,1.0,112.0
1290,1894,1.0,355.0
1290,1945,1.0,248.0
1290,2260,1.0,212.0
1290,2521,6.0,28.0
1290,3061,1.0,362.0
1290,3361,1.0,191.0
1290,3868,1.0,307.0
1291,699,1.0,105.0
1291,1133,1.0,304.0
1291,3805,1.0,539.0
1291,3859,1.0,289.0
1291,3923,1.0,269.0
1291,4347,1.0,162.0
1291,4529,1.0,467.0
1292,708,1.0,152.0
1292,1291,6.0,12.0
1292,1985,1.0,242.0
1292,3677,1.0,204.0
1292,4168,1.0,61.0
1293,527,1.0,411.0
1293,715,1.0,210.0
1293,1292,5.0,6.0
1293,2745,1.0,188.0
1293,2921,1.0,380.0
1293,2937,1.0,168.0
1293,3054,3.0,8.0
1293,3315,1.0,422.0
1294,290,1.0,219.0
1294,2275,1.0,275.0
1294,3111,39.0,7.0
1294,3180,1.0,172.0
1294,3570,3.0,18.0
1294,3759,1.0,351.0
1297,2836,3.0,7.0
1298,3757,2.0,3.0
1299,434,1.0,519.0
1299,1100,1.0,189.0
1300,120,1.0,235.0
1300,3059,1.0,463.0
1301,3733,1.0,27.0
1302,1513,1.0,790.0
1302,3696,1.0,270.0
1303,1906,2.0,7.0
1303,2122,1.0,353.0
1305,765,1.0,562.0
1305,1767,1.0,66.0
1306,2367,1.0,26.0
1307,2596,1.0,166.0
1307,2743,18.0,14.0
1308,34,3.0,30.0
1308,394,1.0,493.0
1308,2265,1.0,252.0
1308,2358,1.0,257.0
1308,3062,1.0,248.0
1308,3767,1.0,20.0
1309,404,5.0,45.0
1309,1880,1.0,503.0
1309,2908,1.0,282.0
1310,2861,1.0,202.0
1310,3718,1.0,320.0
1310,4571,10.0,14.0
1311,1310,4.0,7.0
1311,3015,1.0,386.0
1311,3381,1.0,340.0
1311,4280,1.0,430.0
1312,899,1.0,230.0
1312,1001,1.0,7.0
1312,2803,1.0,208.0
1312,3248,1.0,118.0
1313,1001,2.0,14.0
1313,4532,1.0,399.0
1314,126,1.0,67.0
1314,1312,2.0,14.0
1314,1727,1.0,726.0
1315,1148,1.0,7.0
1315,1484,1.0,761.0
1315,1610,1.0,185.0
1315,3283,1.0,458.0
1315,3629,1.0,230.0
1316,38,2.0,14.0
1316,281,1.0,341.0
1316,2310,1.0,149.0
1316,3739,1.0,332.0
1316,3777,1.0,202.0
1316,3820,1.0,272.0
1316,4553,1.0,318.0
1317,860,22.0,14.0
1317,2264,1.0,298.0
1317,2638,1.0,477.0
1317,3878,1.0,218.0
1318,570,1.0,765.0
1318,1317,1.0,7.0
1318,4071,1.0,455.0
1319,1317,22.0,14.0
1319,2203,1.0,465.0
1319,2259,1.0,387.0
1320,1319,24.0,7.0
1320,1846,1.0,255.0
1321,139,53.0,7.0
1322,1321,46.0,7.0
1322,3308,1.0,438.0
1322,3315,1.0,358.0
1322,3437,1.0,515.0
1323,1321,3.0,21.0
1323,1742,1.0,654.0
1323,4066,1.0,279.0
1324,1322,42.0,21.0
1324,4565,1.0,14.0
1325,2725,1.0,114.0
1326,14,1.0,616.0
1326,746,1.0,557.0
1326,1166,2.0,31.0
1329,1309,1.0,390.0
1329,2296,1.0,325.0
1330,1805,1.0,444.0
1330,3828,1.0,29.0
1331,817,1.0,287.0
1331,1632,1.0,265.0
1331,2005,1.0,116.0
1331,2069,1.0,926.0
1331,2122,1.0,213.0
1331,4074,1.0,168.0
1331,4132,2.0,7.0
1332,2590,7.0,35.0
1333,3729,1.0,23.0
1335,1956,1.0,188.0
1336,1329,1.0,263.0
1336,3126,5.0,7.0
1337,2742,1.0,7.0
1340,654,1.0,410.0
1340,658,1.0,431.0
1340,696,8.0,24.0
1340,1266,1.0,68.0
1340,1796,1.0,220.0
1340,2806,1.0,140.0
1340,2835,1.0,190.0
1340,2923,1.0,331.0
1340,3156,1.0,300.0
1340,3434,1.0,161.0
1340,4318,1.0,130.0
1340,4467,1.0,188.0
1341,832,1.0,502.0
1341,1155,1.0,280.0
1341,1447,1.0,661.0
1341,1707,1.0,294.0
1341,1737,1.0,130.0
1341,3267,1.0,204.0
1341,3280,1.0,154.0
1341,3535,1.0,432.0
1341,4250,11.0,24.0
1342,4419,1.0,432.0
1343,2964,1.0,240.0
1343,4416,3.0,2.0
1344,1466,1.0,166.0
1344,2508,1.0,6.0
1344,2838,1.0,159.0
1344,3013,1.0,199.0
1345,1266,1.0,287.0
1345,2508,1.0,33.0
1345,2902,1.0,73.0
1345,3014,1.0,301.0
1346,664,1.0,110.0
1346,1635,1.0,152.0
1346,2492,11.0,6.0
1347,226,1.0,263.0
1347,365,1.0,247.0
1347,652,1.0,70.0
1347,1126,1.0,100.0
1347,1390,1.0,471.0
1347,2479,1.0,235.0
1347,2849,1.0,247.0
1347,3672,1.0,395.0
1347,4505,1.0,242.0
1348,356,1.0,304.0
1348,408,1.0,255.0
1348,589,1.0,199.0
1348,702,1.0,395.0
1348,708,1.0,337.0
1348,1349,2.0,14.0
1348,1569,1.0,229.0
1348,1892,5.0,14.0
1348,1893,6.0,28.0
1348,2289,1.0,329.0
1348,2319,1.0,216.0
1348,2737,45.0,7.0
1348,2894,1.0,342.0
1348,3116,1.0,299.0
1348,3687,1.0,146.0
1348,3932,1.0,259.0
1349,135,1.0,256.0
1349,349,1.0,394.0
1349,361,1.0,305.0
1349,578,1.0,560.0
1349,1918,1.0,115.0
1349,1979,1.0,382.0
1349,1994,1.0,525.0
1350,113,1.0,780.0
1350,3097,1.0,359.0
1350,3175,3.0,7.0
1350,3383,1.0,240.0
1350,3389,1.0,131.0
1351,40,1.0,217.0
1351,656,1.0,80.0
1351,1891,1.0,110.0
1351,2351,1.0,778.0
1351,2738,9.0,20.0
1352,772,1.0,663.0
1352,804,1.0,328.0
1352,1227,1.0,525.0
1352,1351,4.0,28.0
1352,2839,1.0,296.0
1352,4427,1.0,220.0
1353,805,1.0,311.0
1353,1032,1.0,246.0
1353,1545,1.0,57.0
1353,1572,1.0,250.0
1353,1896,2.0,40.0
1353,1897,1.0,14.0
1353,2739,2.0,26.0
1353,4228,1.0,666.0
1354,249,1.0,431.0
1354,303,2.0,19.0
1354,659,1.0,101.0
1354,3485,1.0,501.0
1355,124,1.0,999999999999.0
1355,420,1.0,288.0
1355,688,1.0,441.0
1356,945,1.0,5.0
1356,3157,1.0,100.0
1358,1359,3.0,6.0
1358,4254,1.0,999999999999.0
1359,210,1.0,72.0
1359,1360,10.0,13.0
1359,2921,1.0,246.0
1360,1361,11.0,6.0
1361,249,1.0,423.0
1361,1362,15.0,6.0
1362,116,16.0,5.0
1363,634,1.0,127.0
1363,1731,1.0,57.0
1364,1365,2.0,7.0
1364,1864,1.0,8.0
1365,871,11.0,6.0
1365,4313,1.0,98.0
1366,752,1.0,214.0
1366,996,1.0,315.0
1366,1367,6.0,7.0
1366,1549,1.0,153.0
1366,1711,1.0,158.0
1366,2053,1.0,164.0
1366,2548,1.0,174.0
1366,2621,1.0,253.0
1366,2946,1.0,131.0
1366,2994,1.0,268.0
1366,3076,1.0,293.0
1366,3425,1.0,24.0
1366,3873,1.0,206.0
1366,4520,1.0,223.0
1367,1033,1.0,383.0
1367,1368,6.0,6.0
1367,3533,1.0,280.0
1368,356,1.0,272.0
1368,579,8.0,6.0
1368,584,1.0,471.0
1368,1453,1.0,276.0
1368,2073,1.0,260.0
1368,4250,1.0,98.0
1368,4447,1.0,158.0
1369,218,13.0,6.0
1369,349,1.0,200.0
1369,2228,1.0,254.0
1369,2550,1.0,174.0
1369,3293,1.0,268.0
1369,4347,2.0,245.0
1370,989,1.0,269.0
1370,1270,1.0,111.0
1370,2040,1.0,307.0
1370,4450,4.0,0.0
1371,107,1.0,317.0
1371,338,1.0,76.0
1371,582,1.0,118.0
1371,591,1.0,197.0
1371,968,1.0,165.0
1371,1372,6.0,7.0
1371,2438,1.0,154.0
1371,2473,1.0,181.0
1371,3135,1.0,348.0
1371,3159,1.0,181.0
1371,3871,1.0,206.0
1372,66,1.0,223.0
1372,908,1.0,448.0
1372,917,1.0,182.0
1372,1229,1.0,96.0
1372,1294,1.0,236.0
1372,1341,1.0,103.0
1372,2539,1.0,174.0
1372,3071,1.0,275.0
1372,3073,1.0,312.0
1372,3115,1.0,342.0
1372,3620,1.0,278.0
1373,342,1.0,89.0
