from,to,flow,cost
1197,3397,1.0,7.0
1199,790,1.0,33.0
1202,19,1.0,36.0
1203,1633,1.0,23.0
1209,1544,1.0,42.0
1209,2274,1.0,28.0
1209,2276,5.0,14.0
1210,1209,1.0,20.0
1212,390,2.0,65.0
1214,2656,1.0,71.0
1215,2328,1.0,73.0
1217,1212,1.0,109.0
1217,4236,1.0,122.0
1219,1968,1.0,7.0
1219,1969,1.0,24.0
1220,1420,2.0,7.0
1224,1220,1.0,50.0
1226,215,1.0,13.0
1228,329,1.0,118.0
1228,4223,1.0,3.0
1228,4450,1.0,7.0
1229,215,1.0,115.0
1229,219,1.0,13.0
1230,55,1.0,24.0
1239,329,1.0,25.0
1239,1630,1.0,13.0
1240,329,1.0,32.0
1246,2589,1.0,7.0
1247,1248,1.0,12.0
1247,4399,1.0,133.0
1248,2589,1.0,49.0
1250,2283,2.0,29.0
1251,2842,1.0,51.0
1257,1711,2.0,11.0
1258,4450,1.0,120.0
1260,754,3.0,37.0
1261,88,1.0,148.0
1261,253,2.0,15.0
1261,1736,1.0,58.0
1266,339,1.0,9.0
1266,626,3.0,7.0
1266,693,1.0,49.0
1266,695,1.0,34.0
1266,2847,1.0,69.0
1266,4505,1.0,14.0
1266,4507,10.0,11.0
1267,215,1.0,102.0
1267,1286,1.0,138.0
1267,1948,1.0,43.0
1268,3265,1.0,177.0
1274,1276,1.0,6.0
1276,2712,1.0,11.0
1276,3024,1.0,7.0
1278,4003,1.0,162.0
1282,2696,1.0,49.0
1283,2891,1.0,22.0
1286,343,1.0,32.0
1286,345,1.0,52.0
1286,696,1.0,78.0
1286,699,2.0,42.0
1286,702,6.0,35.0
1286,704,1.0,49.0
1286,709,1.0,86.0
1286,1710,1.0,59.0
1286,2356,1.0,22.0
1286,2370,1.0,57.0
1286,2551,1.0,35.0
1286,2552,1.0,42.0
1286,2553,1.0,36.0
1286,2640,1.0,15.0
1286,2661,1.0,70.0
1286,2907,1.0,29.0
1286,3671,1.0,137.0
1286,4168,1.0,56.0
1287,2553,4.0,7.0
1287,2555,1.0,21.0
1287,2556,1.0,35.0
1288,2553,1.0,21.0
1290,1288,1.0,27.0
1291,2474,2.0,14.0
1291,4341,1.0,19.0
1292,1291,2.0,12.0
1293,1292,1.0,6.0
1294,3111,1.0,7.0
1294,3570,1.0,18.0
1294,4425,1.0,39.0
1307,2842,1.0,34.0
1308,406,1.0,18.0
1311,34,1.0,96.0
1314,3795,1.0,128.0
1316,4490,1.0,37.0
1317,108,3.0,29.0
1318,1319,2.0,7.0
1319,1626,1.0,39.0
1319,2316,1.0,39.0
1322,4565,1.0,7.0
1325,3996,1.0,39.0
1328,448,1.0,73.0
1328,2179,2.0,24.0
1328,3481,1.0,55.0
1328,3828,1.0,67.0
1340,248,1.0,59.0
1340,251,2.0,7.0
1341,251,2.0,14.0
1341,342,1.0,57.0
1341,343,1.0,72.0
1341,696,3.0,31.0
1341,1257,1.0,82.0
1341,1267,1.0,28.0
1341,1340,2.0,7.0
1341,1587,1.0,141.0
1341,2805,1.0,129.0
1341,3439,1.0,63.0
1341,3451,1.0,77.0
1341,3453,1.0,79.0
1341,3614,1.0,115.0
1341,4120,1.0,92.0
1341,4249,1.0,45.0
1341,4457,1.0,106.0
1344,4351,1.0,44.0
1345,963,1.0,16.0
1348,533,1.0,111.0
1348,2871,1.0,143.0
1349,527,1.0,29.0
1349,2619,1.0,109.0
1351,1895,1.0,14.0
1352,2868,1.0,22.0
1354,2270,1.0,27.0
1355,3431,1.0,227.0
1359,2929,1.0,28.0
1361,75,1.0,27.0
1364,1365,9.0,7.0
1365,4313,1.0,98.0
1365,4466,8.0,0.0
1366,215,1.0,110.0
1366,1367,1.0,7.0
1366,3425,1.0,24.0
1367,329,1.0,111.0
1369,218,1.0,6.0
1369,1370,1.0,27.0
1370,226,1.0,7.0
1370,580,1.0,59.0
1370,740,1.0,73.0
1370,1268,1.0,28.0
1370,1717,1.0,126.0
1370,2430,1.0,39.0
1370,2468,1.0,70.0
1370,3276,1.0,104.0
1370,3425,1.0,80.0
1371,1735,1.0,53.0
1371,2430,1.0,24.0
1372,1810,1.0,38.0
1373,252,2.0,7.0
1373,700,1.0,91.0
1374,700,1.0,56.0
1375,1384,1.0,86.0
1375,1386,1.0,100.0
1375,1711,7.0,24.0
1375,4322,1.0,41.0
1376,1009,1.0,149.0
1376,1377,2.0,7.0
1377,1378,1.0,7.0
1377,1382,1.0,43.0
1378,700,1.0,84.0
1379,362,1.0,138.0
1379,708,1.0,71.0
1381,715,1.0,107.0
1381,1382,2.0,7.0
1382,348,1.0,44.0
1382,353,1.0,62.0
1382,708,1.0,49.0
1382,709,1.0,56.0
1382,993,1.0,84.0
1382,1387,1.0,57.0
1382,1679,1.0,24.0
1382,1681,1.0,48.0
1382,3308,1.0,105.0
1382,3433,1.0,86.0
1384,1017,1.0,45.0
1386,1007,3.0,7.0
1387,355,1.0,17.0
1388,2012,1.0,31.0
1388,2441,1.0,24.0
1389,359,2.0,29.0
1389,1393,1.0,36.0
1390,883,2.0,21.0
1392,362,1.0,23.0
1393,1394,3.0,7.0
1393,3795,1.0,38.0
1394,363,2.0,5.0
1394,3938,4.0,3.0
1397,4026,1.0,32.0
1400,846,1.0,56.0
1400,4193,1.0,54.0
1402,601,1.0,19.0
1407,1049,2.0,12.0
1407,4532,2.0,34.0
1409,1407,1.0,22.0
1411,1412,1.0,7.0
1412,1413,1.0,7.0
1412,1927,1.0,12.0
1413,1059,1.0,37.0
1414,1059,1.0,30.0
1418,1419,1.0,7.0
1419,1167,1.0,70.0
1419,1418,1.0,7.0
1419,4002,1.0,68.0
1419,4028,1.0,62.0
1419,4043,1.0,138.0
1420,1419,3.0,7.0
1423,1220,1.0,22.0
1423,1420,1.0,30.0
1424,1423,2.0,10.0
1429,2800,1.0,32.0
1429,3579,1.0,7.0
1430,929,1.0,13.0
1430,1648,1.0,7.0
1436,2036,1.0,23.0
1439,459,1.0,7.0
1441,4004,1.0,15.0
1450,1459,1.0,18.0
1454,1502,1.0,18.0
1455,3163,1.0,118.0
1456,1455,1.0,13.0
1456,3163,1.0,131.0
1459,4226,1.0,31.0
1462,1508,1.0,26.0
1466,1888,1.0,51.0
1471,1472,1.0,7.0
1471,1474,1.0,21.0
1471,1475,5.0,28.0
1472,3163,1.0,17.0
1474,3163,1.0,33.0
1475,1364,6.0,19.0
1478,1865,1.0,18.0
1479,3090,1.0,12.0
1482,1684,1.0,16.0
1485,3133,1.0,7.0
1496,739,2.0,7.0
1500,2971,1.0,19.0
1502,1752,1.0,161.0
1503,114,1.0,11.0
1503,4201,1.0,10.0
1507,1888,1.0,28.0
1508,1509,2.0,7.0
1508,2762,1.0,33.0
1509,1737,1.0,186.0
1509,2998,1.0,55.0
1515,543,1.0,69.0
1515,914,1.0,52.0
1515,1471,1.0,16.0
1515,1478,1.0,58.0
1515,1517,1.0,13.0
1515,2998,1.0,34.0
1515,4299,1.0,72.0
1517,4231,1.0,11.0
1522,975,1.0,30.0
1523,1522,1.0,5.0
1526,1822,1.0,21.0
1526,1823,17.0,7.0
1528,2459,1.0,21.0
1529,586,1.0,29.0
1529,657,1.0,36.0
1529,1530,5.0,19.0
1529,1825,1.0,21.0
1529,1921,3.0,14.0
1529,2686,1.0,95.0
1529,4424,1.0,105.0
1530,166,1.0,84.0
1530,281,1.0,112.0
1530,587,1.0,48.0
1530,900,1.0,78.0
1530,1828,1.0,28.0
1530,2262,1.0,43.0
1530,2264,1.0,7.0
1530,2681,1.0,77.0
1530,2862,1.0,98.0
1530,3607,1.0,102.0
1530,3686,1.0,63.0
1531,285,1.0,64.0
1531,291,1.0,19.0
1531,660,1.0,22.0
1531,1828,1.0,7.0
1531,1918,1.0,97.0
1531,1922,1.0,50.0
1531,3695,1.0,76.0
1533,2569,2.0,7.0
1535,1035,1.0,29.0
1536,2861,1.0,7.0
1536,4424,1.0,40.0
1538,282,1.0,33.0
1538,900,9.0,21.0
1539,1032,1.0,237.0
1539,2871,1.0,120.0
1541,2871,1.0,77.0
1541,3707,2.0,1.0
1542,2871,1.0,78.0
1544,532,7.0,21.0
1545,307,1.0,41.0
1545,1544,5.0,20.0
1546,308,1.0,20.0
1549,4284,1.0,49.0
1550,4287,1.0,22.0
1551,4287,1.0,21.0
1552,2608,1.0,67.0
1556,2586,1.0,7.0
1556,3724,1.0,12.0
1560,2278,1.0,57.0
1569,357,1.0,69.0
1569,358,1.0,62.0
1569,719,1.0,28.0
1569,1390,1.0,78.0
1569,2611,12.0,7.0
1569,4371,1.0,182.0
1570,2336,1.0,79.0
1571,3672,2.0,1.0
1572,1843,1.0,61.0
1576,1843,1.0,66.0
1577,1576,1.0,7.0
1577,3117,1.0,61.0
1583,248,1.0,13.0
1584,248,1.0,28.0
1584,2237,1.0,76.0
1584,2605,1.0,8.0
1584,4169,1.0,35.0
1584,4278,1.0,8.0
1586,2240,1.0,26.0
1586,2243,1.0,62.0
1586,2246,1.0,104.0
1586,2477,1.0,75.0
1586,3160,1.0,157.0
1587,2239,2.0,7.0
1589,1153,1.0,13.0
1590,1888,2.0,58.0
1591,956,4.0,14.0
1591,957,1.0,20.0
1591,958,1.0,27.0
1592,1888,2.0,32.0
1595,1615,1.0,97.0
1595,3129,2.0,20.0
1600,682,1.0,53.0
1605,1526,1.0,59.0
1606,1526,1.0,71.0
1606,1605,1.0,30.0
1606,2267,2.0,69.0
1606,2576,3.0,23.0
1607,3696,1.0,39.0
1608,2267,1.0,41.0
1609,659,1.0,41.0
1609,1803,13.0,15.0
1610,2266,1.0,7.0
1611,3119,6.0,7.0
1612,231,1.0,52.0
1614,1862,2.0,23.0
1615,2626,1.0,42.0
1615,2654,1.0,71.0
1615,3094,1.0,65.0
1615,3648,1.0,67.0
1615,4182,1.0,66.0
1616,1615,1.0,18.0
1616,2063,1.0,7.0
1616,2626,3.0,7.0
1617,863,1.0,34.0
1617,2627,2.0,27.0
1617,4182,1.0,50.0
1618,2065,2.0,8.0
1619,1861,2.0,10.0
1619,3072,2.0,18.0
1620,2629,1.0,9.0
1624,1723,1.0,44.0
1626,108,1.0,40.0
1626,1318,1.0,32.0
1626,1761,1.0,43.0
1626,2167,1.0,31.0
1626,2316,1.0,14.0
1626,2317,1.0,7.0
1629,2065,1.0,82.0
1630,2772,1.0,41.0
1631,17,1.0,44.0
1632,39,1.0,31.0
1633,428,2.0,26.0
1639,934,1.0,29.0
1639,1642,6.0,16.0
1642,574,5.0,8.0
1642,4513,1.0,28.0
1644,3949,5.0,24.0
1645,3949,1.0,31.0
1647,612,1.0,25.0
1647,614,1.0,11.0
1647,4354,1.0,5.0
1648,4194,1.0,18.0
1650,1850,2.0,51.0
1650,3833,1.0,70.0
1650,3834,1.0,55.0
1651,2591,1.0,14.0
1652,2982,3.0,7.0
1652,4095,1.0,1.0
1657,3997,1.0,21.0
1661,329,1.0,32.0
1663,2234,1.0,6.0
1666,422,1.0,22.0
1666,423,1.0,15.0
1672,2225,2.0,15.0
1672,2328,1.0,46.0
1672,3949,4.0,27.0
1674,962,1.0,143.0
1674,2975,2.0,67.0
1674,3010,1.0,9.0
1674,3076,1.0,19.0
1675,2843,1.0,58.0
1676,2979,1.0,42.0
1676,3049,1.0,70.0
1676,3373,2.0,128.0
1676,4153,1.0,26.0
1676,4353,1.0,65.0
1678,2640,1.0,66.0
1679,1381,3.0,32.0
1679,1976,5.0,21.0
1679,1977,1.0,14.0
1679,1978,1.0,7.0
1680,1260,1.0,11.0
1680,1382,3.0,24.0
1680,2435,2.0,21.0
1680,2622,1.0,53.0
1680,3053,1.0,32.0
1680,3439,1.0,93.0
1681,2333,1.0,68.0
1681,3265,1.0,48.0
1683,2307,1.0,14.0
1684,1685,2.0,12.0
1685,2059,8.0,7.0
1690,4370,1.0,38.0
1691,907,5.0,26.0
1692,1691,1.0,19.0
1692,4424,1.0,49.0
1693,286,2.0,33.0
1697,2772,2.0,40.0
1699,552,1.0,7.0
1702,4110,1.0,52.0
1705,2816,1.0,131.0
1705,2923,1.0,85.0
1705,3170,1.0,7.0
1707,989,1.0,19.0
1707,2328,1.0,46.0
1710,1375,9.0,24.0
1710,2640,2.0,60.0
1711,227,1.0,71.0
1711,252,1.0,76.0
1711,700,1.0,73.0
1711,1257,1.0,11.0
1711,1373,2.0,69.0
1711,3446,1.0,41.0
1711,3448,1.0,27.0
1711,3614,1.0,57.0
1711,4468,1.0,43.0
1712,700,1.0,98.0
1712,1341,1.0,95.0
1712,2371,1.0,21.0
1713,254,1.0,94.0
1713,2784,1.0,30.0
1714,248,8.0,7.0
1714,2479,1.0,13.0
1716,1261,2.0,15.0
1717,2784,1.0,50.0
1718,985,1.0,80.0
1718,1345,1.0,87.0
1718,1430,1.0,29.0
1718,1496,1.0,123.0
1718,1705,1.0,120.0
1718,2070,1.0,62.0
1718,2357,1.0,187.0
1718,3648,1.0,211.0
1718,3912,1.0,33.0
1718,4416,1.0,66.0
1718,4495,1.0,30.0
1723,4160,1.0,89.0
1723,4509,1.0,59.0
1724,1723,1.0,14.0
1724,2223,1.0,119.0
1727,2059,1.0,27.0
1728,2848,1.0,173.0
1728,4346,1.0,25.0
1730,519,1.0,119.0
1733,3622,1.0,28.0
1734,335,2.0,3.0
1734,685,1.0,83.0
1734,869,1.0,55.0
1734,1735,1.0,52.0
1734,3868,1.0,166.0
1735,336,1.0,59.0
1735,691,1.0,24.0
1735,700,1.0,103.0
1735,1370,3.0,24.0
1735,1734,1.0,52.0
1735,1948,3.0,14.0
1735,4287,1.0,79.0
1735,4401,1.0,39.0
1736,220,1.0,58.0
1736,221,1.0,78.0
1736,545,1.0,84.0
1736,1229,1.0,7.0
1736,1523,1.0,90.0
1736,2353,1.0,14.0
1736,2429,1.0,27.0
1737,1736,1.0,24.0
1737,2354,2.0,62.0
1737,3447,1.0,63.0
1737,4450,1.0,48.0
1738,2,1.0,20.0
1740,3782,1.0,23.0
1743,517,1.0,10.0
1747,4166,1.0,30.0
1750,538,1.0,64.0
1750,1122,3.0,24.0
1752,606,1.0,18.0
1752,952,1.0,9.0
1752,953,1.0,24.0
1752,954,1.0,25.0
1752,2508,1.0,70.0
1752,2921,1.0,126.0
1752,2925,2.0,21.0
1753,4388,1.0,34.0
1761,1202,1.0,31.0
1762,2165,1.0,21.0
1763,2107,1.0,23.0
1765,52,1.0,24.0
1775,503,1.0,68.0
1781,1187,1.0,32.0
1792,643,1.0,70.0
1792,800,1.0,38.0
1795,1871,1.0,7.0
1795,3745,1.0,1.0
1799,1526,1.0,74.0
1799,1805,1.0,96.0
1799,3762,1.0,173.0
1803,1896,4.0,14.0
1803,2619,1.0,61.0
1803,2685,6.0,15.0
1803,2871,1.0,116.0
1803,2960,2.0,23.0
1804,1805,2.0,20.0
1804,2267,1.0,7.0
1805,533,1.0,43.0
1805,1354,1.0,28.0
1805,2739,1.0,46.0
1805,2741,1.0,61.0
1805,2961,1.0,7.0
1805,3120,1.0,36.0
1805,3175,1.0,78.0
1805,3820,1.0,70.0
1805,4431,1.0,60.0
1806,282,1.0,72.0
1809,1266,12.0,6.0
1809,2549,2.0,13.0
1810,225,1.0,28.0
1810,695,1.0,24.0
1810,1267,1.0,7.0
1810,1950,2.0,14.0
1810,4506,1.0,54.0
1811,544,1.0,107.0
1811,1736,1.0,35.0
1811,2431,1.0,14.0
1814,2398,1.0,22.0
1815,1192,1.0,29.0
1815,2398,2.0,8.0
1815,2595,1.0,23.0
1818,2400,1.0,21.0
1821,538,1.0,24.0
1821,1615,1.0,78.0
1822,899,1.0,141.0
1822,1892,1.0,126.0
1823,654,6.0,28.0
1823,655,2.0,14.0
1823,1918,8.0,7.0
1823,1919,1.0,22.0
1825,1526,1.0,36.0
1827,899,1.0,65.0
1828,660,1.0,14.0
1828,3065,1.0,21.0
1829,166,1.0,18.0
1829,282,2.0,40.0
1830,416,1.0,85.0
1830,800,1.0,24.0
1831,416,1.0,68.0
1837,312,1.0,31.0
1837,3786,1.0,12.0
1841,1842,1.0,28.0
1841,3671,1.0,22.0
1842,1841,1.0,14.0
1842,2255,1.0,40.0
1842,2670,1.0,50.0
1842,2672,1.0,21.0
1842,2748,1.0,42.0
1842,3621,1.0,82.0
1843,1183,2.0,21.0
1843,2040,1.0,61.0
1843,2560,1.0,76.0
1843,2857,1.0,26.0
1843,3617,1.0,26.0
1844,3618,1.0,14.0
1845,2140,1.0,7.0
1846,1848,1.0,62.0
1848,1400,1.0,62.0
1850,3482,1.0,107.0
1850,3826,1.0,67.0
1850,4326,1.0,89.0
1850,4443,1.0,54.0
1854,1282,1.0,56.0
1854,2871,1.0,64.0
1855,3712,1.0,48.0
1856,1556,1.0,21.0
1856,1855,1.0,13.0
1857,2279,1.0,28.0
1858,1857,1.0,20.0
1858,2278,1.0,57.0
1860,2628,1.0,39.0
1860,3073,1.0,28.0
1861,1619,1.0,10.0
1861,1860,1.0,20.0
1861,4347,1.0,71.0
1862,538,1.0,38.0
1862,2795,13.0,7.0
1865,3163,1.0,41.0
1866,3286,3.0,8.0
1868,1869,4.0,19.0
1868,3427,1.0,6.0
1869,394,1.0,136.0
1869,1663,1.0,13.0
1869,1795,1.0,59.0
1869,1871,1.0,67.0
1869,2497,1.0,106.0
1869,2915,1.0,27.0
1869,3744,1.0,40.0
1871,1728,1.0,17.0
1871,4344,1.0,4.0
1874,3542,1.0,144.0
1881,538,1.0,29.0
1881,687,11.0,27.0
1882,215,1.0,85.0
1882,540,1.0,29.0
1882,4283,1.0,106.0
1883,215,1.0,135.0
1886,2064,1.0,35.0
1886,3093,1.0,13.0
1887,1888,1.0,18.0
1887,3009,1.0,148.0
1888,79,4.0,34.0
1888,673,5.0,42.0
1888,876,1.0,62.0
1888,1462,1.0,47.0
1888,1507,1.0,13.0
1888,1912,7.0,33.0
1888,3293,1.0,125.0
1889,2212,1.0,45.0
1890,2184,1.0,52.0
1891,1897,1.0,90.0
1892,1526,1.0,89.0
1892,1897,1.0,75.0
1893,1349,2.0,14.0
1893,1892,1.0,28.0
1895,1529,1.0,89.0
1895,1897,1.0,33.0
1896,533,1.0,69.0
1896,1897,2.0,19.0
1896,2787,1.0,149.0
1897,98,1.0,93.0
1897,296,1.0,77.0
1897,1530,1.0,73.0
1897,1611,1.0,50.0
1897,1804,1.0,14.0
1897,2740,1.0,27.0
1897,2959,1.0,53.0
1897,3698,1.0,44.0
1897,3820,1.0,77.0
1898,2269,1.0,27.0
1899,299,1.0,27.0
1901,1341,9.0,6.0
1909,2593,1.0,103.0
1912,1591,5.0,6.0
1912,1887,2.0,21.0
1912,1888,1.0,40.0
1914,2756,3.0,6.0
1915,329,1.0,155.0
1917,1526,1.0,29.0
1917,3701,1.0,132.0
1918,2573,9.0,14.0
1919,3064,1.0,14.0
1920,1529,1.0,29.0
1921,658,3.0,7.0
1921,2619,2.0,21.0
1922,1530,1.0,15.0
1922,1923,2.0,20.0
1923,1611,3.0,28.0
1926,668,1.0,37.0
1927,1060,1.0,37.0
1927,1414,1.0,27.0
1931,1061,1.0,8.0
1935,2137,1.0,116.0
1935,3404,1.0,63.0
1935,3413,1.0,149.0
1939,2204,1.0,31.0
1945,540,7.0,15.0
1946,1945,1.0,7.0
1947,1369,2.0,24.0
1948,217,6.0,6.0
1949,1371,1.0,24.0
1950,1735,3.0,21.0
1953,1652,1.0,47.0
1955,2399,1.0,103.0
1955,3988,1.0,1.0
1956,1957,1.0,10.0
1957,1407,1.0,23.0
1957,1956,1.0,7.0
1957,2010,1.0,55.0
1959,3991,1.0,43.0
1962,1927,1.0,36.0
1966,1441,1.0,21.0
1968,4013,1.0,8.0
1969,3992,1.0,8.0
1972,3404,1.0,29.0
1973,1341,1.0,29.0
1973,1376,3.0,24.0
1973,1379,1.0,52.0
1974,700,1.0,39.0
1974,1286,1.0,60.0
1975,1341,1.0,43.0
1975,1382,1.0,61.0
1975,1974,1.0,6.0
1976,125,1.0,95.0
1976,701,1.0,67.0
1976,708,1.0,60.0
1976,709,1.0,68.0
1976,710,1.0,76.0
1976,1161,1.0,56.0
1976,1375,1.0,60.0
1976,1379,1.0,24.0
1976,1901,1.0,50.0
1976,1973,1.0,28.0
1976,1974,1.0,21.0
1976,1975,1.0,14.0
1976,2435,1.0,49.0
1976,2517,1.0,81.0
1976,3435,1.0,101.0
1976,3454,1.0,107.0
1976,4251,1.0,43.0
1977,2621,1.0,52.0
1978,2621,1.0,59.0
1979,361,1.0,129.0
1979,1679,6.0,7.0
1981,351,1.0,7.0
1982,716,1.0,61.0
1982,1007,1.0,38.0
1982,1015,1.0,67.0
1983,351,1.0,21.0
1983,714,2.0,24.0
1984,351,1.0,36.0
1984,354,1.0,14.0
1984,705,1.0,111.0
1984,1982,1.0,21.0
1984,2039,1.0,75.0
1984,2376,1.0,159.0
1984,4402,1.0,75.0
1985,1984,1.0,7.0
1986,719,1.0,31.0
1987,993,1.0,139.0
1988,722,1.0,39.0
1988,1390,1.0,32.0
1988,2361,1.0,135.0
1988,2565,1.0,75.0
1989,1984,1.0,36.0
1990,362,1.0,16.0
1990,882,1.0,7.0
1991,362,2.0,24.0
2003,2004,1.0,7.0
2003,2721,1.0,28.0
2004,2009,1.0,51.0
2006,1850,1.0,39.0
2007,1850,1.0,32.0
2008,1049,1.0,20.0
2009,2008,1.0,7.0
2009,4000,1.0,49.0
2009,4532,1.0,10.0
2010,4551,1.0,69.0
2011,993,1.0,66.0
2012,1386,2.0,39.0
2012,2440,1.0,21.0
2013,2090,2.0,35.0
2013,3035,1.0,7.0
2021,1550,1.0,42.0
2023,2064,2.0,55.0
2025,3069,1.0,35.0
2027,4191,1.0,19.0
2028,3069,1.0,10.0
2029,2028,1.0,5.0
2035,1675,1.0,16.0
2036,208,1.0,20.0
2037,4256,1.0,32.0
2038,1005,1.0,14.0
2038,2781,1.0,77.0
2039,1569,1.0,28.0
2039,2011,1.0,21.0
2039,2038,1.0,14.0
2039,2611,1.0,35.0
2040,2039,2.0,14.0
2041,1032,1.0,86.0
2041,2781,1.0,35.0
2045,2041,1.0,65.0
2052,3863,1.0,15.0
2054,2056,2.0,14.0
2056,282,1.0,51.0
2056,1038,3.0,7.0
2059,56,1.0,149.0
2059,223,3.0,10.0
2059,564,1.0,74.0
2059,1684,1.0,20.0
2059,1727,1.0,27.0
2059,2351,1.0,58.0
2059,2635,1.0,52.0
2059,2649,1.0,80.0
2059,2996,1.0,87.0
2059,4127,1.0,61.0
2059,4396,1.0,19.0
2063,1614,1.0,47.0
2063,1616,5.0,7.0
2063,1697,1.0,61.0
2063,4276,1.0,82.0
2064,1212,1.0,64.0
2064,1617,3.0,7.0
2064,3426,1.0,75.0
2065,866,1.0,21.0
2065,1617,1.0,28.0
2065,1619,3.0,29.0
2065,1886,1.0,14.0
2066,1217,1.0,62.0
2070,984,2.0,6.0
2071,1752,1.0,81.0
2071,4379,1.0,12.0
2074,2902,1.0,133.0
2075,668,1.0,11.0
2079,2151,1.0,2.0
2079,2354,1.0,168.0
2080,1888,1.0,74.0
2080,4199,1.0,7.0
2081,1456,1.0,25.0
2081,2080,1.0,28.0
2083,2084,1.0,24.0
2084,36,1.0,14.0
2084,37,1.0,39.0
2084,3315,2.0,71.0
2086,1364,1.0,32.0
2087,1866,1.0,11.0
2088,2611,1.0,21.0
2089,1260,1.0,103.0
2089,1681,1.0,117.0
2090,3097,5.0,14.0
2091,100,1.0,4.0
2091,762,1.0,45.0
2091,3265,1.0,70.0
2106,3974,1.0,22.0
2107,3640,2.0,0.0
2110,63,2.0,35.0
2110,3803,1.0,31.0
2111,416,1.0,30.0
2117,473,1.0,31.0
2118,2120,1.0,18.0
2120,3510,1.0,48.0
2124,2129,2.0,58.0
2129,2932,2.0,11.0
2129,4564,2.0,7.0
2133,1781,1.0,128.0
2137,2117,1.0,21.0
2139,279,1.0,14.0
2140,1049,1.0,103.0
2141,2986,1.0,21.0
2147,1592,1.0,20.0
2151,1508,1.0,47.0
2153,2154,2.0,7.0
2154,800,1.0,47.0
2154,1733,1.0,63.0
2154,3627,1.0,56.0
2156,803,1.0,38.0
2156,3761,2.0,6.0
2157,414,1.0,3.0
2157,2159,1.0,22.0
2157,3793,1.0,12.0
2159,800,1.0,106.0
2159,2111,1.0,47.0
2159,2312,1.0,31.0
2160,1837,1.0,7.0
2161,2162,4.0,14.0
2161,4480,1.0,0.0
2162,274,2.0,50.0
2162,654,1.0,167.0
2162,812,1.0,24.0
2162,2110,1.0,35.0
2162,2302,1.0,25.0
2162,2616,1.0,152.0
2162,3803,1.0,20.0
2163,2164,1.0,7.0
2164,1203,1.0,49.0
2164,3780,1.0,19.0
2165,41,1.0,27.0
2165,425,1.0,49.0
2165,818,1.0,46.0
2167,821,1.0,32.0
2167,1633,1.0,60.0
2167,2106,1.0,59.0
2167,2171,1.0,43.0
2168,2169,2.0,7.0
2169,434,3.0,13.0
2169,2318,1.0,32.0
2171,3790,1.0,11.0
2173,2,1.0,61.0
2176,2,1.0,39.0
2179,3830,1.0,31.0
2179,4399,1.0,37.0
2184,23,1.0,8.0
2184,1168,1.0,183.0
2184,1402,1.0,81.0
2184,3589,1.0,164.0
2184,4552,1.0,57.0
2193,1224,1.0,7.0
2198,270,1.0,31.0
2202,3543,1.0,67.0
2203,2202,1.0,14.0
2204,1939,1.0,31.0
2204,2203,1.0,7.0
2208,2204,1.0,38.0
2212,978,1.0,47.0
2220,3088,1.0,26.0
2223,2843,1.0,36.0
2224,921,1.0,28.0
2224,3929,1.0,47.0
2224,3949,1.0,32.0
2225,2224,3.0,4.0
2231,1199,1.0,6.0
2232,2231,1.0,13.0
2234,2653,1.0,19.0
2236,2023,2.0,7.0
2236,3378,1.0,125.0
2237,630,2.0,26.0
2237,2236,1.0,14.0
2237,4197,2.0,19.0
2237,4279,2.0,61.0
2239,2774,1.0,56.0
2239,4287,1.0,82.0
2240,1586,3.0,26.0
2240,1587,1.0,7.0
2240,4287,1.0,97.0
2242,1586,1.0,40.0
2243,2240,4.0,20.0
2245,66,5.0,13.0
2245,2969,2.0,34.0
2245,4174,1.0,39.0
2245,4176,1.0,98.0
2246,997,1.0,26.0
2248,998,1.0,7.0
2248,1184,1.0,48.0
2248,1292,1.0,49.0
2248,2376,4.0,41.0
2248,2377,1.0,41.0
2248,2522,1.0,33.0
2248,2556,1.0,90.0
2248,2667,1.0,48.0
2248,2967,1.0,40.0
2248,3112,2.0,19.0
2248,3876,1.0,41.0
2248,4146,1.0,60.0
2251,2376,1.0,19.0
2254,1183,2.0,28.0
2254,2045,1.0,39.0
2254,4403,1.0,40.0
2255,2040,1.0,53.0
2255,2254,1.0,14.0
2256,2749,1.0,28.0
2256,3381,1.0,52.0
2258,2346,1.0,33.0
2259,4158,1.0,1.0
2260,641,1.0,23.0
2260,900,1.0,34.0
2261,3100,2.0,20.0
2262,2261,2.0,7.0
2262,4371,1.0,1.0
2263,907,1.0,7.0
2264,589,2.0,27.0
2265,1530,1.0,29.0
2266,286,1.0,113.0
2266,1805,1.0,57.0
2267,659,1.0,29.0
2267,1610,1.0,7.0
2267,1805,3.0,28.0
2267,2683,1.0,55.0
2268,1804,2.0,7.0
2269,1897,2.0,7.0
2270,1805,1.0,56.0
2271,532,2.0,7.0
2273,2871,1.0,77.0
2274,1545,1.0,49.0
2275,2787,1.0,57.0
2276,1135,1.0,50.0
2276,2416,1.0,42.0
2276,2689,1.0,48.0
2276,2870,1.0,19.0
2276,2892,1.0,92.0
2276,2953,1.0,34.0
2276,3715,1.0,55.0
2277,2273,1.0,28.0
2277,2275,1.0,14.0
2278,309,1.0,74.0
2278,532,1.0,72.0
2278,730,1.0,63.0
2278,1209,4.0,7.0
2278,1278,1.0,97.0
2278,1747,1.0,339.0
2278,3602,1.0,51.0
2278,3722,1.0,150.0
