from,to,flow,cost
173,172,1.0,7.0
173,483,3.0,14.0
174,173,1.0,10.0
174,179,2.0,49.0
179,2837,1.0,34.0
179,3211,1.0,63.0
180,184,1.0,26.0
184,71,1.0,67.0
186,321,1.0,27.0
186,503,1.0,47.0
186,3216,1.0,32.0
195,2902,1.0,201.0
199,3952,1.0,120.0
200,204,1.0,33.0
201,3818,1.0,73.0
204,206,1.0,13.0
206,2815,1.0,60.0
208,211,1.0,21.0
208,1147,1.0,7.0
208,1624,1.0,61.0
208,1724,1.0,22.0
208,2037,1.0,60.0
211,3962,2.0,38.0
215,331,1.0,17.0
215,576,1.0,13.0
215,687,1.0,47.0
215,688,1.0,34.0
215,869,1.0,34.0
215,2772,8.0,49.0
215,4284,1.0,34.0
216,215,1.0,27.0
216,335,1.0,52.0
216,689,5.0,6.0
217,554,1.0,375.0
217,577,1.0,37.0
217,1364,1.0,118.0
217,1882,1.0,20.0
217,1945,1.0,34.0
217,1947,1.0,6.0
217,2428,1.0,76.0
218,1228,2.0,13.0
219,3163,1.0,134.0
220,2354,2.0,6.0
221,3265,1.0,117.0
221,3274,1.0,6.0
223,554,1.0,28.0
223,926,1.0,92.0
223,2394,1.0,95.0
223,2996,1.0,97.0
223,3306,1.0,40.0
224,692,1.0,7.0
224,700,1.0,71.0
225,1735,2.0,7.0
226,2430,1.0,31.0
227,1734,1.0,109.0
227,1736,3.0,7.0
229,3281,1.0,2.0
231,275,2.0,32.0
241,1032,2.0,8.0
248,249,4.0,15.0
248,694,1.0,41.0
248,1809,14.0,7.0
248,4502,1.0,22.0
249,250,2.0,12.0
249,340,1.0,7.0
249,1266,1.0,26.0
249,4501,1.0,4.0
250,696,1.0,7.0
250,697,1.0,14.0
250,698,2.0,21.0
250,700,1.0,35.0
250,1714,1.0,34.0
251,1735,1.0,42.0
251,1810,4.0,7.0
252,4249,3.0,7.0
253,1811,3.0,6.0
254,1736,1.0,81.0
255,742,1.0,21.0
270,1065,1.0,11.0
273,1935,1.0,2.0
274,7,1.0,32.0
274,1148,1.0,7.0
275,1612,1.0,88.0
275,1730,1.0,73.0
279,923,1.0,26.0
279,925,1.0,19.0
280,4424,1.0,48.0
281,282,1.0,7.0
281,284,2.0,21.0
282,117,1.0,21.0
282,284,3.0,14.0
282,589,1.0,68.0
282,1136,1.0,134.0
282,1922,1.0,133.0
282,2860,1.0,109.0
282,3386,2.0,27.0
282,3430,1.0,22.0
282,3709,1.0,206.0
282,4123,1.0,34.0
282,4352,1.0,42.0
282,4369,1.0,77.0
284,285,4.0,7.0
284,1692,1.0,54.0
285,286,7.0,7.0
286,288,13.0,14.0
288,167,2.0,51.0
288,289,1.0,7.0
288,291,9.0,22.0
288,2911,1.0,96.0
289,1526,1.0,117.0
291,292,14.0,7.0
292,293,7.0,7.0
292,294,9.0,14.0
293,295,2.0,14.0
293,2266,1.0,61.0
293,2268,1.0,77.0
293,2620,1.0,41.0
293,3576,1.0,20.0
293,3739,1.0,23.0
294,296,9.0,14.0
294,2871,1.0,191.0
295,1530,1.0,69.0
295,4415,1.0,20.0
296,297,1.0,7.0
296,298,9.0,15.0
297,298,1.0,8.0
298,99,1.0,40.0
298,292,1.0,44.0
298,1106,1.0,580.0
298,1577,1.0,115.0
298,1611,1.0,42.0
298,1923,1.0,71.0
298,2619,1.0,75.0
298,2741,1.0,50.0
298,2911,1.0,20.0
298,3384,1.0,72.0
298,3389,1.0,38.0
298,4431,1.0,48.0
299,298,2.0,7.0
299,2871,1.0,153.0
300,299,2.0,7.0
300,2684,1.0,60.0
302,303,4.0,7.0
303,302,1.0,7.0
303,304,1.0,7.0
303,1899,1.0,35.0
303,2787,1.0,111.0
304,3120,1.0,19.0
305,534,1.0,16.0
305,1893,1.0,107.0
307,1544,1.0,47.0
307,1545,1.0,27.0
307,1546,1.0,27.0
307,2536,1.0,34.0
307,2779,1.0,48.0
307,3041,1.0,26.0
307,3602,1.0,38.0
308,307,4.0,7.0
308,2787,1.0,73.0
309,308,2.0,7.0
310,282,1.0,88.0
310,309,1.0,7.0
312,1683,1.0,51.0
312,2312,1.0,14.0
314,419,1.0,7.0
314,810,1.0,17.0
314,3803,1.0,31.0
319,1090,2.0,8.0
321,499,3.0,8.0
325,174,1.0,123.0
329,538,1.0,46.0
329,1881,12.0,16.0
329,1946,1.0,75.0
329,2538,1.0,155.0
329,2795,1.0,60.0
330,538,1.0,52.0
331,538,1.0,55.0
331,4287,1.0,56.0
333,329,2.0,27.0
334,333,1.0,7.0
335,225,1.0,77.0
335,251,1.0,98.0
335,329,1.0,43.0
335,331,1.0,29.0
335,577,1.0,79.0
335,690,2.0,53.0
335,694,1.0,60.0
335,869,1.0,59.0
335,1226,1.0,11.0
335,1229,1.0,113.0
335,1371,1.0,95.0
335,1552,1.0,59.0
335,1734,2.0,3.0
335,1810,1.0,105.0
335,2774,1.0,91.0
335,3138,1.0,38.0
335,4287,1.0,23.0
336,2236,1.0,82.0
338,692,2.0,30.0
338,2552,1.0,70.0
339,4505,2.0,4.0
340,1266,1.0,19.0
341,248,1.0,25.0
341,4504,2.0,0.0
342,4503,3.0,4.0
343,700,1.0,52.0
343,715,1.0,161.0
343,1973,4.0,20.0
344,1286,2.0,43.0
345,1975,2.0,15.0
346,2640,1.0,73.0
347,700,1.0,70.0
347,1159,1.0,17.0
347,1976,8.0,10.0
348,1382,1.0,64.0
348,1976,1.0,17.0
349,348,1.0,7.0
350,716,1.0,78.0
350,1679,2.0,4.0
351,1979,5.0,14.0
352,756,1.0,115.0
353,1015,1.0,80.0
353,1382,1.0,73.0
354,715,1.0,45.0
354,1007,1.0,18.0
355,1005,1.0,68.0
355,1984,5.0,7.0
356,355,1.0,7.0
357,1394,1.0,75.0
358,1393,3.0,45.0
359,722,1.0,49.0
359,1988,1.0,9.0
360,362,1.0,37.0
361,362,2.0,44.0
361,1032,1.0,73.0
362,354,1.0,58.0
362,355,1.0,51.0
362,356,1.0,44.0
362,358,1.0,30.0
362,360,1.0,15.0
362,361,1.0,8.0
362,363,1.0,21.0
362,719,1.0,77.0
362,1388,2.0,61.0
362,1392,1.0,29.0
362,1394,1.0,16.0
362,1536,1.0,152.0
362,1981,1.0,86.0
362,1982,1.0,79.0
362,1987,1.0,40.0
362,1990,1.0,16.0
362,1991,1.0,41.0
362,2090,1.0,72.0
362,2343,1.0,114.0
362,2346,1.0,131.0
362,2444,1.0,33.0
362,3003,1.0,165.0
362,3677,1.0,95.0
362,3937,1.0,61.0
362,3938,1.0,20.0
362,3978,1.0,104.0
362,4246,1.0,27.0
363,362,3.0,8.0
368,2368,1.0,133.0
375,1591,1.0,127.0
375,2651,1.0,80.0
376,375,2.0,6.0
376,2955,1.0,40.0
378,376,2.0,12.0
378,3133,1.0,139.0
379,378,2.0,13.0
381,379,1.0,14.0
384,1926,1.0,7.0
384,2902,1.0,130.0
387,3949,1.0,82.0
390,1888,1.0,101.0
390,3862,2.0,8.0
392,390,1.0,14.0
392,3919,1.0,98.0
393,392,1.0,7.0
394,392,1.0,13.0
395,1705,1.0,92.0
396,395,1.0,6.0
397,2653,2.0,92.0
397,3925,1.0,55.0
399,397,1.0,13.0
399,538,1.0,48.0
399,2065,1.0,97.0
400,399,1.0,7.0
403,2368,1.0,119.0
404,362,1.0,29.0
404,3941,2.0,6.0
405,3795,1.0,10.0
406,34,1.0,16.0
408,3787,1.0,10.0
408,4423,2.0,2.0
409,34,1.0,41.0
409,3787,1.0,18.0
410,408,2.0,16.0
411,410,1.0,8.0
411,3777,1.0,10.0
411,4569,1.0,53.0
412,408,1.0,32.0
412,3787,1.0,40.0
413,412,1.0,7.0
413,2156,1.0,22.0
413,3770,1.0,104.0
413,3779,1.0,45.0
414,805,2.0,21.0
414,3625,1.0,44.0
416,2310,1.0,32.0
416,3765,3.0,1.0
418,2160,1.0,12.0
419,1837,1.0,27.0
420,314,3.0,7.0
420,811,1.0,9.0
420,3762,3.0,1.0
422,812,1.0,16.0
422,2162,4.0,36.0
422,3781,1.0,23.0
423,20,1.0,17.0
425,2164,1.0,14.0
426,817,1.0,11.0
428,422,1.0,58.0
428,2107,1.0,35.0
428,3783,1.0,1.0
428,3791,1.0,8.0
430,431,1.0,10.0
430,820,1.0,18.0
430,2168,1.0,34.0
430,2316,1.0,37.0
430,3640,1.0,33.0
430,3797,3.0,8.0
431,430,1.0,7.0
434,135,1.0,50.0
434,2323,1.0,125.0
434,3534,1.0,30.0
434,3773,1.0,10.0
434,3774,1.0,30.0
434,3800,1.0,2.0
440,434,2.0,43.0
440,832,1.0,22.0
440,3774,1.0,15.0
440,3789,1.0,30.0
440,3802,1.0,9.0
448,3826,1.0,39.0
453,3022,1.0,13.0
459,3493,1.0,22.0
459,4040,1.0,38.0
461,459,1.0,14.0
461,2133,1.0,27.0
473,2198,1.0,26.0
483,170,1.0,30.0
483,174,1.0,28.0
483,3083,1.0,29.0
490,321,1.0,60.0
499,1086,1.0,54.0
499,1889,1.0,130.0
499,3209,1.0,36.0
499,3231,1.0,134.0
499,3970,1.0,74.0
499,4006,1.0,296.0
503,499,2.0,27.0
505,4334,1.0,69.0
511,3906,1.0,8.0
514,3893,1.0,53.0
517,518,1.0,15.0
517,1743,1.0,10.0
518,3905,1.0,45.0
519,231,1.0,68.0
519,4340,1.0,2.0
527,4490,1.0,89.0
528,2687,1.0,36.0
528,3713,1.0,82.0
529,2871,1.0,99.0
529,3710,1.0,1.0
530,529,1.0,13.0
532,533,2.0,20.0
532,1545,1.0,42.0
532,2269,1.0,22.0
532,2535,1.0,34.0
532,2536,1.0,35.0
532,2871,1.0,92.0
532,3040,2.0,54.0
532,3691,1.0,104.0
532,3701,1.0,78.0
533,532,1.0,20.0
533,1351,1.0,69.0
533,1806,1.0,84.0
533,2914,1.0,48.0
533,3041,2.0,7.0
533,3178,1.0,168.0
534,305,1.0,16.0
534,1891,1.0,5.0
537,57,1.0,65.0
538,540,4.0,52.0
538,680,1.0,72.0
538,785,1.0,21.0
538,861,1.0,72.0
538,1862,12.0,7.0
540,543,1.0,59.0
540,566,1.0,259.0
540,687,1.0,68.0
540,772,1.0,91.0
540,917,1.0,65.0
540,975,1.0,25.0
540,1122,1.0,68.0
540,1127,1.0,95.0
540,1912,1.0,148.0
540,2086,1.0,94.0
540,2806,1.0,89.0
540,3131,1.0,93.0
540,4240,1.0,45.0
543,975,1.0,10.0
543,1364,1.0,36.0
544,3163,1.0,84.0
545,3044,1.0,8.0
545,3284,1.0,23.0
552,2902,1.0,229.0
554,223,2.0,26.0
554,3356,1.0,10.0
555,4043,1.0,37.0
564,565,1.0,14.0
564,3294,1.0,25.0
565,3291,1.0,2.0
565,4393,1.0,24.0
566,567,1.0,2.0
567,2996,1.0,45.0
568,378,1.0,122.0
568,2996,1.0,54.0
574,1644,4.0,6.0
574,4351,1.0,115.0
576,329,1.0,21.0
577,329,1.0,49.0
577,688,9.0,6.0
579,540,1.0,60.0
579,1735,1.0,59.0
580,1883,1.0,6.0
581,253,1.0,115.0
582,3432,1.0,146.0
584,1526,1.0,15.0
586,899,1.0,76.0
587,2460,1.0,20.0
589,1530,1.0,35.0
589,1531,7.0,14.0
589,1805,1.0,74.0
589,1898,1.0,88.0
589,1921,1.0,69.0
589,2460,1.0,61.0
589,2461,1.0,47.0
590,3871,1.0,13.0
591,675,1.0,15.0
591,875,1.0,27.0
601,1049,1.0,49.0
602,2184,1.0,63.0
606,2902,1.0,41.0
609,1639,7.0,12.0
612,3962,1.0,43.0
614,75,1.0,53.0
614,211,1.0,20.0
614,1647,2.0,11.0
618,2996,1.0,79.0
622,2902,1.0,240.0
626,627,3.0,13.0
627,339,1.0,30.0
627,696,1.0,69.0
627,1950,1.0,80.0
627,2374,1.0,137.0
629,2774,1.0,75.0
630,2236,1.0,40.0
630,2849,1.0,49.0
631,2237,1.0,7.0
634,519,1.0,36.0
637,723,1.0,86.0
639,3685,1.0,15.0
639,4424,1.0,54.0
640,1035,1.0,58.0
641,899,1.0,46.0
643,411,1.0,17.0
643,413,3.0,24.0
645,2470,1.0,36.0
652,653,1.0,3.0
653,379,1.0,71.0
654,1032,1.0,132.0
654,1526,4.0,36.0
654,1917,2.0,7.0
655,1032,1.0,146.0
655,1529,1.0,79.0
657,1529,1.0,37.0
657,1920,1.0,7.0
657,3064,2.0,20.0
658,899,1.0,113.0
658,1529,1.0,51.0
658,2265,1.0,26.0
659,1827,1.0,14.0
659,1922,1.0,7.0
660,899,1.0,100.0
660,1530,1.0,42.0
667,1821,1.0,11.0
668,984,1.0,102.0
668,1274,1.0,60.0
668,2070,1.0,108.0
668,2075,1.0,47.0
670,1888,1.0,45.0
673,590,1.0,77.0
673,3871,1.0,63.0
673,3968,2.0,19.0
673,4241,1.0,15.0
675,682,1.0,56.0
677,3129,1.0,53.0
677,3866,1.0,55.0
677,3871,2.0,19.0
677,3872,1.0,26.0
677,3967,1.0,62.0
677,4295,1.0,161.0
680,215,1.0,120.0
680,393,1.0,86.0
680,682,1.0,21.0
680,780,1.0,38.0
680,785,1.0,49.0
680,1122,1.0,31.0
680,1125,1.0,72.0
680,1614,1.0,84.0
680,1945,1.0,82.0
680,2450,1.0,171.0
682,224,1.0,99.0
682,1120,1.0,39.0
682,2806,1.0,72.0
685,1366,3.0,48.0
685,1945,4.0,24.0
687,329,1.0,55.0
687,577,8.0,6.0
687,579,2.0,55.0
687,1882,2.0,24.0
688,215,1.0,34.0
688,216,7.0,6.0
688,1735,1.0,52.0
688,1947,1.0,24.0
689,217,1.0,31.0
689,690,2.0,7.0
689,1948,2.0,24.0
690,335,1.0,39.0
690,691,1.0,7.0
690,1734,1.0,35.0
690,2546,1.0,49.0
691,224,1.0,7.0
691,329,1.0,74.0
692,627,1.0,48.0
692,1286,1.0,114.0
692,1735,1.0,39.0
693,250,2.0,21.0
693,4287,1.0,73.0
694,1266,1.0,41.0
694,1267,1.0,24.0
695,250,2.0,7.0
696,341,1.0,9.0
696,697,4.0,7.0
696,700,1.0,28.0
697,1341,5.0,24.0
698,342,2.0,12.0
699,4251,3.0,24.0
700,343,1.0,12.0
700,702,1.0,14.0
700,709,1.0,65.0
700,1286,1.0,50.0
700,1710,9.0,24.0
700,1901,2.0,39.0
700,4251,2.0,32.0
701,343,3.0,4.0
702,703,7.0,6.0
703,344,1.0,17.0
703,347,4.0,28.0
703,351,1.0,83.0
703,704,1.0,7.0
703,705,1.0,14.0
704,1286,1.0,49.0
704,1901,1.0,82.0
705,706,1.0,7.0
705,715,1.0,73.0
706,1286,1.0,63.0
708,350,3.0,19.0
709,1976,2.0,54.0
709,1979,2.0,24.0
709,2248,1.0,125.0
710,715,1.0,36.0
714,723,1.0,66.0
714,2332,1.0,28.0
715,716,11.0,7.0
715,1005,1.0,43.0
715,2336,1.0,79.0
716,715,1.0,64.0
716,717,1.0,7.0
716,718,8.0,14.0
716,1005,1.0,35.0
716,1389,1.0,63.0
716,1982,1.0,60.0
716,1983,2.0,53.0
716,1985,1.0,31.0
716,2039,1.0,50.0
717,719,1.0,14.0
717,2611,1.0,35.0
718,719,9.0,7.0
719,358,1.0,33.0
719,721,5.0,14.0
719,722,3.0,21.0
719,1679,1.0,104.0
719,1986,1.0,32.0
719,1988,1.0,46.0
719,2887,1.0,35.0
719,3675,1.0,63.0
721,722,2.0,7.0
721,723,2.0,15.0
721,1989,1.0,24.0
722,723,1.0,7.0
722,1015,1.0,107.0
722,1988,1.0,54.0
722,2088,1.0,35.0
722,2259,1.0,118.0
722,2568,1.0,72.0
722,2669,1.0,164.0
722,3115,1.0,167.0
722,4057,1.0,130.0
723,362,9.0,40.0
723,724,3.0,8.0
723,1032,1.0,27.0
723,4377,1.0,44.0
724,362,1.0,64.0
724,1032,2.0,36.0
730,1556,1.0,56.0
734,739,11.0,8.0
734,2996,1.0,72.0
736,2386,1.0,138.0
739,376,1.0,32.0
739,618,1.0,28.0
739,2955,10.0,30.0
739,2996,1.0,64.0
740,1737,2.0,24.0
741,3265,1.0,114.0
741,3280,2.0,14.0
742,741,3.0,6.0
745,742,1.0,28.0
747,1009,1.0,126.0
748,1710,1.0,105.0
752,90,1.0,18.0
754,1009,1.0,75.0
754,3265,4.0,23.0
755,754,2.0,7.0
755,3265,1.0,31.0
756,755,1.0,7.0
757,755,1.0,14.0
762,1010,2.0,27.0
762,2091,3.0,58.0
762,3260,4.0,30.0
762,3610,1.0,33.0
763,643,1.0,154.0
763,762,1.0,7.0
764,763,1.0,7.0
767,769,1.0,51.0
768,767,1.0,7.0
769,355,1.0,133.0
769,763,1.0,44.0
769,768,1.0,7.0
769,884,1.0,56.0
769,2013,1.0,76.0
769,2888,1.0,47.0
769,3311,1.0,32.0
769,3312,1.0,38.0
769,3314,2.0,38.0
769,3628,1.0,53.0
770,800,1.0,43.0
772,1888,1.0,23.0
780,3158,1.0,19.0
785,538,1.0,52.0
785,680,9.0,50.0
785,1123,2.0,51.0
785,1750,4.0,13.0
787,538,2.0,59.0
790,791,5.0,23.0
791,2656,1.0,76.0
791,2790,3.0,8.0
791,3074,1.0,58.0
792,2975,1.0,67.0
800,801,7.0,7.0
800,2153,1.0,25.0
800,3151,1.0,17.0
801,802,5.0,7.0
801,2154,1.0,25.0
801,3795,1.0,82.0
802,643,1.0,47.0
802,1830,2.0,9.0
802,3177,2.0,26.0
803,2156,1.0,24.0
803,4571,1.0,81.0
805,413,1.0,37.0
805,800,1.0,58.0
805,1004,1.0,18.0
805,3622,1.0,21.0
810,420,1.0,25.0
811,144,2.0,35.0
812,2110,2.0,10.0
815,19,1.0,17.0
815,420,1.0,53.0
817,422,1.0,46.0
818,42,1.0,7.0
820,2167,1.0,39.0
821,430,2.0,11.0
825,434,1.0,11.0
828,2319,1.0,71.0
832,430,1.0,91.0
836,545,1.0,21.0
840,2495,1.0,22.0
846,4026,1.0,11.0
847,1657,1.0,7.0
847,2721,1.0,43.0
852,634,1.0,35.0
857,1515,1.0,26.0
860,1316,1.0,7.0
860,1317,1.0,14.0
861,538,1.0,45.0
861,863,1.0,41.0
863,396,1.0,71.0
863,2063,5.0,7.0
863,2304,1.0,52.0
866,2653,1.0,40.0
869,685,6.0,27.0
875,3009,1.0,151.0
876,677,1.0,23.0
881,1005,1.0,50.0
881,1569,8.0,21.0
881,2887,1.0,14.0
882,723,1.0,32.0
883,362,2.0,16.0
884,2089,2.0,7.0
888,2996,1.0,44.0
889,888,1.0,15.0
891,2059,1.0,79.0
891,2996,1.0,23.0
892,2996,1.0,25.0
896,3099,2.0,7.0
897,639,1.0,7.0
897,3684,1.0,29.0
898,4424,1.0,48.0
899,584,1.0,118.0
899,897,2.0,74.0
899,900,1.0,20.0
899,905,2.0,90.0
899,1037,1.0,50.0
899,2260,2.0,14.0
899,2681,1.0,62.0
899,2862,2.0,40.0
899,3678,1.0,91.0
900,908,12.0,28.0
903,1526,1.0,29.0
905,903,1.0,42.0
905,1690,1.0,7.0
907,2262,2.0,14.0
907,2681,1.0,48.0
907,2748,1.0,113.0
907,3679,1.0,112.0
907,3682,1.0,55.0
907,4312,1.0,127.0
908,589,10.0,14.0
908,2263,1.0,27.0
908,2264,1.0,42.0
908,3103,1.0,7.0
914,591,1.0,6.0
917,1515,1.0,27.0
921,1707,1.0,9.0
922,403,1.0,13.0
923,2368,1.0,94.0
925,57,1.0,105.0
926,3363,2.0,18.0
929,981,1.0,63.0
929,1702,1.0,61.0
929,2924,1.0,82.0
930,2929,1.0,38.0
931,930,1.0,18.0
934,4513,2.0,15.0
938,3962,1.0,48.0
943,3949,1.0,18.0
951,2927,1.0,22.0
952,1752,1.0,29.0
953,2902,1.0,34.0
954,4110,1.0,35.0
955,670,1.0,1.0
955,2902,1.0,176.0
956,955,2.0,6.0
956,1590,1.0,2.0
956,1888,1.0,53.0
957,2996,1.0,118.0
958,3075,1.0,137.0
959,1752,1.0,118.0
959,1888,1.0,74.0
960,959,1.0,6.0
960,4351,1.0,89.0
961,960,1.0,14.0
962,960,1.0,21.0
963,2902,1.0,92.0
965,2902,1.0,77.0
975,218,1.0,46.0
975,221,1.0,94.0
975,836,1.0,69.0
975,1228,1.0,59.0
975,2428,1.0,57.0
975,2539,1.0,68.0
975,3425,1.0,36.0
978,2208,1.0,9.0
981,57,2.0,59.0
984,981,1.0,24.0
984,4416,2.0,9.0
985,1344,1.0,6.0
987,4351,1.0,63.0
988,3169,2.0,17.0
988,4351,1.0,78.0
989,2493,4.0,9.0
993,346,1.0,63.0
993,1158,3.0,21.0
993,2358,3.0,29.0
993,2557,1.0,21.0
993,2640,1.0,58.0
995,2245,1.0,54.0
996,2358,1.0,41.0
996,2376,1.0,29.0
997,2474,1.0,80.0
998,2968,1.0,14.0
1000,157,1.0,7.0
1000,2248,1.0,42.0
1002,2309,1.0,7.0
1004,416,1.0,37.0
1005,715,2.0,28.0
1005,1006,1.0,53.0
1005,1178,1.0,21.0
1005,1983,1.0,60.0
1005,2332,6.0,7.0
1005,3671,3.0,34.0
1006,353,1.0,14.0
1007,355,2.0,24.0
1007,1389,2.0,21.0
1007,1394,1.0,65.0
1009,2813,3.0,28.0
1009,3107,1.0,72.0
1010,3265,2.0,39.0
1011,1439,1.0,154.0
1011,1931,1.0,90.0
1015,2336,6.0,7.0
1015,2374,3.0,28.0
1017,1680,1.0,21.0
1017,2337,1.0,7.0
1032,717,1.0,72.0
1032,722,1.0,50.0
1032,723,5.0,27.0
1032,881,10.0,7.0
1032,2561,1.0,79.0
1032,2563,1.0,50.0
1032,2564,1.0,36.0
1032,2674,1.0,78.0
1032,2860,1.0,62.0
1032,2937,1.0,72.0
1032,3676,1.0,60.0
1033,1032,1.0,13.0
1033,1034,1.0,14.0
1033,1533,1.0,29.0
1033,2566,3.0,8.0
1033,2567,1.0,15.0
1033,3180,1.0,66.0
1033,3681,1.0,64.0
1033,3691,1.0,153.0
1033,4377,1.0,43.0
1034,3677,2.0,1.0
1035,1034,1.0,13.0
1035,2345,1.0,7.0
1035,2677,1.0,41.0
1035,2680,1.0,85.0
1035,4312,1.0,15.0
1035,4470,1.0,14.0
1036,82,1.0,26.0
1036,1536,1.0,29.0
1036,2258,1.0,27.0
1036,2344,1.0,37.0
1036,2346,1.0,34.0
1036,2567,1.0,56.0
1036,3116,1.0,62.0
1036,3142,2.0,34.0
1036,4469,1.0,35.0
1037,82,3.0,6.0
1037,1036,1.0,19.0
1037,2255,1.0,36.0
1037,2750,1.0,58.0
1038,282,1.0,44.0
1038,3062,2.0,7.0
1045,1407,1.0,30.0
1045,4545,1.0,25.0
1049,602,1.0,48.0
1049,1051,1.0,15.0
1049,1411,1.0,76.0
1049,1890,1.0,24.0
1049,2006,1.0,41.0
1049,2009,1.0,12.0
1049,2725,1.0,22.0
1049,4076,1.0,68.0
1051,2767,1.0,30.0
1059,1061,1.0,14.0
1059,1167,1.0,74.0
1060,1061,1.0,7.0
1061,461,1.0,62.0
1061,2193,1.0,50.0
1061,4021,1.0,103.0
1065,2118,1.0,67.0
1065,2769,1.0,40.0
1066,1065,1.0,22.0
1086,1087,1.0,7.0
1087,71,1.0,32.0
1087,1088,1.0,7.0
1088,490,1.0,56.0
1090,319,1.0,8.0
1090,2410,1.0,122.0
1099,2326,1.0,31.0
1106,57,1.0,17.0
1106,1110,1.0,1.0
1110,2902,1.0,163.0
1111,4388,1.0,121.0
1114,828,1.0,19.0
1115,1515,1.0,50.0
1120,538,1.0,120.0
1122,3872,5.0,6.0
1123,215,1.0,159.0
1123,1115,1.0,3.0
1125,591,1.0,115.0
1125,2838,1.0,20.0
1127,329,1.0,113.0
1130,57,1.0,48.0
1133,1134,1.0,15.0
1133,2278,1.0,49.0
1134,2279,1.0,26.0
1135,1136,1.0,4.0
1136,99,2.0,25.0
1138,1250,1.0,83.0
1145,1436,1.0,29.0
1147,1724,1.0,14.0
1148,422,1.0,79.0
1149,4490,1.0,54.0
1152,2074,1.0,4.0
1153,1888,1.0,92.0
1153,2922,1.0,6.0
1154,387,1.0,20.0
1155,400,1.0,130.0
1155,2328,1.0,119.0
1158,344,1.0,53.0
1158,703,1.0,35.0
1158,1286,1.0,21.0
1158,2665,1.0,49.0
1159,700,1.0,53.0
1160,1286,1.0,95.0
1161,1158,1.0,102.0
1161,1160,1.0,24.0
1161,1382,1.0,54.0
1161,4259,1.0,7.0
1167,2989,1.0,38.0
1167,4092,1.0,1.0
1168,1966,1.0,9.0
1177,1348,2.0,16.0
1178,1015,1.0,7.0
1179,2248,1.0,91.0
1179,2560,1.0,7.0
1180,716,1.0,79.0
1180,3667,2.0,5.0
1181,2375,1.0,7.0
1182,1183,1.0,19.0
1183,993,1.0,111.0
1183,2251,1.0,7.0
1183,2336,1.0,91.0
1183,2519,1.0,97.0
1183,2621,1.0,118.0
1183,2665,1.0,98.0
1183,3612,1.0,57.0
1184,3117,1.0,86.0
1184,4403,2.0,21.0
1187,172,1.0,229.0
1192,4078,1.0,36.0
