from,to,flow,cost
3170,1645,1.0,60.0
3185,3118,1.0,101.0
3209,1088,1.0,33.0
3249,1394,1.0,109.0
3260,545,1.0,229.0
3265,1711,1.0,118.0
3265,1716,1.0,114.0
3265,2334,1.0,74.0
3265,2908,1.0,121.0
3271,2368,1.0,126.0
3306,567,1.0,94.0
3312,2091,1.0,49.0
3360,2431,1.0,8.0
3360,3306,1.0,397.0
3378,3431,1.0,109.0
3431,1795,1.0,105.0
3431,2477,1.0,20.0
3524,2561,1.0,115.0
3524,2962,1.0,56.0
3524,4168,1.0,22.0
3531,3524,1.0,42.0
3531,4144,1.0,0.0
3543,179,1.0,136.0
3591,2698,1.0,138.0
3614,1378,1.0,58.0
3618,3118,1.0,93.0
3665,2587,1.0,39.0
3668,2780,2.0,9.0
3668,2781,1.0,36.0
3670,2011,1.0,34.0
3691,529,1.0,77.0
3703,2787,1.0,164.0
3707,1822,1.0,136.0
3724,7,1.0,304.0
3736,2953,1.0,297.0
3774,3826,1.0,113.0
3783,2165,1.0,18.0
3783,3797,1.0,21.0
3787,409,1.0,2.0
3787,802,1.0,45.0
3793,4423,1.0,68.0
3795,34,1.0,18.0
3797,4423,1.0,215.0
3804,1763,1.0,51.0
3818,1344,1.0,145.0
3826,4423,1.0,374.0
3883,1730,1.0,286.0
3931,362,1.0,169.0
3950,2998,1.0,154.0
4004,41,1.0,440.0
4006,4193,1.0,304.0
4028,1407,1.0,205.0
4076,2588,1.0,167.0
4123,2787,1.0,129.0
4144,2668,1.0,57.0
4168,3524,1.0,9.0
4174,3431,1.0,72.0
4193,2588,1.0,111.0
4201,1485,1.0,216.0
4226,2922,1.0,89.0
4240,1750,1.0,66.0
4251,329,1.0,153.0
4251,1901,4.0,6.0
4279,1584,1.0,29.0
4283,4287,1.0,56.0
4287,938,1.0,257.0
4287,2546,1.0,13.0
4287,3170,1.0,211.0
4287,3378,1.0,172.0
4287,4279,1.0,30.0
4287,4283,1.0,41.0
4370,1843,1.0,137.0
4375,405,1.0,15.0
4377,2566,1.0,21.0
4401,1734,1.0,91.0
4403,1843,1.0,20.0
4403,3618,1.0,84.0
4415,2787,1.0,187.0
4423,405,1.0,24.0
4423,584,1.0,157.0
4423,897,1.0,155.0
4423,3787,1.0,8.0
4431,534,1.0,39.0
4451,1545,1.0,51.0
4457,748,1.0,20.0
4466,2996,1.0,80.0
4467,4287,1.0,111.0
4507,3524,1.0,119.0
4509,3081,1.0,162.0
