passenger,line,mod_cost
3156,501,87.0
3157,636,117.0
3158,211,59.0
3159,808,83.0
3160,870,54.0
3161,784,64.0
3162,421,31.0
3163,834,42.0
3164,369,54.0
3165,636,99.0
3166,75,34.0
3167,440,105.0
3168,799,53.0
3169,277,14.0
3170,753,92.0
3171,946,99.0
3172,840,81.0
3173,619,0.0
3174,648,52.0
3175,741,34.0
3176,189,102.0
3177,434,59.0
3178,973,14.0
3179,965,86.0
3180,398,34.0
3181,99,15.0
3182,119,100.0
3183,905,45.0
3184,53,65.0
3185,885,44.0
3186,598,34.0
3187,488,154.0
3188,501,53.0
3189,679,66.0
3190,494,62.0
3191,549,60.0
3192,535,118.0
3193,684,140.0
3194,680,42.0
3195,121,68.0
3196,870,112.0
3197,920,29.0
3198,258,137.0
3199,146,36.0
3200,138,47.0
3201,577,110.0
3202,553,92.0
3203,582,53.0
3204,17,68.0
3205,43,156.0
3206,732,103.0
3207,885,39.0
3208,76,97.0
3209,216,0.0
3210,984,24.0
3211,183,30.0
3212,972,56.0
3213,859,45.0
3214,514,46.0
3215,787,66.0
3216,223,67.0
3217,25,50.0
3218,258,18.0
3219,492,52.0
3220,445,22.0
3221,836,26.0
3222,119,80.0
3223,104,15.0
3224,502,58.0
3225,160,16.0
3226,50,31.0
3227,555,78.0
3228,228,39.0
3229,840,62.0
3230,706,37.0
3231,583,57.0
3232,80,39.0
3233,98,96.0
3234,555,120.0
3235,369,19.0
3236,760,29.0
3237,712,78.0
3238,106,74.0
3239,885,49.0
3240,419,113.0
3241,936,91.0
3242,285,89.0
3243,589,110.0
3244,521,29.0
3245,652,46.0
3246,986,92.0
3247,386,39.0
3248,975,82.0
3249,716,16.0
3250,445,82.0
3251,387,43.0
3252,19,63.0
3253,967,14.0
3254,494,43.0
3255,811,63.0
3256,698,51.0
3257,378,96.0
3258,172,47.0
3259,30,71.0
3260,230,85.0
3261,495,55.0
3262,438,89.0
3263,862,109.0
3264,936,110.0
3265,501,99.0
3266,18,71.0
3267,no_MT,90.0
3268,164,58.0
3269,268,82.0
3270,239,109.0
3271,525,47.0
3272,527,102.0
3273,751,40.0
3274,765,49.0
3275,317,64.0
3276,119,47.0
3277,709,32.0
3278,188,22.0
3279,644,55.0
3280,870,126.0
3281,706,78.0
3282,773,113.0
3283,277,27.0
3284,949,37.0
3285,294,70.0
3286,415,81.0
3287,82,67.0
3288,51,42.0
3289,95,57.0
3290,852,48.0
3291,185,113.0
3292,802,61.0
3293,484,36.0
3294,837,46.0
3295,275,66.0
3296,189,86.0
3297,315,36.0
3298,561,64.0
3299,662,52.0
3300,561,78.0
3301,706,31.0
3302,630,8.0
3303,624,90.0
3304,787,69.0
3305,53,36.0
3306,924,26.0
3307,561,60.0
3308,306,67.0
3309,203,58.0
3310,175,72.0
3311,94,63.0
3312,267,86.0
3313,935,46.0
3314,152,63.0
3315,486,85.0
3316,164,31.0
3317,164,81.0
3318,845,80.0
3319,583,92.0
3320,958,60.0
3321,979,55.0
3322,765,42.0
3323,936,93.0
3324,836,41.0
3325,99,66.0
3326,670,146.0
3327,316,64.0
3328,209,70.0
3329,118,99.0
3330,no_MT,21.0
3331,969,7.0
3332,491,84.0
3333,313,38.0
3334,401,60.0
3335,412,93.0
3336,565,43.0
3337,698,115.0
3338,419,46.0
3339,791,43.0
3340,51,65.0
3341,624,130.0
3342,644,62.0
3343,784,26.0
3344,13,43.0
3345,260,38.0
3346,573,30.0
3347,695,49.0
3348,275,60.0
3349,549,84.0
3350,138,50.0
3351,175,55.0
3352,753,47.0
3353,896,28.0
3354,742,11.0
3355,977,45.0
3356,706,82.0
3357,126,7.0
3358,326,75.0
3359,779,53.0
3360,619,22.0
3361,432,140.0
3362,553,69.0
3363,228,73.0
3364,648,34.0
3365,949,70.0
3366,487,27.0
3367,493,134.0
3368,275,52.0
3369,421,61.0
3370,82,86.0
3371,660,37.0
3372,107,64.0
3373,751,64.0
3374,898,55.0
3375,731,27.0
3376,769,21.0
3377,13,54.0
3378,857,73.0
3379,872,39.0
3380,548,63.0
3381,775,36.0
3382,771,68.0
3383,119,100.0
3384,892,83.0
3385,no_MT,14.0
3386,75,65.0
3387,598,31.0
3388,109,56.0
3389,258,47.0
3390,32,59.0
3391,595,103.0
3392,422,168.0
3393,432,36.0
3394,580,169.0
3395,99,50.0
3396,431,45.0
3397,669,38.0
3398,435,36.0
3399,492,31.0
3400,851,53.0
3401,720,82.0
3402,498,94.0
3403,568,75.0
3404,585,68.0
3405,508,87.0
3406,40,0.0
3407,527,41.0
3408,841,108.0
3409,630,24.0
3410,407,92.0
3411,150,45.0
3412,678,34.0
3413,749,46.0
3414,492,81.0
3415,854,64.0
3416,728,33.0
3417,896,29.0
3418,678,64.0
3419,233,15.0
3420,527,36.0
3421,276,81.0
3422,735,91.0
3423,488,40.0
3424,94,40.0
3425,570,37.0
3426,786,64.0
3427,994,14.0
3428,277,49.0
3429,454,95.0
3430,200,62.0
3431,no_MT,0.0
3432,425,45.0
3433,706,54.0
3434,565,14.0
3435,402,64.0
3436,726,82.0
3437,479,50.0
3438,189,98.0
3439,882,48.0
3440,30,41.0
3441,402,63.0
3442,421,61.0
3443,42,58.0
3444,746,50.0
3445,492,42.0
3446,655,29.0
3447,521,41.0
3448,188,72.0
3449,678,68.0
3450,178,59.0
3451,994,5.0
3452,896,76.0
3453,613,47.0
3454,858,87.0
3455,411,24.0
3456,13,57.0
3457,175,89.0
3458,453,70.0
3459,836,90.0
3460,120,118.0
3461,405,59.0
3462,839,93.0
3463,312,51.0
3464,483,44.0
3465,140,74.0
3466,856,126.0
3467,746,41.0
3468,568,26.0
3469,853,30.0
3470,356,22.0
3471,271,73.0
3472,898,74.0
3473,972,83.0
3474,598,82.0
3475,892,59.0
3476,486,14.0
3477,492,31.0
3478,no_MT,47.0
3479,583,75.0
3480,502,42.0
3481,706,22.0
3482,753,74.0
3483,906,79.0
3484,82,62.0
3485,no_MT,7.0
3486,26,122.0
3487,833,19.0
3488,430,36.0
3489,510,33.0
3490,504,64.0
3491,882,60.0
3492,688,101.0
3493,468,63.0
3494,892,115.0
3495,840,61.0
3496,748,33.0
3497,422,77.0
3498,859,124.0
3499,941,92.0
3500,903,75.0
3501,53,67.0
3502,769,59.0
3503,29,56.0
3504,870,72.0
3505,819,38.0
3506,946,68.0
3507,473,25.0
3508,0,44.0
3509,667,55.0
3510,285,69.0
3511,491,60.0
3512,958,44.0
3513,825,43.0
3514,970,63.0
3515,487,63.0
3516,555,89.0
3517,211,62.0
3518,187,93.0
3519,373,67.0
3520,711,50.0
3521,9,67.0
3522,660,48.0
3523,555,54.0
3524,841,44.0
3525,808,85.0
3526,936,27.0
3527,101,101.0
3528,188,36.0
3529,941,84.0
3530,525,37.0
3531,507,32.0
3532,868,46.0
3533,955,92.0
3534,493,82.0
3535,277,46.0
3536,655,101.0
3537,769,42.0
3538,203,17.0
3539,700,60.0
3540,541,30.0
3541,943,88.0
3542,743,91.0
3543,14,132.0
3544,368,85.0
3545,277,58.0
3546,636,64.0
3547,214,98.0
3548,185,128.0
3549,492,31.0
3550,873,81.0
3551,123,60.0
3552,900,41.0
3553,152,57.0
3554,531,56.0
3555,892,112.0
3556,787,61.0
3557,809,84.0
3558,425,41.0
3559,746,70.0
3560,943,22.0
3561,561,72.0
3562,742,48.0
3563,273,34.0
3564,53,53.0
3565,809,70.0
3566,140,43.0
3567,883,100.0
3568,415,70.0
3569,809,71.0
3570,669,46.0
3571,106,104.0
3572,68,39.0
3573,665,67.0
3574,no_MT,56.0
3575,126,42.0
3576,630,35.0
3577,504,89.0
3578,629,76.0
3579,95,92.0
3580,421,64.0
3581,836,47.0
3582,862,113.0
3583,549,64.0
3584,541,49.0
3585,23,37.0
3586,845,133.0
3587,193,119.0
3588,958,95.0
3589,561,106.0
3590,451,79.0
3591,593,79.0
3592,no_MT,71.0
3593,820,91.0
3594,532,46.0
3595,857,113.0
3596,211,94.0
3597,602,18.0
3598,892,91.0
3599,425,40.0
3600,410,86.0
3601,756,70.0
3602,79,61.0
3603,407,21.0
3604,277,59.0
3605,495,71.0
3606,no_MT,144.0
3607,867,96.0
3608,735,72.0
3609,886,21.0
3610,977,34.0
3611,934,60.0
3612,548,96.0
3613,494,42.0
3614,247,86.0
3615,188,43.0
3616,530,36.0
3617,676,37.0
3618,678,29.0
3619,636,63.0
3620,799,58.0
3621,no_MT,50.0
3622,870,62.0
3623,876,63.0
3624,521,70.0
3625,973,14.0
3626,870,57.0
3627,819,87.0
3628,227,39.0
3629,244,71.0
3630,253,115.0
3631,326,34.0
3632,503,56.0
3633,258,48.0
3634,845,48.0
3635,401,63.0
3636,982,51.0
3637,254,30.0
3638,32,27.0
3639,908,8.0
3640,746,27.0
3641,637,96.0
3642,269,67.0
3643,188,7.0
3644,152,73.0
3645,787,55.0
3646,853,117.0
3647,596,50.0
3648,670,62.0
3649,943,65.0
3650,495,55.0
3651,943,8.0
3652,596,22.0
3653,704,40.0
3654,527,51.0
3655,210,75.0
3656,6,48.0
3657,492,44.0
3658,745,90.0
3659,837,84.0
3660,582,42.0
3661,885,31.0
3662,no_MT,54.0
3663,979,60.0
3664,258,48.0
3665,204,78.0
3666,28,70.0
3667,656,34.0
3668,488,42.0
3669,494,64.0
3670,908,47.0
3671,490,38.0
3672,751,68.0
3673,689,62.0
3674,6,59.0
3675,977,51.0
3676,527,129.0
3677,731,63.0
3678,453,70.0
3679,967,48.0
3680,820,0.0
3681,87,41.0
3682,821,42.0
3683,394,21.0
3684,782,103.0
3685,570,72.0
3686,492,47.0
3687,593,27.0
3688,435,27.0
3689,151,46.0
3690,347,27.0
3691,949,64.0
3692,786,62.0
3693,761,60.0
3694,9,69.0
3695,312,66.0
3696,624,56.0
3697,558,67.0
3698,742,49.0
3699,809,71.0
3700,266,157.0
3701,95,30.0
3702,412,28.0
3703,129,38.0
3704,800,54.0
3705,914,37.0
3706,821,66.0
3707,698,78.0
3708,967,33.0
3709,260,44.0
3710,152,24.0
3711,484,42.0
3712,927,73.0
3713,979,64.0
3714,514,27.0
3715,492,142.0
3716,748,61.0
3717,790,97.0
3718,182,37.0
3719,644,89.0
3720,128,81.0
3721,no_MT,27.0
3722,319,31.0
3723,883,41.0
3724,221,55.0
3725,570,86.0
3726,519,76.0
3727,907,64.0
3728,859,67.0
3729,508,86.0
3730,103,64.0
3731,321,26.0
3732,631,60.0
3733,368,63.0
3734,914,35.0
3735,898,79.0
3736,42,28.0
3737,77,48.0
3738,170,56.0
3739,923,20.0
3740,840,35.0
3741,232,100.0
3742,410,49.0
3743,100,46.0
3744,41,119.0
3745,914,41.0
3746,792,79.0
3747,936,22.0
3748,54,40.0
3749,251,80.0
3750,917,33.0
3751,952,48.0
3752,422,39.0
3753,424,106.0
3754,498,117.0
3755,751,36.0
3756,961,47.0
3757,657,60.0
3758,608,130.0
3759,670,63.0
3760,236,138.0
3761,368,48.0
3762,700,111.0
3763,994,78.0
3764,223,5.0
3765,294,81.0
3766,402,56.0
3767,597,64.0
3768,312,45.0
3769,963,42.0
3770,no_MT,28.0
3771,783,70.0
3772,144,28.0
3773,355,54.0
3774,756,40.0
3775,166,86.0
3776,461,26.0
3777,425,56.0
3778,415,78.0
3779,810,75.0
3780,726,30.0
3781,211,52.0
3782,no_MT,51.0
3783,432,21.0
3784,908,28.0
3785,598,154.0
3786,17,68.0
3787,216,38.0
3788,185,109.0
3789,401,43.0
3790,80,43.0
3791,214,68.0
3792,761,38.0
3793,94,46.0
3794,435,71.0
3795,406,50.0
3796,761,34.0
3797,268,68.0
3798,79,70.0
3799,126,52.0
3800,580,66.0
3801,958,93.0
3802,589,65.0
3803,119,42.0
3804,253,53.0
3805,810,43.0
3806,868,72.0
3807,587,35.0
3808,423,199.0
3809,64,57.0
3810,949,109.0
3811,936,25.0
3812,no_MT,7.0
3813,152,42.0
3814,698,14.0
3815,706,183.0
3816,409,66.0
3817,312,42.0
3818,275,34.0
3819,22,53.0
3820,748,51.0
3821,662,59.0
3822,258,35.0
3823,8,54.0
3824,899,20.0
3825,261,56.0
3826,958,43.0
3827,823,82.0
3828,434,25.0
3829,62,55.0
3830,507,60.0
3831,898,174.0
3832,386,64.0
3833,987,22.0
3834,412,65.0
3835,544,22.0
3836,316,37.0
3837,769,14.0
3838,120,96.0
3839,971,23.0
3840,494,138.0
3841,798,77.0
3842,18,19.0
3843,494,21.0
3844,876,56.0
3845,681,14.0
3846,765,75.0
3847,189,121.0
3848,963,56.0
3849,368,26.0
3850,424,63.0
3851,652,32.0
3852,696,55.0
3853,327,11.0
3854,432,55.0
3855,887,74.0
3856,882,72.0
3857,666,116.0
3858,984,21.0
3859,492,34.0
3860,820,14.0
3861,699,68.0
3862,306,62.0
3863,503,86.0
3864,577,42.0
3865,276,27.0
3866,595,78.0
3867,698,115.0
3868,943,22.0
3869,494,160.0
3870,603,23.0
3871,507,53.0
3872,486,77.0
3873,521,55.0
3874,851,72.0
3875,247,83.0
3876,119,28.0
3877,667,123.0
3878,5,34.0
3879,870,39.0
3880,277,48.0
3881,6,98.0
3882,239,142.0
3883,706,41.0
3884,341,54.0
3885,852,59.0
3886,506,75.0
3887,no_MT,48.0
3888,871,53.0
3889,825,37.0
3890,28,44.0
3891,956,58.0
3892,131,72.0
3893,975,70.0
3894,33,71.0
3895,206,56.0
3896,261,60.0
3897,841,52.0
3898,819,62.0
3899,699,96.0
3900,949,77.0
3901,200,46.0
3902,597,85.0
3903,760,6.0
3904,662,24.0
3905,413,81.0
3906,189,66.0
3907,33,88.0
3908,186,81.0
3909,175,118.0
3910,856,89.0
3911,924,40.0
3912,453,39.0
3913,151,56.0
3914,490,73.0
3915,525,74.0
3916,582,67.0
3917,94,73.0
3918,630,42.0
3919,26,27.0
3920,503,67.0
3921,377,109.0
3922,301,96.0
3923,627,87.0
3924,583,20.0
3925,838,34.0
3926,313,47.0
3927,486,41.0
3928,53,86.0
3929,837,56.0
3930,808,72.0
3931,387,61.0
3932,837,19.0
3933,971,33.0
3934,614,90.0
3935,187,49.0
3936,810,28.0
3937,430,71.0
3938,810,64.0
3939,524,29.0
3940,984,45.0
3941,258,82.0
3942,742,42.0
3943,54,51.0
3944,888,54.0
3945,341,129.0
3946,745,62.0
3947,898,56.0
3948,949,29.0
3949,732,37.0
3950,423,73.0
3951,593,45.0
3952,82,59.0
3953,941,113.0
3954,790,20.0
3955,680,29.0
3956,603,85.0
3957,524,7.0
3958,110,38.0
3959,486,60.0
3960,99,74.0
3961,888,64.0
3962,14,88.0
3963,no_MT,54.0
3964,836,41.0
3965,720,73.0
3966,631,92.0
3967,13,65.0
3968,473,41.0
3969,258,37.0
3970,440,53.0
3971,873,72.0
3972,69,50.0
3973,115,76.0
3974,82,54.0
3975,no_MT,95.0
3976,330,147.0
3977,213,60.0
3978,900,57.0
3979,241,22.0
3980,853,70.0
3981,248,34.0
3982,732,7.0
3983,672,41.0
3984,624,14.0
3985,745,77.0
3986,97,65.0
3987,530,35.0
3988,276,58.0
3989,907,58.0
3990,970,52.0
3991,519,59.0
3992,686,50.0
3993,987,77.0
3994,683,44.0
3995,670,49.0
3996,695,229.0
3997,731,45.0
3998,461,71.0
3999,no_MT,96.0
4000,617,49.0
4001,64,99.0
4002,326,34.0
4003,312,7.0
4004,555,88.0
4005,819,14.0
4006,33,41.0
4007,624,49.0
4008,629,51.0
4009,746,77.0
4010,825,46.0
4011,118,89.0
4012,42,55.0
4013,706,54.0
4014,9,67.0
4015,248,59.0
4016,952,32.0
4017,803,48.0
4018,819,41.0
4019,42,61.0
4020,665,49.0
4021,277,71.0
4022,886,37.0
4023,994,74.0
4024,943,81.0
4025,258,58.0
4026,no_MT,29.0
4027,825,18.0
4028,483,37.0
4029,810,41.0
4030,377,55.0
4031,857,75.0
4032,945,35.0
4033,152,24.0
4034,136,49.0
4035,366,65.0
4036,908,49.0
4037,394,86.0
4038,672,59.0
4039,813,35.0
4040,146,10.0
4041,568,45.0
4042,751,50.0
4043,614,66.0
4044,514,61.0
4045,454,101.0
4046,238,50.0
4047,813,81.0
4048,387,81.0
4049,425,62.0
4050,217,55.0
4051,660,13.0
4052,279,79.0
4053,161,82.0
4054,808,72.0
4055,387,88.0
4056,211,29.0
4057,571,53.0
4058,no_MT,23.0
4059,459,18.0
4060,233,50.0
4061,101,97.0
4062,421,73.0
4063,570,36.0
4064,233,31.0
4065,244,102.0
4066,77,55.0
4067,562,100.0
4068,673,69.0
4069,830,41.0
4070,no_MT,71.0
4071,28,58.0
4072,369,39.0
4073,no_MT,29.0
4074,421,81.0
4075,834,55.0
4076,474,52.0
4077,568,49.0
4078,352,58.0
4079,123,84.0
4080,810,43.0
4081,330,55.0
4082,542,80.0
4083,619,53.0
4084,130,127.0
4085,809,72.0
4086,209,32.0
4087,549,67.0
4088,787,117.0
4089,791,35.0
4090,786,71.0
4091,326,60.0
4092,374,14.0
4093,14,10.0
4094,145,41.0
4095,927,76.0
4096,401,90.0
4097,782,86.0
4098,672,31.0
4099,698,72.0
4100,612,41.0
4101,95,73.0
4102,964,23.0
4103,731,57.0
4104,914,50.0
4105,964,77.0
4106,830,69.0
4107,724,15.0
4108,986,115.0
4109,319,119.0
4110,529,37.0
4111,742,26.0
4112,499,77.0
4113,17,42.0
4114,no_MT,40.0
4115,748,63.0
4116,898,56.0
4117,271,41.0
4118,no_MT,77.0
4119,820,89.0
4120,419,63.0
4121,200,16.0
4122,532,36.0
4123,402,65.0
4124,509,14.0
4125,711,35.0
4126,742,14.0
4127,96,82.0
4128,79,21.0
4129,549,7.0
4130,969,70.0
4131,183,76.0
4132,494,59.0
4133,636,76.0
4134,925,69.0
4135,977,115.0
4136,791,104.0
4137,549,30.0
4138,138,53.0
4139,160,48.0
4140,186,80.0
4141,493,133.0
4142,614,70.0
4143,312,73.0
4144,773,15.0
4145,183,58.0
4146,494,79.0
4147,608,76.0
4148,200,69.0
4149,268,40.0
4150,603,47.0
4151,95,29.0
4152,585,62.0
4153,216,65.0
4154,858,51.0
4155,826,65.0
4156,402,66.0
4157,637,123.0
4158,833,23.0
4159,214,122.0
4160,14,79.0
4161,271,122.0
4162,366,37.0
4163,945,42.0
4164,657,61.0
4165,no_MT,30.0
4166,429,91.0
4167,636,43.0
4168,688,99.0
4169,593,46.0
4170,9,64.0
4171,214,107.0
4172,833,58.0
4173,820,35.0
4174,30,38.0
4175,644,35.0
4176,453,41.0
4177,525,30.0
4178,768,21.0
4179,489,27.0
4180,583,57.0
4181,494,69.0
4182,967,40.0
4183,914,105.0
4184,411,51.0
4185,114,41.0
4186,593,43.0
4187,964,67.0
4188,790,75.0
4189,728,59.0
4190,186,54.0
4191,220,49.0
4192,841,73.0
4193,597,57.0
4194,962,35.0
4195,603,29.0
4196,29,13.0
4197,170,56.0
4198,846,29.0
4199,136,54.0
4200,53,66.0
4201,670,116.0
4202,69,67.0
4203,186,105.0
4204,987,79.0
4205,613,35.0
4206,664,36.0
4207,958,73.0
4208,657,22.0
4209,273,99.0
4210,75,7.0
4211,790,63.0
4212,720,94.0
4213,183,61.0
4214,665,56.0
4215,910,74.0
4216,786,8.0
4217,636,14.0
4218,211,25.0
4219,223,82.0
4220,170,138.0
4221,193,37.0
4222,610,91.0
4223,854,73.0
4224,0,47.0
4225,36,0.0
4226,826,84.0
4227,745,54.0
4228,no_MT,36.0
4229,787,72.0
4230,425,48.0
4231,845,75.0
4232,489,21.0
4233,830,70.0
4234,508,73.0
4235,502,111.0
4236,489,62.0
4237,683,94.0
4238,862,71.0
4239,489,50.0
4240,792,85.0
4241,150,80.0
4242,775,46.0
4243,706,73.0
4244,no_MT,152.0
4245,162,23.0
4246,943,55.0
4247,387,103.0
4248,119,46.0
4249,963,49.0
4250,300,7.0
4251,603,64.0
4252,266,107.0
4253,681,29.0
4254,688,60.0
4255,866,39.0
4256,681,55.0
4257,555,53.0
4258,593,52.0
4259,223,50.0
4260,984,10.0
4261,570,19.0
4262,541,53.0
4263,486,52.0
4264,769,38.0
4265,919,80.0
4266,936,98.0
4267,216,7.0
4268,582,63.0
4269,745,56.0
4270,279,39.0
4271,106,50.0
4272,316,53.0
4273,581,81.0
4274,582,78.0
4275,783,62.0
4276,459,46.0
4277,979,48.0
4278,636,55.0
4279,113,128.0
4280,598,69.0
4281,30,75.0
4282,306,102.0
4283,867,77.0
4284,898,99.0
4285,253,111.0
4286,982,36.0
4287,745,49.0
4288,698,71.0
4289,862,52.0
4290,no_MT,56.0
4291,726,56.0
4292,883,26.0
4293,919,120.0
4294,624,82.0
4295,648,55.0
4296,676,35.0
4297,483,27.0
4298,422,164.0
4299,425,56.0
4300,741,22.0
4301,374,21.0
4302,494,61.0
4303,548,73.0
4304,95,12.0
4305,106,71.0
4306,670,58.0
4307,97,36.0
4308,859,14.0
4309,791,51.0
4310,473,94.0
4311,704,70.0
4312,453,58.0
4313,461,39.0
4314,308,48.0
4315,355,99.0
4316,582,56.0
4317,252,57.0
4318,867,93.0
4319,577,74.0
4320,527,63.0
4321,311,56.0
4322,100,69.0
4323,386,48.0
4324,233,33.0
4325,294,63.0
4326,833,118.0
4327,299,30.0
4328,713,84.0
4329,614,98.0
4330,669,47.0
4331,429,133.0
4332,337,21.0
4333,276,71.0
4334,138,54.0
4335,984,116.0
4336,498,102.0
4337,507,14.0
4338,36,24.0
4339,236,95.0
4340,644,55.0
4341,585,70.0
4342,228,47.0
4343,626,43.0
4344,500,34.0
4345,900,35.0
4346,663,48.0
4347,no_MT,72.0
4348,945,88.0
4349,108,26.0
4350,238,56.0
4351,79,40.0
4352,643,85.0
4353,924,21.0
4354,521,14.0
4355,6,61.0
4356,672,50.0
4357,967,13.0
4358,232,57.0
4359,326,78.0
4360,839,66.0
4361,699,68.0
4362,454,111.0
4363,419,57.0
4364,118,16.0
4365,614,41.0
4366,30,36.0
4367,164,22.0
4368,175,38.0
4369,306,63.0
4370,310,71.0
4371,352,48.0
4372,244,129.0
4373,275,42.0
4374,969,71.0
4375,136,26.0
4376,809,66.0
4377,571,43.0
4378,689,21.0
4379,no_MT,33.0
4380,673,54.0
4381,856,83.0
4382,128,76.0
4383,530,50.0
4384,119,65.0
4385,856,7.0
4386,267,100.0
4387,657,48.0
4388,541,12.0
4389,606,66.0
4390,979,79.0
4391,782,41.0
4392,299,45.0
4393,no_MT,7.0
4394,839,117.0
4395,657,60.0
4396,422,65.0
4397,525,22.0
4398,415,21.0
4399,742,36.0
4400,765,56.0
4401,501,45.0
4402,17,65.0
4403,636,87.0
4404,765,63.0
4405,792,49.0
4406,765,36.0
4407,720,56.0
4408,118,38.0
4409,712,8.0
4410,664,47.0
4411,273,42.0
4412,425,30.0
4413,21,16.0
4414,109,48.0
4415,502,86.0
4416,493,43.0
4417,582,127.0
4418,869,22.0
4419,430,26.0
4420,128,46.0
4421,435,22.0
4422,247,66.0
4423,187,22.0
4424,222,34.0
4425,373,48.0
4426,648,58.0
4427,986,120.0
4428,561,108.0
4429,211,64.0
4430,789,94.0
4431,987,112.0
4432,277,109.0
4433,187,33.0
4434,no_MT,35.0
4435,683,47.0
4436,903,43.0
4437,994,112.0
4438,9,69.0
4439,401,75.0
4440,no_MT,122.0
4441,126,57.0
4442,670,52.0
4443,885,94.0
4444,745,53.0
4445,223,50.0
4446,175,97.0
4447,no_MT,67.0
4448,123,56.0
4449,429,52.0
4450,no_MT,41.0
4451,966,40.0
4452,859,81.0
4453,21,20.0
4454,924,69.0
4455,521,60.0
4456,459,64.0
4457,223,70.0
4458,459,67.0
4459,504,62.0
4460,no_MT,89.0
4461,253,101.0
4462,94,74.0
4463,868,28.0
4464,996,28.0
4465,519,37.0
4466,667,74.0
4467,468,54.0
4468,510,59.0
4469,809,81.0
4470,no_MT,89.0
4471,268,127.0
4472,803,87.0
4473,128,73.0
4474,213,25.0
4475,958,102.0
4476,539,43.0
4477,402,57.0
4478,851,54.0
4479,765,63.0
4480,810,22.0
4481,527,83.0
4482,833,86.0
4483,673,15.0
4484,799,36.0
4485,758,45.0
4486,914,52.0
4487,435,47.0
4488,934,69.0
4489,18,42.0
4490,606,71.0
4491,402,118.0
4492,857,92.0
4493,657,35.0
4494,986,29.0
4495,394,90.0
4496,626,50.0
4497,502,39.0
4498,822,51.0
4499,77,62.0
4500,753,72.0
4501,361,29.0
4502,123,40.0
4503,582,72.0
4504,840,67.0
4505,673,60.0
4506,no_MT,116.0
4507,645,51.0
4508,987,27.0
4509,154,72.0
4510,236,95.0
4511,233,61.0
4512,643,119.0
4513,186,199.0
4514,316,22.0
4515,631,50.0
4516,154,44.0
4517,119,20.0
4518,559,98.0
4519,247,50.0
4520,508,52.0
4521,186,35.0
4522,903,149.0
4523,164,67.0
4524,424,63.0
4525,145,52.0
4526,261,98.0
4527,315,66.0
4528,949,19.0
4529,489,64.0
4530,26,103.0
4531,986,86.0
4532,186,14.0
4533,no_MT,38.0
4534,189,130.0
4535,765,34.0
4536,341,41.0
4537,726,52.0
4538,514,63.0
4539,582,73.0
4540,94,89.0
4541,186,36.0
4542,30,56.0
4543,532,7.0
4544,706,41.0
4545,535,77.0
4546,706,50.0
4547,746,34.0
4548,565,55.0
4549,619,55.0
4550,136,50.0
4551,836,70.0
4552,122,51.0
4553,253,75.0
4554,419,48.0
4555,972,24.0
4556,394,63.0
4557,680,88.0
4558,152,62.0
4559,119,56.0
4560,610,40.0
4561,22,40.0
4562,819,44.0
4563,748,73.0
4564,945,82.0
4565,264,65.0
4566,698,63.0
4567,726,79.0
4568,898,77.0
4569,497,50.0
4570,941,95.0
4571,330,54.0
4572,503,77.0
4573,97,71.0
4574,264,65.0
4575,459,51.0
4576,300,61.0
4577,793,41.0
4578,664,41.0
4579,553,93.0
4580,665,26.0
4581,401,54.0
4582,840,70.0
4583,459,67.0
4584,585,106.0
4585,133,36.0
4586,731,45.0
4587,152,82.0
4588,373,36.0
4589,587,27.0
4590,368,42.0
4591,799,64.0
4592,213,93.0
4593,551,33.0
4594,113,68.0
4595,269,35.0
4596,94,61.0
4597,936,76.0
4598,670,52.0
4599,94,71.0
4600,665,52.0
4601,561,120.0
4602,808,50.0
4603,498,74.0
4604,924,32.0
4605,786,68.0
4606,97,190.0
4607,451,79.0
4608,971,42.0
4609,494,178.0
4610,210,35.0
4611,253,116.0
4612,649,28.0
4613,979,22.0
4614,796,36.0
4615,819,55.0
4616,146,54.0
4617,898,51.0
4618,508,54.0
4619,672,78.0
4620,967,44.0
4621,374,35.0
4622,502,77.0
4623,108,56.0
4624,643,68.0
4625,854,35.0
4626,636,58.0
4627,841,7.0
4628,491,96.0
4629,150,59.0
4630,36,13.0
4631,819,55.0
4632,872,98.0
4633,9,77.0
4634,854,36.0
4635,98,60.0
4636,119,55.0
4637,908,35.0
4638,424,44.0
4639,936,110.0
4640,699,154.0
4641,678,23.0
4642,970,53.0
4643,672,56.0
4644,no_MT,53.0
4645,166,61.0
4646,951,78.0
4647,949,69.0
4648,489,70.0
4649,228,73.0
4650,819,92.0
4651,709,55.0
4652,896,76.0
4653,78,55.0
4654,539,63.0
4655,876,82.0
4656,876,93.0
4657,310,84.0
4658,355,36.0
4659,704,45.0
4660,42,61.0
4661,949,74.0
4662,593,71.0
4663,643,68.0
4664,637,135.0
4665,75,36.0
4666,644,59.0
4667,673,122.0
4668,678,28.0
4669,355,104.0
4670,735,245.0
4671,no_MT,57.0
4672,503,87.0
4673,123,70.0
4674,994,113.0
4675,422,21.0
4676,82,56.0
4677,no_MT,112.0
4678,234,14.0
4679,624,101.0
4680,304,105.0
4681,422,64.0
4682,77,38.0
4683,908,57.0
4684,525,51.0
4685,no_MT,80.0
4686,276,90.0
4687,964,25.0
4688,882,68.0
4689,670,62.0
4690,688,106.0
4691,94,103.0
4692,652,48.0
4693,508,44.0
4694,836,42.0
