passenger,line,mod_cost
1643,361,77.0
1644,502,14.0
1645,657,58.0
1646,924,30.0
1647,253,76.0
1648,679,31.0
1649,423,78.0
1650,468,85.0
1651,498,87.0
1652,486,43.0
1653,no_MT,5.0
1654,377,124.0
1655,923,65.0
1656,273,67.0
1657,699,21.0
1658,842,86.0
1659,106,83.0
1660,32,6.0
1661,964,69.0
1662,491,39.0
1663,970,164.0
1664,183,50.0
1665,209,76.0
1666,967,28.0
1667,502,94.0
1668,14,101.0
1669,688,82.0
1670,142,74.0
1671,202,57.0
1672,40,62.0
1673,825,28.0
1674,657,76.0
1675,699,140.0
1676,741,65.0
1677,761,47.0
1678,330,55.0
1679,636,73.0
1680,548,93.0
1681,773,35.0
1682,833,81.0
1683,209,45.0
1684,424,92.0
1685,490,70.0
1686,994,66.0
1687,761,34.0
1688,833,74.0
1689,602,58.0
1690,525,29.0
1691,454,117.0
1692,786,76.0
1693,87,97.0
1694,233,67.0
1695,36,77.0
1696,595,58.0
1697,603,46.0
1698,9,78.0
1699,79,69.0
1700,606,94.0
1701,273,31.0
1702,275,53.0
1703,no_MT,81.0
1704,289,95.0
1705,507,51.0
1706,300,74.0
1707,182,52.0
1708,79,54.0
1709,175,89.0
1710,110,9.0
1711,234,48.0
1712,875,26.0
1713,977,50.0
1714,949,37.0
1715,434,113.0
1716,490,53.0
1717,361,31.0
1718,484,63.0
1719,678,30.0
1720,27,34.0
1721,468,43.0
1722,745,93.0
1723,170,56.0
1724,299,46.0
1725,681,56.0
1726,984,58.0
1727,89,50.0
1728,886,35.0
1729,683,28.0
1730,no_MT,20.0
1731,558,37.0
1732,no_MT,77.0
1733,664,70.0
1734,775,53.0
1735,908,48.0
1736,no_MT,73.0
1737,885,55.0
1738,468,53.0
1739,521,41.0
1740,765,0.0
1741,834,7.0
1742,680,49.0
1743,253,74.0
1744,501,99.0
1745,501,71.0
1746,374,48.0
1747,960,91.0
1748,582,69.0
1749,438,70.0
1750,558,15.0
1751,614,87.0
1752,9,68.0
1753,279,17.0
1754,558,84.0
1755,900,33.0
1756,665,99.0
1757,398,48.0
1758,261,68.0
1759,924,98.0
1760,595,95.0
1761,858,61.0
1762,514,42.0
1763,679,73.0
1764,825,20.0
1765,94,47.0
1766,438,68.0
1767,119,71.0
1768,489,45.0
1769,319,93.0
1770,120,149.0
1771,676,126.0
1772,810,27.0
1773,382,30.0
1774,994,102.0
1775,664,25.0
1776,507,110.0
1777,459,89.0
1778,355,87.0
1779,745,67.0
1780,135,66.0
1781,151,49.0
1782,106,63.0
1783,91,81.0
1784,791,94.0
1785,378,41.0
1786,711,83.0
1787,no_MT,27.0
1788,402,41.0
1789,273,60.0
1790,330,63.0
1791,79,64.0
1792,100,34.0
1793,489,13.0
1794,751,64.0
1795,no_MT,60.0
1796,649,36.0
1797,no_MT,56.0
1798,no_MT,34.0
1799,421,102.0
1800,695,57.0
1801,453,87.0
1802,494,148.0
1803,494,62.0
1804,741,83.0
1805,845,55.0
1806,111,34.0
1807,492,83.0
1808,719,16.0
1809,839,59.0
1810,308,74.0
1811,no_MT,81.0
1812,438,82.0
1813,987,63.0
1814,857,107.0
1815,87,48.0
1816,422,28.0
1817,189,42.0
1818,882,94.0
1819,678,83.0
1820,81,60.0
1821,786,56.0
1822,128,54.0
1823,95,37.0
1824,741,65.0
1825,32,75.0
1826,18,49.0
1827,101,59.0
1828,258,66.0
1829,28,63.0
1830,773,101.0
1831,142,39.0
1832,33,70.0
1833,962,44.0
1834,531,75.0
1835,248,65.0
1836,848,64.0
1837,447,16.0
1838,253,74.0
1839,no_MT,34.0
1840,871,91.0
1841,no_MT,60.0
1842,425,48.0
1843,442,90.0
1844,210,14.0
1845,643,82.0
1846,144,34.0
1847,524,118.0
1848,676,77.0
1849,30,84.0
1850,no_MT,66.0
1851,936,122.0
1852,882,47.0
1853,301,21.0
1854,32,41.0
1855,316,37.0
1856,130,28.0
1857,104,43.0
1858,672,50.0
1859,558,63.0
1860,202,73.0
1861,883,52.0
1862,490,78.0
1863,104,42.0
1864,585,44.0
1865,145,48.0
1866,822,56.0
1867,862,96.0
1868,749,28.0
1869,495,62.0
1870,956,33.0
1871,867,68.0
1872,644,36.0
1873,402,90.0
1874,311,12.0
1875,366,36.0
1876,438,70.0
1877,768,66.0
1878,87,23.0
1879,956,70.0
1880,387,113.0
1881,699,38.0
1882,672,52.0
1883,514,28.0
1884,535,78.0
1885,834,42.0
1886,79,64.0
1887,896,77.0
1888,553,48.0
1889,967,46.0
1890,787,89.0
1891,746,48.0
1892,535,37.0
1893,987,43.0
1894,244,35.0
1895,no_MT,151.0
1896,28,44.0
1897,123,52.0
1898,851,53.0
1899,593,8.0
1900,228,14.0
1901,267,39.0
1902,6,64.0
1903,114,6.0
1904,936,34.0
1905,459,65.0
1906,720,60.0
1907,97,79.0
1908,791,96.0
1909,833,57.0
1910,233,58.0
1911,848,63.0
1912,384,57.0
1913,845,59.0
1914,657,67.0
1915,867,94.0
1916,819,40.0
1917,118,80.0
1918,266,39.0
1919,209,129.0
1920,837,60.0
1921,872,59.0
1922,no_MT,39.0
1923,53,33.0
1924,779,32.0
1925,527,110.0
1926,553,45.0
1927,956,102.0
1928,740,67.0
1929,975,68.0
1930,892,63.0
1931,118,38.0
1932,819,30.0
1933,320,0.0
1934,906,57.0
1935,773,91.0
1936,994,86.0
1937,442,47.0
1938,415,70.0
1939,228,39.0
1940,239,74.0
1941,500,57.0
1942,787,108.0
1943,724,78.0
1944,943,59.0
1945,963,34.0
1946,852,84.0
1947,672,1.0
1948,223,66.0
1949,131,28.0
1950,326,43.0
1951,967,57.0
1952,440,98.0
1953,720,35.0
1954,507,45.0
1955,312,35.0
1956,161,42.0
1957,210,80.0
1958,903,40.0
1959,494,8.0
1960,378,88.0
1961,657,49.0
1962,676,112.0
1963,118,45.0
1964,354,77.0
1965,42,41.0
1966,917,41.0
1967,964,56.0
1968,0,63.0
1969,no_MT,70.0
1970,491,46.0
1971,760,19.0
1972,505,32.0
1973,892,71.0
1974,636,78.0
1975,680,65.0
1976,415,71.0
1977,969,70.0
1978,796,41.0
1979,213,37.0
1980,876,39.0
1981,585,48.0
1982,670,60.0
1983,9,46.0
1984,81,67.0
1985,627,65.0
1986,960,30.0
1987,431,71.0
1988,960,42.0
1989,161,96.0
1990,935,40.0
1991,95,59.0
1992,306,30.0
1993,553,52.0
1994,266,33.0
1995,312,56.0
1996,170,34.0
1997,800,21.0
1998,409,46.0
1999,no_MT,61.0
2000,779,14.0
2001,no_MT,104.0
2002,836,35.0
2003,no_MT,109.0
2004,664,72.0
2005,135,32.0
2006,711,42.0
2007,164,43.0
2008,535,150.0
2009,79,168.0
2010,95,40.0
2011,886,29.0
2012,870,79.0
2013,907,38.0
2014,672,52.0
2015,62,74.0
2016,678,41.0
2017,521,42.0
2018,619,78.0
2019,236,92.0
2020,445,85.0
2021,688,80.0
2022,492,42.0
2023,969,72.0
2024,316,43.0
2025,813,83.0
2026,613,110.0
2027,876,96.0
2028,769,43.0
2029,484,72.0
2030,260,27.0
2031,494,119.0
2032,723,19.0
2033,422,143.0
2034,236,64.0
2035,453,97.0
2036,561,69.0
2037,986,52.0
2038,421,40.0
2039,551,29.0
2040,100,14.0
2041,630,20.0
2042,987,8.0
2043,18,104.0
2044,657,69.0
2045,810,75.0
2046,532,27.0
2047,748,46.0
2048,276,44.0
2049,577,73.0
2050,622,35.0
2051,742,33.0
2052,527,65.0
2053,75,97.0
2054,726,70.0
2055,549,64.0
2056,608,126.0
2057,432,57.0
2058,976,73.0
2059,200,31.0
2060,347,85.0
2061,773,78.0
2062,812,39.0
2063,630,57.0
2064,977,90.0
2065,656,76.0
2066,19,103.0
2067,87,96.0
2068,983,81.0
2069,839,155.0
2070,377,72.0
2071,823,24.0
2072,568,20.0
2073,244,74.0
2074,783,61.0
2075,549,69.0
2076,447,50.0
2077,870,66.0
2078,200,42.0
2079,299,122.0
2080,657,80.0
2081,854,62.0
2082,723,44.0
2083,726,88.0
2084,238,68.0
2085,815,30.0
2086,753,95.0
2087,324,7.0
2088,775,44.0
2089,341,32.0
2090,965,44.0
2091,662,34.0
2092,593,69.0
2093,761,40.0
2094,580,114.0
2095,461,25.0
2096,223,70.0
2097,760,58.0
2098,300,49.0
2099,975,101.0
2100,603,62.0
2101,644,65.0
2102,30,66.0
2103,580,35.0
2104,501,59.0
2105,955,64.0
2106,883,76.0
2107,951,40.0
2108,624,55.0
2109,841,106.0
2110,813,71.0
2111,89,49.0
2112,773,82.0
2113,62,50.0
2114,459,16.0
2115,683,24.0
2116,872,15.0
2117,453,57.0
2118,474,36.0
2119,614,78.0
2120,164,51.0
2121,510,142.0
2122,929,35.0
2123,720,36.0
2124,470,58.0
2125,236,67.0
2126,748,63.0
2127,19,101.0
2128,905,49.0
2129,975,30.0
2130,212,31.0
2131,75,68.0
2132,614,66.0
2133,492,19.0
2134,no_MT,62.0
2135,696,28.0
2136,89,35.0
2137,286,91.0
2138,553,60.0
2139,33,52.0
2140,82,39.0
2141,244,49.0
2142,943,84.0
2143,751,61.0
2144,252,134.0
2145,834,35.0
2146,786,61.0
2147,649,41.0
2148,962,21.0
2149,495,59.0
2150,624,97.0
2151,573,61.0
2152,549,25.0
2153,421,102.0
2154,711,21.0
2155,976,67.0
2156,6,38.0
2157,581,34.0
2158,548,79.0
2159,503,21.0
2160,123,147.0
2161,857,49.0
2162,670,84.0
2163,951,51.0
2164,212,21.0
2165,964,53.0
2166,892,56.0
2167,509,69.0
2168,925,60.0
2169,949,68.0
2170,936,22.0
2171,98,35.0
2172,423,61.0
2173,858,94.0
2174,830,14.0
2175,75,60.0
2176,76,88.0
2177,821,76.0
2178,970,63.0
2179,924,47.0
2180,830,72.0
2181,577,72.0
2182,549,47.0
2183,223,35.0
2184,36,67.0
2185,119,29.0
2186,252,50.0
2187,216,16.0
2188,898,107.0
2189,977,73.0
2190,488,80.0
2191,206,34.0
2192,637,60.0
2193,161,7.0
2194,494,87.0
2195,672,85.0
2196,558,48.0
2197,548,72.0
2198,869,68.0
2199,258,26.0
2200,561,69.0
2201,187,36.0
2202,845,25.0
2203,845,19.0
2204,123,54.0
2205,394,107.0
2206,958,43.0
2207,239,49.0
2208,979,66.0
2209,875,44.0
2210,484,27.0
2211,312,61.0
2212,no_MT,43.0
2213,699,77.0
2214,970,64.0
2215,387,46.0
2216,36,52.0
2217,815,49.0
2218,804,14.0
2219,468,78.0
2220,335,34.0
2221,419,55.0
2222,103,71.0
2223,830,77.0
2224,276,75.0
2225,779,36.0
2226,558,62.0
2227,312,35.0
2228,711,21.0
2229,803,90.0
2230,126,119.0
2231,277,34.0
2232,820,28.0
2233,679,98.0
2234,608,43.0
2235,9,57.0
2236,812,47.0
2237,862,59.0
2238,765,48.0
2239,412,26.0
2240,220,87.0
2241,573,59.0
2242,644,65.0
2243,425,87.0
2244,152,51.0
2245,787,103.0
2246,126,93.0
2247,853,118.0
2248,713,103.0
2249,258,32.0
2250,596,74.0
2251,723,39.0
2252,264,53.0
2253,no_MT,92.0
2254,614,72.0
2255,499,44.0
2256,183,28.0
2257,583,77.0
2258,193,84.0
2259,731,36.0
2260,32,56.0
2261,644,70.0
2262,89,34.0
2263,306,56.0
2264,706,39.0
2265,29,28.0
2266,186,51.0
2267,631,82.0
2268,700,38.0
2269,264,152.0
2270,no_MT,65.0
2271,830,64.0
2272,786,65.0
2273,704,36.0
2274,223,58.0
2275,306,40.0
2276,489,44.0
2277,742,35.0
2278,494,88.0
2279,248,65.0
2280,451,9.0
2281,858,77.0
2282,964,26.0
2283,247,57.0
2284,842,22.0
2285,206,70.0
2286,0,98.0
2287,558,51.0
2288,394,58.0
2289,151,88.0
2290,636,71.0
2291,610,21.0
2292,299,42.0
2293,900,27.0
2294,42,70.0
2295,401,132.0
2296,583,74.0
2297,54,39.0
2298,906,65.0
2299,354,20.0
2300,808,56.0
2301,787,76.0
2302,775,41.0
2303,489,55.0
2304,101,55.0
2305,977,30.0
2306,122,106.0
2307,979,41.0
2308,506,21.0
2309,971,44.0
2310,200,17.0
2311,261,71.0
2312,591,32.0
2313,no_MT,21.0
2314,719,67.0
2315,247,56.0
2316,822,35.0
2317,643,87.0
2318,503,90.0
2319,268,83.0
2320,790,21.0
2321,854,80.0
2322,586,44.0
2323,319,21.0
2324,172,55.0
2325,876,61.0
2326,407,85.0
2327,673,128.0
2328,423,75.0
2329,619,108.0
2330,29,42.0
2331,510,74.0
2332,18,73.0
2333,228,62.0
2334,95,41.0
2335,394,65.0
2336,994,75.0
2337,854,40.0
2338,908,35.0
2339,665,39.0
2340,no_MT,28.0
2341,967,48.0
2342,140,45.0
2343,672,0.0
2344,914,75.0
2345,299,76.0
2346,521,34.0
2347,394,49.0
2348,949,103.0
2349,935,27.0
2350,723,81.0
2351,419,79.0
2352,356,27.0
2353,319,70.0
2354,784,80.0
2355,no_MT,34.0
2356,401,92.0
2357,558,30.0
2358,541,99.0
2359,704,78.0
2360,387,93.0
2361,488,66.0
2362,669,95.0
2363,50,54.0
2364,361,34.0
2365,813,86.0
2366,972,119.0
2367,220,39.0
2368,900,31.0
2369,150,75.0
2370,589,119.0
2371,101,26.0
2372,531,60.0
2373,508,90.0
2374,909,24.0
2375,252,37.0
2376,529,0.0
2377,580,145.0
2378,696,62.0
2379,610,75.0
2380,304,14.0
2381,704,71.0
2382,252,7.0
2383,53,35.0
2384,825,67.0
2385,975,75.0
2386,247,61.0
2387,821,7.0
2388,817,59.0
2389,903,93.0
2390,486,58.0
2391,862,47.0
2392,595,105.0
2393,583,74.0
2394,9,135.0
2395,687,102.0
2396,854,25.0
2397,275,104.0
2398,580,104.0
2399,497,86.0
2400,845,15.0
2401,581,111.0
2402,803,63.0
2403,236,86.0
2404,18,83.0
2405,18,48.0
2406,107,102.0
2407,463,95.0
2408,896,23.0
2409,294,53.0
2410,841,68.0
2411,230,170.0
2412,834,43.0
2413,422,132.0
2414,494,100.0
2415,796,71.0
2416,424,7.0
2417,377,47.0
2418,858,74.0
2419,no_MT,95.0
2420,500,28.0
2421,24,46.0
2422,315,0.0
2423,551,7.0
2424,175,42.0
2425,949,34.0
2426,648,64.0
2427,688,84.0
2428,790,168.0
2429,492,89.0
2430,175,51.0
2431,510,148.0
2432,839,57.0
2433,541,95.0
2434,559,106.0
2435,845,59.0
2436,361,29.0
2437,no_MT,22.0
2438,951,12.0
2439,964,168.0
2440,724,30.0
2441,14,22.0
2442,96,100.0
2443,735,71.0
2444,949,96.0
2445,892,84.0
2446,216,50.0
2447,18,78.0
2448,261,12.0
2449,411,55.0
2450,542,62.0
2451,473,83.0
2452,442,55.0
2453,258,52.0
2454,752,21.0
2455,87,64.0
2456,248,43.0
2457,164,76.0
2458,410,73.0
2459,507,52.0
2460,728,51.0
2461,731,49.0
2462,519,14.0
2463,234,38.0
2464,535,80.0
2465,834,79.0
2466,291,53.0
2467,521,29.0
2468,977,94.0
2469,979,7.0
2470,492,50.0
2471,no_MT,194.0
2472,907,65.0
2473,810,30.0
2474,698,97.0
2475,836,21.0
2476,862,81.0
2477,94,83.0
2478,126,67.0
2479,723,76.0
2480,361,34.0
2481,664,52.0
2482,154,35.0
2483,848,92.0
2484,494,39.0
2485,535,86.0
2486,120,35.0
2487,706,33.0
2488,142,34.0
2489,450,44.0
2490,898,35.0
2491,527,83.0
2492,233,73.0
2493,637,107.0
2494,306,60.0
2495,26,45.0
2496,541,66.0
2497,665,37.0
2498,872,27.0
2499,435,73.0
2500,970,68.0
2501,686,41.0
2502,454,55.0
2503,834,79.0
2504,525,57.0
2505,500,79.0
2506,900,28.0
2507,854,0.0
2508,956,37.0
2509,514,37.0
2510,789,29.0
2511,368,69.0
2512,753,41.0
2513,504,56.0
2514,422,97.0
2515,247,59.0
2516,907,57.0
2517,2,22.0
2518,269,121.0
2519,203,14.0
2520,468,53.0
2521,720,79.0
2522,501,77.0
2523,726,83.0
2524,775,60.0
2525,75,75.0
2526,949,115.0
2527,585,48.0
2528,40,63.0
2529,401,66.0
2530,128,56.0
2531,9,117.0
2532,977,36.0
2533,803,0.0
2534,790,71.0
2535,514,81.0
2536,720,65.0
2537,731,42.0
2538,652,46.0
2539,716,33.0
2540,803,43.0
2541,986,51.0
2542,698,129.0
2543,30,90.0
2544,621,51.0
2545,943,21.0
2546,664,53.0
2547,415,95.0
2548,811,56.0
2549,949,59.0
2550,212,28.0
2551,630,99.0
2552,62,96.0
2553,745,73.0
2554,186,75.0
2555,170,79.0
2556,18,52.0
2557,402,31.0
2558,368,69.0
2559,542,90.0
2560,341,55.0
2561,934,38.0
2562,527,30.0
2563,490,52.0
2564,326,77.0
2565,936,128.0
2566,514,74.0
2567,277,55.0
2568,136,41.0
2569,885,78.0
2570,613,48.0
2571,260,104.0
2572,984,107.0
2573,378,67.0
2574,261,55.0
2575,316,42.0
2576,596,69.0
2577,630,7.0
2578,558,34.0
2579,539,27.0
2580,483,99.0
2581,82,51.0
2582,275,20.0
2583,232,81.0
2584,13,15.0
2585,796,30.0
2586,848,21.0
2587,678,51.0
2588,386,52.0
2589,549,37.0
2590,619,51.0
2591,114,65.0
2592,826,99.0
2593,no_MT,46.0
2594,958,63.0
2595,852,14.0
2596,941,85.0
2597,945,33.0
2598,361,104.0
2599,118,100.0
2600,514,42.0
2601,769,48.0
2602,248,13.0
2603,809,91.0
2604,221,86.0
2605,862,55.0
2606,53,59.0
2607,741,22.0
2608,no_MT,75.0
2609,914,49.0
2610,819,97.0
2611,669,70.0
2612,213,102.0
2613,573,59.0
2614,548,59.0
2615,435,47.0
2616,519,47.0
2617,983,26.0
2618,859,40.0
2619,840,28.0
2620,870,85.0
2621,870,47.0
2622,300,42.0
2623,126,64.0
2624,813,121.0
2625,186,98.0
2626,873,103.0
2627,963,42.0
2628,82,37.0
2629,97,94.0
2630,905,37.0
2631,570,17.0
2632,239,56.0
2633,36,43.0
2634,624,57.0
2635,306,62.0
2636,917,109.0
2637,558,57.0
2638,949,94.0
2639,833,104.0
2640,813,48.0
2641,131,38.0
2642,688,165.0
2643,486,44.0
2644,442,62.0
2645,723,79.0
2646,684,109.0
2647,971,53.0
2648,749,21.0
2649,276,26.0
2650,502,67.0
2651,898,81.0
2652,813,97.0
2653,260,21.0
2654,527,50.0
2655,791,75.0
2656,453,50.0
2657,276,26.0
2658,587,94.0
2659,186,83.0
2660,76,53.0
2661,841,84.0
2662,652,146.0
2663,233,55.0
2664,680,40.0
2665,no_MT,84.0
2666,769,37.0
2667,26,48.0
2668,558,31.0
2669,833,42.0
2670,936,87.0
2671,no_MT,53.0
2672,765,21.0
2673,36,81.0
2674,598,28.0
2675,409,109.0
2676,859,55.0
2677,841,127.0
2678,94,78.0
2679,973,95.0
2680,655,63.0
2681,239,95.0
2682,949,67.0
2683,300,84.0
2684,821,80.0
2685,967,55.0
2686,415,106.0
2687,589,73.0
2688,857,109.0
2689,853,86.0
2690,133,47.0
2691,253,81.0
2692,473,27.0
2693,491,39.0
2694,216,69.0
2695,503,87.0
2696,121,14.0
2697,851,54.0
2698,454,69.0
2699,956,69.0
2700,123,37.0
2701,491,35.0
2702,509,111.0
2703,509,20.0
2704,261,127.0
2705,172,49.0
2706,841,31.0
2707,987,21.0
2708,491,33.0
2709,69,94.0
2710,949,92.0
2711,435,43.0
2712,277,83.0
2713,524,46.0
2714,969,12.0
2715,967,46.0
2716,720,80.0
2717,673,69.0
2718,463,122.0
2719,825,57.0
2720,53,22.0
2721,267,67.0
2722,113,77.0
2723,986,67.0
2724,662,40.0
2725,580,83.0
2726,917,110.0
2727,853,75.0
2728,960,42.0
2729,892,63.0
2730,101,38.0
2731,837,24.0
2732,678,44.0
2733,138,73.0
2734,502,48.0
2735,422,82.0
2736,813,67.0
2737,473,30.0
2738,64,44.0
2739,320,24.0
2740,459,92.0
2741,341,62.0
2742,no_MT,57.0
2743,627,24.0
2744,145,57.0
2745,461,57.0
2746,876,135.0
2747,468,60.0
2748,366,56.0
2749,875,50.0
2750,787,136.0
2751,341,72.0
2752,535,90.0
2753,500,51.0
2754,352,71.0
2755,222,69.0
2756,14,134.0
2757,276,96.0
2758,97,58.0
2759,613,43.0
2760,751,27.0
2761,138,42.0
2762,416,33.0
2763,308,158.0
2764,374,19.0
2765,822,52.0
2766,773,82.0
2767,553,104.0
2768,220,147.0
2769,815,67.0
2770,501,73.0
2771,619,61.0
2772,253,136.0
2773,490,75.0
2774,548,91.0
2775,239,28.0
2776,98,66.0
2777,958,79.0
2778,447,64.0
2779,876,56.0
2780,847,54.0
2781,451,57.0
2782,662,47.0
2783,672,34.0
2784,10,75.0
2785,758,60.0
2786,422,43.0
2787,613,104.0
2788,964,88.0
2789,387,52.0
2790,308,77.0
2791,473,70.0
2792,862,25.0
2793,311,52.0
2794,907,46.0
2795,845,90.0
2796,435,94.0
2797,787,96.0
2798,700,13.0
2799,630,82.0
2800,no_MT,63.0
2801,735,57.0
2802,549,88.0
2803,561,38.0
2804,587,50.0
2805,535,82.0
2806,662,90.0
2807,161,91.0
2808,544,38.0
2809,501,39.0
2810,154,94.0
2811,983,56.0
2812,450,90.0
2813,803,66.0
2814,269,61.0
2815,248,34.0
2816,991,47.0
2817,424,50.0
2818,136,47.0
2819,809,111.0
2820,555,93.0
2821,473,77.0
2822,220,116.0
2823,494,13.0
2824,277,27.0
2825,no_MT,31.0
2826,119,30.0
2827,858,37.0
2828,378,74.0
2829,33,56.0
2830,87,69.0
2831,260,17.0
2832,791,85.0
2833,745,21.0
2834,839,86.0
2835,587,149.0
2836,180,39.0
2837,494,89.0
2838,741,42.0
2839,787,174.0
2840,561,70.0
2841,624,21.0
2842,838,68.0
2843,276,41.0
2844,no_MT,35.0
2845,598,74.0
2846,789,66.0
2847,154,69.0
2848,230,56.0
2849,728,75.0
2850,969,40.0
2851,775,47.0
2852,474,42.0
2853,887,56.0
2854,103,43.0
2855,804,27.0
2856,841,62.0
2857,652,92.0
2858,909,78.0
2859,81,28.0
2860,79,87.0
2861,679,40.0
2862,128,61.0
2863,760,64.0
2864,936,94.0
2865,972,44.0
2866,833,89.0
2867,644,87.0
2868,535,98.0
2869,698,65.0
2870,859,44.0
2871,no_MT,7.0
2872,492,37.0
2873,258,75.0
2874,75,102.0
2875,76,53.0
2876,971,14.0
2877,438,47.0
2878,258,18.0
2879,491,82.0
2880,135,96.0
2881,185,118.0
2882,261,60.0
2883,308,90.0
2884,732,90.0
2885,315,86.0
2886,232,60.0
2887,316,67.0
2888,373,64.0
2889,180,54.0
2890,778,29.0
2891,19,73.0
2892,924,60.0
2893,900,33.0
2894,687,62.0
2895,652,40.0
2896,580,68.0
2897,870,99.0
2898,655,324.0
2899,484,60.0
2900,582,22.0
2901,695,34.0
2902,969,67.0
2903,580,83.0
2904,107,80.0
2905,232,58.0
2906,524,35.0
2907,16,161.0
2908,315,80.0
2909,655,48.0
2910,836,25.0
2911,532,37.0
2912,no_MT,70.0
2913,454,49.0
2914,6,94.0
2915,810,85.0
2916,583,98.0
2917,490,78.0
2918,787,105.0
2919,521,49.0
2920,454,75.0
2921,386,62.0
2922,473,59.0
2923,120,49.0
2924,434,65.0
2925,598,93.0
2926,525,36.0
2927,175,51.0
2928,440,117.0
2929,924,65.0
2930,494,35.0
2931,150,71.0
2932,501,52.0
2933,164,81.0
2934,216,56.0
2935,934,77.0
2936,62,71.0
2937,900,27.0
2938,432,4.0
2939,810,50.0
2940,252,15.0
2941,299,54.0
2942,311,70.0
2943,941,98.0
2944,941,75.0
2945,486,22.0
2946,311,98.0
2947,809,54.0
2948,784,77.0
2949,972,26.0
2950,136,51.0
2951,326,32.0
2952,746,22.0
2953,162,16.0
2954,936,126.0
2955,856,76.0
2956,887,63.0
2957,no_MT,91.0
2958,696,30.0
2959,790,70.0
2960,598,135.0
2961,887,14.0
2962,425,54.0
2963,753,45.0
2964,809,85.0
2965,473,79.0
2966,210,14.0
2967,415,70.0
2968,626,57.0
2969,972,17.0
2970,619,42.0
2971,786,77.0
2972,535,65.0
2973,8,118.0
2974,99,86.0
2975,no_MT,67.0
2976,152,65.0
2977,95,73.0
2978,411,49.0
2979,no_MT,72.0
2980,101,28.0
2981,800,95.0
2982,695,87.0
2983,670,42.0
2984,335,70.0
2985,845,29.0
2986,8,119.0
2987,839,81.0
2988,732,56.0
2989,267,39.0
2990,no_MT,24.0
2991,422,63.0
2992,987,72.0
2993,842,32.0
2994,791,14.0
2995,903,62.0
2996,312,61.0
2997,608,48.0
2998,95,40.0
2999,495,60.0
3000,260,57.0
3001,220,65.0
3002,857,74.0
3003,182,43.0
3004,748,72.0
3005,862,72.0
3006,260,57.0
3007,24,39.0
3008,983,35.0
3009,790,73.0
3010,454,202.0
3011,740,22.0
3012,419,71.0
3013,425,57.0
3014,223,21.0
3015,787,87.0
3016,665,75.0
3017,845,52.0
3018,791,116.0
3019,958,57.0
3020,459,89.0
3021,310,67.0
3022,852,36.0
3023,510,51.0
3024,228,87.0
3025,751,61.0
3026,509,36.0
3027,no_MT,38.0
3028,660,49.0
3029,273,36.0
3030,929,3.0
3031,121,56.0
3032,941,62.0
3033,308,87.0
3034,876,60.0
3035,319,98.0
3036,75,69.0
3037,320,56.0
3038,876,83.0
3039,582,105.0
3040,239,85.0
3041,128,75.0
3042,535,87.0
3043,987,69.0
3044,986,35.0
3045,438,62.0
3046,473,62.0
3047,no_MT,103.0
3048,180,53.0
3049,839,60.0
3050,419,78.0
3051,401,53.0
3052,822,81.0
3053,841,130.0
3054,514,34.0
3055,631,95.0
3056,858,51.0
3057,813,97.0
3058,40,53.0
3059,209,41.0
3060,502,94.0
3061,790,103.0
3062,622,32.0
3063,236,145.0
3064,793,30.0
3065,679,93.0
3066,494,96.0
