from,to,flow,cost
39,1632,1.0,31.0
39,1761,2.0,7.0
40,427,1.0,20.0
40,1632,9.0,7.0
41,425,1.0,21.0
41,427,4.0,7.0
42,19,1.0,46.0
42,428,4.0,18.0
42,818,1.0,7.0
43,427,1.0,41.0
43,428,4.0,35.0
44,2059,1.0,23.0
44,2996,1.0,70.0
44,3758,4.0,2.0
45,2059,2.0,29.0
45,4459,8.0,6.0
46,45,7.0,16.0
46,891,2.0,69.0
46,1254,16.0,4.0
46,2059,1.0,45.0
46,2635,1.0,28.0
46,3069,2.0,79.0
47,48,2.0,10.0
47,49,7.0,20.0
48,2368,2.0,50.0
48,2635,1.0,45.0
48,3069,1.0,45.0
49,50,1.0,12.0
49,1109,1.0,73.0
49,2368,1.0,40.0
49,3068,2.0,5.0
49,3069,2.0,35.0
50,2059,1.0,104.0
50,2368,2.0,50.0
51,4162,2.0,6.0
52,3344,6.0,172.0
54,74,1.0,181.0
55,740,7.0,7.0
55,1736,1.0,55.0
55,1737,5.0,31.0
55,3015,2.0,46.0
55,4450,1.0,80.0
56,3345,2.0,16.0
57,366,1.0,107.0
57,536,1.0,45.0
57,624,1.0,61.0
57,1106,2.0,50.0
57,1110,2.0,28.0
57,1130,1.0,61.0
57,1768,1.0,100.0
57,1798,1.0,19.0
57,2015,1.0,27.0
57,2390,1.0,19.0
57,2754,1.0,23.0
57,2947,2.0,35.0
57,3136,1.0,56.0
57,3187,2.0,26.0
57,3351,1.0,1.0
57,3353,16.0,1.0
57,3354,1.0,19.0
57,3365,1.0,88.0
57,3743,1.0,38.0
57,4117,1.0,40.0
57,4213,1.0,86.0
57,4364,1.0,9.0
57,4511,1.0,39.0
59,64,1.0,9.0
59,420,1.0,31.0
59,810,1.0,37.0
59,1838,1.0,24.0
60,434,2.0,92.0
60,3635,1.0,195.0
61,3431,4.0,60.0
62,281,1.0,12.0
62,282,5.0,19.0
63,420,5.0,48.0
64,2161,3.0,38.0
64,3762,2.0,24.0
65,1294,1.0,54.0
65,3431,1.0,39.0
65,3616,2.0,42.0
65,4175,1.0,85.0
66,1291,5.0,19.0
66,2474,2.0,33.0
66,2851,1.0,47.0
66,4341,4.0,14.0
66,4461,3.0,8.0
67,1725,2.0,37.0
68,2843,2.0,33.0
68,3049,5.0,2.0
68,3371,1.0,15.0
69,420,2.0,44.0
69,2161,1.0,60.0
69,3762,1.0,46.0
71,155,1.0,105.0
71,188,1.0,111.0
71,500,1.0,71.0
71,1487,1.0,66.0
71,2214,5.0,7.0
71,2218,1.0,43.0
71,2410,1.0,82.0
71,3657,3.0,4.0
71,4067,1.0,34.0
73,1196,1.0,1.0
74,2294,8.0,1.0
74,2401,4.0,20.0
75,76,2.0,5.0
75,1625,1.0,46.0
75,3026,1.0,123.0
75,3272,1.0,99.0
75,3367,4.0,30.0
76,1724,2.0,67.0
77,68,2.0,65.0
78,60,2.0,13.0
79,80,6.0,10.0
79,668,1.0,25.0
79,673,1.0,56.0
79,2920,41.0,6.0
79,4241,1.0,72.0
79,4291,2.0,0.0
80,667,1.0,65.0
80,668,2.0,41.0
80,673,2.0,72.0
80,1273,1.0,54.0
82,1037,6.0,6.0
82,3117,1.0,21.0
83,3100,1.0,63.0
83,3117,9.0,13.0
83,4424,1.0,63.0
86,639,2.0,48.0
86,640,3.0,34.0
86,3100,4.0,33.0
86,3118,1.0,12.0
87,158,5.0,6.0
87,3110,2.0,33.0
88,3110,4.0,33.0
89,90,1.0,18.0
89,1681,5.0,32.0
89,1976,1.0,98.0
89,2623,4.0,7.0
89,3053,1.0,39.0
89,3265,2.0,46.0
90,125,1.0,31.0
90,1680,1.0,56.0
90,1681,2.0,32.0
90,3265,2.0,46.0
91,1680,3.0,45.0
91,1681,1.0,21.0
91,3436,2.0,12.0
92,2787,1.0,16.0
92,4306,17.0,2.0
93,414,1.0,31.0
93,805,1.0,10.0
93,1004,3.0,8.0
93,3622,3.0,11.0
94,3382,3.0,2.0
94,3383,4.0,12.0
95,1138,1.0,55.0
96,2842,1.0,39.0
96,3126,1.0,31.0
98,282,3.0,57.0
98,295,1.0,36.0
98,296,1.0,29.0
98,298,1.0,30.0
98,2911,1.0,51.0
98,3119,1.0,50.0
99,282,5.0,47.0
99,1829,10.0,4.0
100,769,3.0,40.0
101,274,7.0,29.0
101,1836,4.0,24.0
102,103,1.0,0.0
102,105,2.0,0.0
102,106,4.0,0.0
102,4365,1.0,27.0
103,667,1.0,41.0
103,668,1.0,45.0
103,3291,1.0,90.0
104,2996,1.0,54.0
104,4196,3.0,11.0
105,668,1.0,29.0
105,887,1.0,75.0
106,667,1.0,32.0
106,668,2.0,27.0
106,2955,2.0,56.0
106,4196,1.0,55.0
107,668,1.0,43.0
107,1508,1.0,60.0
107,2970,1.0,63.0
107,2996,3.0,60.0
108,109,1.0,0.0
108,133,1.0,8.0
108,1177,1.0,139.0
108,1316,1.0,37.0
108,1317,2.0,29.0
108,1318,2.0,22.0
108,1320,2.0,7.0
108,1321,1.0,37.0
108,1322,1.0,44.0
108,2320,3.0,33.0
109,1480,1.0,4.0
109,2635,1.0,15.0
110,4006,1.0,74.0
111,110,1.0,10.0
111,3579,1.0,41.0
112,142,1.0,7.0
112,161,1.0,87.0
112,162,1.0,80.0
112,3413,1.0,116.0
112,4356,1.0,12.0
112,4358,1.0,8.0
112,4359,1.0,9.0
112,4362,1.0,1.0
113,667,1.0,30.0
113,668,2.0,41.0
113,2996,2.0,46.0
114,667,1.0,75.0
114,668,1.0,51.0
114,673,2.0,62.0
114,2077,2.0,7.0
114,4241,1.0,78.0
115,668,1.0,42.0
115,677,1.0,117.0
116,75,3.0,14.0
117,282,6.0,21.0
117,3386,1.0,34.0
118,4551,1.0,42.0
120,121,1.0,12.0
120,4555,1.0,37.0
121,3022,1.0,51.0
123,2400,1.0,28.0
123,2705,1.0,7.0
123,3592,9.0,13.0
124,2400,1.0,32.0
125,1161,1.0,24.0
125,1680,7.0,25.0
125,1681,2.0,27.0
125,1711,1.0,53.0
126,17,1.0,32.0
126,4490,3.0,7.0
127,1508,1.0,78.0
129,4473,1.0,7.0
132,59,2.0,5.0
132,316,4.0,22.0
132,3762,1.0,38.0
133,108,2.0,8.0
135,430,1.0,52.0
135,434,2.0,39.0
135,435,1.0,50.0
135,3635,1.0,113.0
135,3974,6.0,1.0
137,4043,1.0,38.0
139,108,2.0,29.0
139,1321,1.0,7.0
139,1322,3.0,15.0
139,1323,2.0,29.0
139,2714,2.0,28.0
139,2715,1.0,20.0
139,2716,2.0,27.0
139,2717,1.0,34.0
140,3400,1.0,65.0
142,3411,4.0,2.0
143,1031,2.0,19.0
144,64,3.0,18.0
144,420,4.0,41.0
144,3250,2.0,95.0
145,199,1.0,15.0
147,115,2.0,5.0
147,668,1.0,35.0
148,114,7.0,4.0
148,147,3.0,4.0
148,668,1.0,40.0
148,673,1.0,67.0
149,2294,2.0,48.0
150,4003,2.0,53.0
151,1935,1.0,46.0
152,223,2.0,98.0
152,3027,2.0,49.0
152,3069,2.0,64.0
153,163,1.0,82.0
153,2842,1.0,94.0
154,1336,1.0,36.0
154,2811,1.0,15.0
154,3126,1.0,44.0
155,112,1.0,47.0
155,1429,1.0,70.0
156,2245,3.0,18.0
156,2851,2.0,14.0
156,3874,1.0,2.0
157,1294,1.0,50.0
157,2245,2.0,60.0
157,3431,3.0,35.0
158,1871,1.0,47.0
158,2774,1.0,49.0
158,3110,6.0,27.0
159,1871,2.0,43.0
159,2774,1.0,45.0
159,2775,4.0,15.0
159,3110,1.0,60.0
161,4002,1.0,81.0
162,1786,1.0,97.0
162,4365,1.0,42.0
163,3123,1.0,46.0
164,2891,7.0,29.0
166,282,1.0,49.0
166,286,1.0,47.0
166,290,2.0,18.0
166,291,4.0,26.0
167,166,2.0,15.0
167,282,1.0,64.0
167,288,1.0,48.0
167,291,4.0,41.0
167,1531,2.0,61.0
168,2930,1.0,17.0
168,3752,1.0,37.0
170,479,1.0,15.0
171,170,1.0,7.0
171,175,1.0,46.0
171,2114,1.0,27.0
171,2204,1.0,43.0
171,3510,1.0,57.0
171,3517,1.0,12.0
172,171,1.0,7.0
172,2116,2.0,15.0
173,171,2.0,14.0
173,172,1.0,7.0
173,483,6.0,14.0
174,173,9.0,10.0
174,3196,2.0,100.0
174,3241,1.0,58.0
174,3642,1.0,12.0
175,1297,1.0,32.0
175,3226,1.0,88.0
175,4045,1.0,33.0
176,175,1.0,7.0
176,179,1.0,21.0
177,490,1.0,29.0
178,177,1.0,7.0
179,180,1.0,7.0
179,181,4.0,14.0
179,980,1.0,71.0
180,182,1.0,12.0
181,182,2.0,5.0
181,492,1.0,13.0
181,551,1.0,25.0
182,324,1.0,29.0
182,327,1.0,100.0
182,647,1.0,30.0
182,3210,1.0,37.0
182,3211,1.0,43.0
182,3217,1.0,59.0
182,3218,1.0,59.0
182,3225,1.0,108.0
184,499,1.0,43.0
185,321,1.0,17.0
186,185,1.0,9.0
186,321,1.0,27.0
186,499,5.0,20.0
186,3209,1.0,23.0
186,3216,1.0,32.0
186,3229,1.0,59.0
186,3653,1.0,32.0
186,3908,1.0,22.0
187,186,2.0,12.0
188,189,1.0,18.0
188,1264,1.0,131.0
188,3036,1.0,7.0
189,190,1.0,22.0
189,326,1.0,32.0
190,3880,1.0,29.0
190,3970,1.0,69.0
190,4334,1.0,22.0
191,2368,1.0,52.0
192,1109,1.0,36.0
192,3154,3.0,6.0
193,2390,2.0,32.0
193,2396,13.0,3.0
193,3027,1.0,23.0
193,3069,3.0,11.0
194,2390,1.0,23.0
195,2390,2.0,35.0
195,3027,1.0,22.0
195,3069,3.0,8.0
196,1648,1.0,104.0
196,2388,1.0,2.0
196,3069,3.0,15.0
197,1139,1.0,62.0
197,2342,4.0,6.0
197,4314,5.0,6.0
198,736,2.0,32.0
199,1139,2.0,42.0
199,1701,1.0,53.0
200,204,1.0,33.0
200,2487,1.0,7.0
200,4351,1.0,56.0
201,2489,1.0,6.0
201,4351,2.0,43.0
202,4351,1.0,35.0
202,4379,2.0,10.0
203,380,2.0,32.0
203,4351,1.0,34.0
204,205,5.0,2.0
204,4351,1.0,58.0
205,1752,1.0,71.0
205,1924,7.0,5.0
205,4351,1.0,55.0
206,1873,6.0,3.0
206,2815,1.0,60.0
206,4351,3.0,54.0
207,962,5.0,4.0
207,1705,3.0,56.0
207,4390,1.0,82.0
208,77,2.0,62.0
208,210,1.0,16.0
208,211,2.0,21.0
208,946,1.0,30.0
208,1146,3.0,12.0
208,1147,2.0,7.0
208,1358,1.0,29.0
208,1437,1.0,15.0
208,1635,2.0,47.0
208,1695,1.0,50.0
208,2732,1.0,26.0
208,3553,1.0,18.0
208,4160,1.0,78.0
208,4239,1.0,45.0
208,4353,2.0,35.0
208,4526,2.0,12.0
209,208,1.0,35.0
209,4527,1.0,30.0
210,2843,1.0,62.0
211,611,2.0,7.0
211,2420,1.0,77.0
213,214,5.0,12.0
214,1676,1.0,14.0
214,3012,8.0,4.0
215,329,1.0,31.0
215,330,4.0,24.0
215,331,2.0,17.0
215,332,26.0,10.0
215,538,2.0,49.0
215,576,4.0,13.0
215,577,1.0,54.0
215,685,1.0,61.0
215,687,3.0,47.0
215,688,3.0,34.0
215,689,1.0,47.0
215,869,4.0,34.0
215,1629,1.0,51.0
215,1862,1.0,57.0
215,1881,2.0,20.0
215,2624,1.0,72.0
215,2772,1.0,49.0
215,2773,1.0,76.0
215,2806,3.0,26.0
215,3047,10.0,6.0
215,4275,2.0,37.0
215,4276,1.0,27.0
215,4283,1.0,44.0
216,215,4.0,27.0
216,689,54.0,6.0
216,693,1.0,43.0
217,216,5.0,24.0
217,218,2.0,37.0
217,577,2.0,37.0
217,578,6.0,13.0
217,580,1.0,62.0
217,687,1.0,58.0
217,688,3.0,44.0
217,689,4.0,31.0
217,1368,2.0,44.0
217,1369,9.0,31.0
217,1882,7.0,20.0
217,1945,3.0,34.0
217,1946,7.0,26.0
217,1947,6.0,6.0
217,2427,1.0,92.0
218,217,2.0,24.0
218,580,1.0,51.0
218,1370,1.0,21.0
218,4401,7.0,6.0
219,580,1.0,13.0
219,1370,2.0,46.0
219,2354,1.0,44.0
219,2429,20.0,6.0
219,3048,3.0,30.0
220,221,41.0,20.0
220,1230,16.0,13.0
220,1737,1.0,21.0
220,2354,14.0,6.0
220,2355,1.0,25.0
221,2354,9.0,27.0
221,3274,36.0,6.0
222,223,1.0,6.0
222,554,1.0,21.0
222,1164,4.0,14.0
222,1165,2.0,7.0
222,2059,1.0,16.0
222,3357,5.0,17.0
222,3566,14.0,7.0
223,222,28.0,6.0
223,364,1.0,56.0
223,554,2.0,28.0
223,1163,1.0,28.0
223,1165,1.0,14.0
223,1727,1.0,17.0
223,2059,2.0,10.0
223,2351,2.0,48.0
223,2899,1.0,49.0
223,3295,2.0,35.0
223,3301,2.0,39.0
223,3326,2.0,5.0
223,3356,1.0,24.0
223,3548,1.0,33.0
223,3564,1.0,53.0
223,3565,2.0,22.0
223,3566,1.0,14.0
223,4208,4.0,5.0
224,250,3.0,35.0
224,251,9.0,59.0
224,335,2.0,39.0
224,338,2.0,34.0
224,696,2.0,42.0
224,1734,5.0,35.0
224,1735,3.0,46.0
224,4504,1.0,52.0
225,250,1.0,59.0
225,335,1.0,63.0
225,1735,12.0,7.0
226,217,1.0,53.0
226,1371,1.0,7.0
226,1735,7.0,32.0
226,1736,1.0,46.0
227,1370,2.0,32.0
227,1736,12.0,7.0
228,1269,4.0,21.0
228,1736,1.0,31.0
228,3015,1.0,7.0
229,580,1.0,78.0
229,1737,5.0,46.0
229,2469,13.0,10.0
229,3015,2.0,61.0
229,3048,2.0,61.0
230,275,1.0,37.0
230,3847,1.0,14.0
231,3845,1.0,68.0
232,2009,1.0,22.0
236,3493,1.0,60.0
237,1061,1.0,24.0
238,614,1.0,42.0
238,4392,6.0,0.0
239,240,1.0,20.0
239,1362,1.0,43.0
239,2511,1.0,12.0
239,3367,1.0,38.0
239,4509,2.0,13.0
240,4509,2.0,6.0
241,1032,9.0,8.0
242,241,1.0,5.0
242,1032,12.0,13.0
243,3007,1.0,23.0
244,1100,2.0,4.0
246,4561,1.0,7.0
248,249,6.0,15.0
248,250,2.0,27.0
248,251,1.0,52.0
248,332,1.0,65.0
248,334,1.0,51.0
248,336,2.0,35.0
248,337,1.0,32.0
248,340,3.0,22.0
248,626,1.0,21.0
248,694,3.0,41.0
248,695,1.0,48.0
248,698,1.0,49.0
248,1266,3.0,14.0
248,1583,1.0,27.0
248,1584,2.0,42.0
248,1809,8.0,7.0
248,2479,1.0,34.0
248,2549,2.0,20.0
248,2550,1.0,41.0
248,4278,2.0,34.0
248,4279,1.0,41.0
248,4501,4.0,19.0
248,4502,11.0,22.0
248,4505,2.0,28.0
248,4506,1.0,31.0
248,4507,2.0,25.0
249,250,3.0,12.0
249,340,1.0,7.0
249,2479,1.0,47.0
249,4501,2.0,4.0
249,4507,1.0,33.0
250,248,1.0,41.0
250,251,3.0,24.0
250,340,1.0,32.0
250,341,7.0,16.0
250,342,2.0,33.0
250,696,13.0,7.0
250,697,8.0,14.0
250,698,6.0,21.0
250,699,9.0,28.0
250,700,3.0,35.0
250,704,1.0,64.0
250,1267,1.0,38.0
250,1268,1.0,63.0
250,1340,1.0,45.0
250,1341,1.0,38.0
250,1710,2.0,60.0
250,1901,1.0,59.0
250,1950,1.0,45.0
250,4251,2.0,52.0
250,4447,8.0,25.0
250,4501,1.0,29.0
250,4503,5.0,37.0
250,4504,8.0,17.0
250,4506,1.0,46.0
251,250,2.0,38.0
251,1375,1.0,60.0
251,1810,59.0,7.0
252,250,1.0,77.0
252,1374,3.0,28.0
252,1811,1.0,31.0
252,4249,2.0,7.0
253,1810,1.0,57.0
253,1811,8.0,6.0
253,3015,1.0,52.0
254,255,1.0,24.0
254,1261,4.0,22.0
254,1374,1.0,77.0
254,1712,1.0,35.0
254,1716,32.0,7.0
254,1736,1.0,81.0
255,1269,4.0,53.0
255,1811,1.0,56.0
256,1737,2.0,75.0
256,2354,1.0,99.0
256,3265,1.0,66.0
256,4318,7.0,1.0
257,4530,1.0,7.0
258,510,1.0,15.0
258,511,1.0,13.0
261,3892,2.0,29.0
264,1742,1.0,10.0
265,3904,1.0,27.0
266,518,1.0,21.0
267,2603,1.0,51.0
269,270,2.0,7.0
270,4222,4.0,4.0
271,270,1.0,7.0
272,273,1.0,13.0
272,1066,1.0,7.0
273,475,1.0,50.0
273,1935,1.0,2.0
273,2200,1.0,25.0
274,7,1.0,32.0
274,101,1.0,29.0
274,126,1.0,30.0
274,312,1.0,47.0
274,1148,5.0,7.0
274,1310,1.0,75.0
274,1313,3.0,45.0
274,1314,2.0,37.0
274,1315,4.0,15.0
274,1665,1.0,40.0
274,2302,1.0,25.0
275,1363,1.0,32.0
275,1867,1.0,77.0
275,3847,1.0,45.0
275,3883,1.0,195.0
275,4340,1.0,99.0
279,31,2.0,5.0
279,2390,1.0,63.0
279,3027,1.0,21.0
279,3069,1.0,36.0
280,281,8.0,7.0
280,282,4.0,14.0
281,92,17.0,84.0
281,282,5.0,7.0
282,62,5.0,20.0
282,117,4.0,21.0
282,280,3.0,14.0
282,281,8.0,7.0
282,283,7.0,7.0
282,284,2.0,14.0
282,285,2.0,22.0
282,286,1.0,29.0
282,642,15.0,19.0
282,900,5.0,26.0
282,1038,1.0,43.0
282,1039,1.0,47.0
282,1537,1.0,54.0
282,1538,1.0,34.0
282,1577,6.0,51.0
282,2056,2.0,51.0
282,2262,1.0,61.0
282,2348,1.0,55.0
282,2462,1.0,75.0
282,2710,3.0,40.0
282,2746,1.0,28.0
282,2898,5.0,13.0
282,3062,2.0,36.0
282,3100,1.0,33.0
282,3379,5.0,67.0
282,3386,6.0,27.0
282,3430,7.0,22.0
282,3577,1.0,32.0
282,3607,1.0,46.0
282,4123,1.0,34.0
282,4315,4.0,5.0
282,4352,1.0,42.0
282,4387,5.0,102.0
282,4471,3.0,31.0
283,282,7.0,7.0
283,291,1.0,58.0
284,282,1.0,14.0
284,285,2.0,7.0
285,62,1.0,42.0
285,280,1.0,36.0
285,281,1.0,29.0
285,282,2.0,22.0
285,908,4.0,33.0
286,285,1.0,7.0
286,287,4.0,7.0
286,288,4.0,14.0
286,589,6.0,40.0
286,1692,1.0,40.0
286,1693,1.0,19.0
286,3576,1.0,72.0
286,4167,1.0,26.0
287,286,3.0,7.0
287,288,2.0,7.0
287,291,1.0,29.0
287,899,1.0,68.0
288,286,2.0,14.0
288,289,10.0,7.0
288,2262,1.0,61.0
288,3103,1.0,19.0
288,4167,2.0,26.0
289,286,1.0,22.0
289,288,2.0,7.0
289,290,7.0,7.0
290,286,2.0,29.0
290,288,2.0,14.0
290,291,8.0,7.0
291,166,4.0,43.0
291,167,2.0,28.0
291,286,1.0,37.0
291,290,3.0,7.0
291,292,7.0,7.0
291,297,1.0,44.0
291,299,1.0,60.0
291,1530,1.0,40.0
291,1531,1.0,19.0
291,2892,1.0,56.0
291,3738,5.0,16.0
291,3739,1.0,24.0
291,4272,1.0,57.0
292,291,1.0,7.0
292,293,6.0,7.0
292,1530,1.0,47.0
292,1531,1.0,27.0
293,167,1.0,28.0
293,282,1.0,81.0
293,285,1.0,59.0
293,292,1.0,7.0
293,294,8.0,7.0
293,659,1.0,47.0
293,1922,1.0,54.0
293,3387,6.0,19.0
293,3739,3.0,23.0
293,4415,1.0,35.0
294,285,1.0,67.0
294,295,4.0,7.0
294,2911,1.0,50.0
294,3576,6.0,12.0
295,294,1.0,7.0
295,296,12.0,7.0
295,298,1.0,22.0
295,660,1.0,26.0
295,1530,1.0,69.0
295,3065,1.0,34.0
295,4415,6.0,20.0
296,98,1.0,46.0
296,297,7.0,7.0
296,298,1.0,15.0
296,1531,1.0,57.0
296,1611,6.0,26.0
296,1898,1.0,50.0
296,2620,2.0,19.0
296,2911,1.0,36.0
296,3065,1.0,41.0
296,3576,1.0,27.0
296,4272,4.0,20.0
297,282,1.0,96.0
297,296,5.0,7.0
297,298,3.0,8.0
297,2911,1.0,28.0
297,3119,2.0,27.0
298,98,3.0,31.0
298,99,1.0,40.0
298,294,3.0,30.0
298,295,1.0,22.0
298,296,1.0,15.0
298,299,1.0,7.0
298,300,1.0,15.0
298,302,1.0,30.0
298,304,1.0,44.0
298,310,1.0,90.0
298,1611,1.0,42.0
298,1803,1.0,68.0
298,1805,2.0,27.0
298,1829,2.0,45.0
298,2536,3.0,78.0
298,2892,1.0,52.0
298,2893,1.0,23.0
298,2911,7.0,20.0
298,3119,1.0,19.0
298,3120,1.0,56.0
298,3384,2.0,72.0
298,3388,3.0,30.0
298,3705,1.0,100.0
299,298,2.0,7.0
299,1806,2.0,20.0
299,1897,1.0,61.0
299,3119,1.0,27.0
300,298,1.0,15.0
300,299,3.0,7.0
301,300,1.0,7.0
301,302,4.0,7.0
301,534,1.0,46.0
301,1899,3.0,20.0
301,2268,1.0,32.0
301,2686,1.0,72.0
301,2912,2.0,27.0
301,2961,2.0,19.0
301,3120,1.0,41.0
301,3820,1.0,36.0
301,4431,2.0,26.0
302,298,2.0,30.0
302,303,8.0,7.0
302,305,2.0,22.0
302,1897,1.0,47.0
303,298,1.0,37.0
303,302,5.0,7.0
303,304,1.0,7.0
303,1353,2.0,54.0
303,1355,3.0,20.0
303,1898,1.0,41.0
303,2269,2.0,47.0
303,2620,1.0,72.0
303,2741,3.0,27.0
303,2913,2.0,27.0
303,2914,1.0,43.0
303,3120,1.0,26.0
303,3575,1.0,28.0
303,3820,1.0,36.0
304,303,4.0,7.0
304,533,1.0,27.0
305,306,9.0,7.0
305,307,1.0,15.0
305,532,1.0,40.0
305,533,4.0,19.0
305,534,1.0,16.0
305,535,2.0,20.0
305,1546,1.0,42.0
305,1891,2.0,21.0
305,2537,1.0,35.0
306,305,2.0,7.0
306,307,12.0,7.0
306,3041,1.0,19.0
307,301,2.0,45.0
307,304,2.0,23.0
307,305,2.0,15.0
307,306,4.0,7.0
307,308,2.0,7.0
307,309,6.0,14.0
307,310,2.0,22.0
307,311,2.0,29.0
307,534,1.0,31.0
307,535,1.0,35.0
307,1135,2.0,32.0
307,1136,4.0,37.0
307,1544,1.0,47.0
307,1545,3.0,27.0
307,1546,5.0,27.0
307,1891,1.0,36.0
307,2271,1.0,47.0
307,2272,1.0,54.0
307,2416,2.0,34.0
307,2537,5.0,20.0
307,2892,1.0,74.0
307,2914,4.0,27.0
307,3041,1.0,26.0
307,3120,1.0,42.0
307,3121,3.0,41.0
307,3602,1.0,38.0
307,4157,1.0,32.0
308,307,9.0,7.0
308,1545,1.0,19.0
309,307,8.0,14.0
309,1545,1.0,27.0
309,2953,1.0,40.0
310,307,2.0,22.0
310,309,2.0,7.0
311,309,2.0,14.0
311,2276,3.0,46.0
311,2953,1.0,25.0
312,101,1.0,31.0
312,313,1.0,38.0
312,1002,3.0,36.0
312,1314,1.0,39.0
312,2310,2.0,28.0
312,2311,2.0,21.0
312,2312,2.0,14.0
312,4483,1.0,41.0
313,312,1.0,24.0
313,420,2.0,22.0
313,3762,1.0,21.0
314,419,4.0,7.0
314,420,2.0,11.0
314,3762,1.0,9.0
314,3799,4.0,1.0
315,314,6.0,9.0
315,420,1.0,17.0
316,416,1.0,53.0
316,420,4.0,30.0
318,71,1.0,27.0
319,71,1.0,39.0
321,499,2.0,8.0
321,1090,1.0,25.0
324,1599,1.0,11.0
325,186,1.0,15.0
326,3880,1.0,11.0
327,328,1.0,20.0
328,190,1.0,7.0
329,538,1.0,46.0
329,540,1.0,98.0
329,687,1.0,44.0
329,688,1.0,57.0
329,1735,1.0,109.0
329,1881,55.0,16.0
330,329,8.0,6.0
330,538,1.0,52.0
